id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,ew,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
1,21,CV-33,132,light tank,2,armor,3,track,1936,9,1944,12,1,2,2,15,13,22,0,0,0,n/a,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,224,120,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2373,0,3312,3311,3313
2,21,T-26,133,medium tank,2,armor,3,track,1938,3,1946,12,3,3,3,31,10,12,0,1,0,n/a,0,8,6,10,0,0,18,50,50,0,0,171,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,4123,0,4237,4238,4239
3,21,M3A3 Stuart,132,light tank,2,armor,3,track,1943,10,1946,12,3,4,3,48,19,62,0,2,2,n/a,0,8,6,12,0,0,16,33,70,0,0,177,120,0,139,90,0,131,120,0,0,0,0,0,0,0,0,0,5,3,3,4,3,3,1,0,0,0,0,0,0,0,0,16514,0,98,1306,4461
4,21,V-Carden Loyd,132,light tank,2,armor,3,track,1930,1,1939,12,1,2,2,15,18,1,0,0,0,n/a,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,137,120,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2410,0,3334,3335,3335
5,21,Vickers 6E,133,medium tank,2,armor,3,track,1935,6,1939,12,3,3,3,31,12,41,0,2,1,n/a,0,8,6,10,0,0,19,20,0,0,30,137,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,2385,0,3481,3481,3481
6,21,Type 94 Ho-Go,132,light tank,2,armor,3,track,1937,8,1944,12,2,2,3,19,14,11,0,1,0,n/a,0,9,0,10,0,0,245,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,32121,0,4100,4103,4098
7,21,Type 95 Ha-Go,132,light tank,2,armor,3,track,1938,1,1943,3,2,3,3,31,16,11,0,1,1,n/a,0,8,0,10,0,0,14,50,69,0,0,0,0,0,245,120,0,209,120,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,764,0,4164,4166,4162
8,21,Type 89 Chi-Ro,133,medium tank,2,armor,3,track,1933,3,1937,11,3,5,2,28,9,1,0,1,1,n/a,0,8,6,12,0,0,204,60,40,0,0,0,0,0,178,120,0,230,120,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,17027,0,4181,4184,4179
9,21,M3A3 Stuart,132,light tank,2,armor,3,track,1944,9,1946,12,3,4,3,56,19,71,0,3,2,n/a,1,8,6,15,0,0,16,74,73,0,0,177,120,0,139,90,0,131,120,0,0,0,0,0,0,0,0,0,6,3,3,6,3,3,1,0,0,0,0,0,0,0,0,16514,0,98,1306,4461
10,21,Type 97 Chi-Ha,133,medium tank,2,armor,3,track,1938,9,1943,3,3,4,3,30,13,11,0,1,1,n/a,0,8,6,10,0,0,214,70,30,0,0,0,0,0,209,120,0,209,120,0,0,0,0,0,0,0,0,0,3,2,2,3,2,2,1,0,0,0,0,0,0,0,0,17035,0,4159,4158,4159
11,21,GMC Halftrack,166,tracked APC,3,APC,3,track,1942,6,1946,12,3,3,3,21,24,21,0,0,0,n/a,0,9,112,10,0,0,140,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,403,0,102,3200,3205
12,21,Scout Carrier,262,scout vehicle,8,recon,3,track,1944,1,1945,12,2,1,2,15,18,91,0,0,0,n/a,0,9,106,10,0,0,148,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,16502,0,117,3201,3202
13,21,Jeep,262,scout vehicle,8,recon,2,wheel (AT),1943,1,1946,12,2,2,0,15,35,92,0,0,0,n/a,0,9,106,9,0,0,139,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,3213,3214,3215
14,21,Medium Truck,296,medium truck,10,transport,1,wheel,1930,1,1943,9,3,2,0,10,18,0,0,0,0,n/a,0,0,118,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16069,0,3170,3171,3172
15,21,Heavy Truck,297,heavy truck,10,transport,1,wheel,1930,1,1942,8,4,2,0,14,15,0,0,0,0,n/a,0,0,132,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,3152,3153,3154
16,21,37L46 AT-Gun,212,AT gun,5,anti-tank,0,default,1942,3,1945,12,0,5,0,21,2,10,0,3,2,n/a,0,8,0,1,0,0,15,10,40,0,10,5,60,0,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17037,0,54,54,54
17,21,PzKw I A,132,light tank,2,armor,3,track,1936,6,1937,12,3,2,3,25,13,30,0,1,1,n/a,0,9,0,10,0,0,154,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,16513,0,1001,1002,4348
18,21,Type 24 AAMG,238,AA MG infantry,6,anti-air,0,default,1930,1,1946,12,1,6,0,11,2,1,0,1,1,n/a,0,9,0,0,0,0,138,90,0,0,0,138,90,0,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19031,0,584,584,584
19,21,45L46 AT-Gun,212,AT gun,5,anti-tank,0,default,1944,1,1946,12,0,5,0,21,1,12,0,2,2,n/a,0,9,0,1,0,0,18,30,40,0,10,5,60,0,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,54,54,54
20,21,76.2L51 AT-Gun,212,AT gun,5,anti-tank,0,default,1945,11,1946,12,1,6,0,25,0,12,0,2,2,n/a,0,8,0,1,0,0,51,20,40,0,0,5,60,0,87,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30502,0,57,57,57
21,21,Vickers Carrier,262,scout vehicle,8,recon,3,track,1934,1,1939,12,2,4,2,14,18,21,0,0,0,n/a,0,9,102,10,0,0,118,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,30122,0,117,3201,3202
22,21,M2 Mortars (60),179,mortar,4,artillery,0,default,1943,11,1946,12,1,6,0,21,5,21,0,1,0,n/a,0,8,0,0,0,0,107,40,0,0,0,107,40,0,144,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21120,0,66,66,66
23,21,M1 Mortars (81),179,mortar,4,artillery,0,default,1943,11,1945,3,1,8,0,25,3,71,0,0,0,n/a,0,7,0,1,0,0,56,35,0,0,0,56,35,0,144,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17055,0,67,67,67
24,21,M2 Mortar (4.2),179,mortar,4,artillery,0,default,1944,2,1945,3,1,4,0,18,3,81,0,0,0,n/a,0,6,0,1,0,0,72,30,0,0,0,144,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12083,0,68,68,68
25,21,Type 24 HMGs,7,machine gun,0,infantry,0,default,1930,1,1942,12,1,8,0,20,4,12,0,1,1,n/a,0,9,0,0,0,0,122,90,0,0,0,122,90,0,5,60,0,87,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0
26,21,30 Calibre MMGs,7,machine gun,0,infantry,0,default,1941,10,1946,12,1,6,0,19,5,31,0,1,1,n/a,0,9,0,0,0,0,120,90,0,0,0,120,90,0,5,60,0,87,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0
27,21,50 Calibre HMGs,7,machine gun,0,infantry,0,default,1942,3,1946,12,1,8,0,27,4,31,0,1,1,n/a,0,9,0,0,0,0,106,90,0,0,0,106,90,0,5,60,0,87,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0
28,21,Bazooka Team,220,AT infantry,5,anti-tank,0,default,1944,5,1946,12,0,2,0,12,6,1,0,0,0,n/a,0,6,0,0,0,0,91,0,0,8,0,5,50,0,87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0
29,21,30 Calibre AAMG,238,AA MG infantry,6,anti-air,0,default,1941,10,1946,12,1,6,0,14,2,11,0,1,1,n/a,0,9,0,0,0,0,139,90,0,0,0,139,90,0,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,584,584,584
