id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
1,0,Vichy France,281,reserved,14,other,0,default,1901,1,1901,12,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0
3,8,AMR-35,107,tankette,2,armor,3,track,1940,6,1943,4,2,2,3,25,20,21,0,2,1,0,9,0,10,0,0,212,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,8861,0,4255,4256,4254
4,8,R-35,120,light infantry tank,2,armor,3,track,1940,6,1943,4,2,2,3,32,8,21,0,1,1,0,8,0,10,0,0,12,100,0,0,50,212,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,6,4,4,2,0,0,0,0,0,0,0,0,27546,0,215,169,169
11,8,AMR-35/13mm,107,tankette,2,armor,3,track,1940,6,1943,4,2,2,3,28,20,20,0,2,1,0,9,0,10,0,0,101,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,233,0,4255,4256,4254
13,8,Char-D1,120,light infantry tank,2,armor,3,track,1940,6,1943,4,4,3,4,32,6,61,0,1,0,0,8,6,13,0,0,19,80,0,0,40,212,120,0,0,0,0,128,120,0,0,0,0,0,0,0,0,0,4,3,3,4,3,3,2,0,0,0,0,0,0,0,0,27547,0,4258,4259,4257
17,8,Panhard 178,233,armored car,8,recon,2,wheel (AT),1940,6,1943,4,3,4,4,35,24,32,0,1,1,0,9,0,10,0,0,8,0,150,0,0,212,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,238,0,178,4096,178
18,8,Panhard/MG,233,armored car,8,recon,2,wheel (AT),1940,7,1943,4,3,4,4,26,17,31,0,1,1,0,9,0,10,0,0,212,120,0,0,0,212,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,238,0,178,4096,178
19,8,Renault UE,241,artillery prime mover,10,transport,3,track,1940,6,1943,4,2,2,2,15,11,51,0,0,0,0,9,112,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,15008,0,3326,3327,3328
20,8,Renault,243,medium truck,10,transport,1,wheel,1940,6,1943,4,3,2,0,12,18,11,0,0,0,0,0,118,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,3349,3350,3351
21,8,25mm SA37 ATG,174,AT gun,5,anti-tank,0,default,1940,6,1943,4,0,4,0,22,2,20,0,2,2,0,9,0,1,0,0,9,0,150,0,0,231,60,0,87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23238,0,8018,8018,8018
22,8,37mm Mle 1916,174,AT gun,5,anti-tank,0,default,1940,6,1943,4,0,5,0,19,3,30,0,3,2,0,8,0,1,0,0,234,40,0,0,20,231,60,0,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9400,0,2106,2106,2106
23,8,25mm AA-Gun,187,AA gun,6,anti-air,0,default,1940,6,1943,4,1,6,0,20,1,10,0,2,2,0,9,0,1,0,0,210,35,5,0,0,231,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30269,0,64,64,64
24,8,Mortiers de 81,146,mortar,4,artillery,0,default,1940,6,1943,4,1,8,0,25,3,90,0,0,0,0,7,0,0,0,0,56,40,0,0,0,56,40,0,231,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8538,0,67,67,67
25,8,25mm SA37 ATG,175,light AT gun,5,anti-tank,0,default,1940,6,1943,4,0,4,0,22,2,20,0,2,2,0,9,0,1,0,0,9,0,150,0,0,231,60,0,87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23238,0,54,54,54
26,8,47mm AT-Gun,174,AT gun,5,anti-tank,0,default,1940,6,1943,4,0,5,0,26,1,22,0,2,2,0,8,0,1,0,0,21,15,75,0,0,231,60,0,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28030,0,55,55,55
27,8,37mm Mle 1916,161,infantry support gun,4,artillery,0,default,1940,6,1943,4,0,5,0,26,3,90,0,2,2,0,8,0,0,0,0,234,40,0,0,20,231,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9400,0,2106,2106,2106
28,8,75mm Mle 1897,163,howitzer,4,artillery,0,default,1940,6,1943,4,1,8,0,32,0,91,0,2,2,0,7,0,1,0,0,33,45,0,0,3,231,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30270,0,8044,8044,8044
29,8,25mm (2) AA-Gun,187,AA gun,6,anti-air,0,default,1940,6,1940,7,2,6,0,21,1,11,0,2,2,0,9,0,3,0,0,246,35,5,0,0,231,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30269,0,63,63,63
30,8,13.2mm AAMG,192,AA MG infantry,6,anti-air,0,default,1940,6,1943,4,1,4,0,16,2,11,0,1,1,0,9,0,0,0,0,225,90,0,0,0,231,60,0,114,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30268,0,586,586,586
31,8,Gpe Inf mot,27,light armored infantry,0,infantry,0,default,1940,6,1943,4,1,9,0,17,6,11,0,0,0,0,9,0,0,0,0,178,80,0,0,0,87,18,0,93,8,0,178,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30210,0,0,0,0
32,8,Gpe Inf mot,28,medium armored infantry,0,infantry,0,default,1940,6,1943,4,1,9,0,19,6,11,0,0,0,0,9,0,0,0,0,178,80,0,0,0,95,80,0,87,18,0,93,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30210,0,0,0,0
33,8,Gpe Genie,13,engineers,0,infantry,0,default,1940,6,1943,4,1,10,0,29,6,61,0,0,0,0,9,0,0,0,0,231,80,0,0,0,87,20,0,84,4,0,83,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30211,0,0,0,0
34,8,Gpe Inf d l'Air,69,paratroop,0,infantry,0,default,1940,6,1940,8,1,13,0,27,6,21,0,0,0,0,9,0,0,0,0,178,90,0,0,0,95,90,0,87,39,0,93,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30264,0,0,0,0
36,8,Gpe Infanterie,2,medium infantry,0,infantry,0,default,1940,6,1943,4,1,10,0,18,6,0,0,0,0,0,9,0,0,0,0,231,80,0,0,0,95,80,0,87,20,0,93,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30211,0,0,0,0
37,8,Gpe Infanterie,1,light infantry,0,infantry,0,default,1940,6,1943,4,1,10,0,16,6,0,0,0,0,0,9,0,0,0,0,231,80,0,0,0,87,20,0,93,10,0,231,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30211,0,0,0,0
38,8,Gpe Cavalerie,99,cavalry,1,cavalry,0,default,1940,6,1943,4,2,13,0,27,12,61,0,0,0,0,9,0,25,1,0,178,80,0,0,0,95,80,0,93,13,0,87,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0
39,8,Sec Motocyclist,231,motorcycle,8,recon,2,wheel (AT),1940,6,1943,4,2,10,0,25,30,60,0,0,0,0,9,0,10,0,0,217,80,0,0,0,95,80,0,87,20,0,93,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,178,0,404,404,404
