id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
1,27,FT-17M,119,infantry tank,2,armor,3,track,1938,1,1940,6,3,2,3,22,6,21,0,1,0,0,9,0,10,0,0,211,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,2156,0,4385,4386,4387
2,27,FT-17C,119,infantry tank,2,armor,3,track,1938,1,1940,6,2,2,3,20,6,21,0,1,0,0,6,0,10,0,0,12,120,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,2020,0,4379,4380,4381
3,27,T.15,112,light tank,2,armor,3,track,1935,1,1940,6,2,3,2,25,18,11,0,1,0,0,9,0,10,0,0,104,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,2411,0,4284,4285,4283
4,27,ACG-I,113,medium tank,2,armor,3,track,1939,3,1940,6,2,3,3,34,14,20,0,2,1,0,6,0,14,0,0,22,32,64,0,0,6,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,2,2,1,0,0,0,0,0,0,0,0,2412,0,215,215,215
5,27,T.15,102,cavalry tank,1,cavalry,3,track,1936,1,1946,12,2,3,2,25,18,11,0,1,0,0,9,0,10,0,0,104,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,2411,0,4284,4285,4283
7,27,Stuart VI,112,light tank,2,armor,3,track,1946,1,1946,12,3,4,3,63,20,90,0,3,2,1,8,6,15,0,0,16,24,150,0,0,177,120,0,139,90,0,131,120,0,0,0,0,0,0,0,0,0,6,3,3,6,3,3,1,0,0,0,0,0,0,0,0,381,0,114,4430,3540
8,27,C-L 47mm FRC,177,SP AT gun,5,anti-tank,3,track,1934,1,1940,6,1,2,2,19,15,20,0,1,1,0,7,0,7,0,0,21,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,959,0,2774,2776,2775
9,27,Sherman V,113,medium tank,2,armor,3,track,1946,1,1946,12,5,5,3,77,13,90,0,3,3,1,7,13,31,0,0,45,50,47,0,0,177,120,0,139,90,0,131,120,0,0,0,0,0,0,0,0,0,8,4,4,9,5,5,2,0,0,0,0,0,0,0,0,2110,0,1093,1061,1093
10,27,T.13 B3,177,SP AT gun,5,anti-tank,0,default,1939,1,1940,6,2,3,3,23,18,10,0,1,1,0,8,0,10,0,0,21,20,30,0,0,212,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2413,0,4100,4100,4100
11,27,MG08 HMGs,7,machine gun,0,infantry,0,default,1930,1,1940,5,1,8,0,17,4,1,0,1,1,0,9,0,0,0,0,121,90,0,0,0,121,90,0,0,0,0,243,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8854,0,252,252,252
12,27,Humber Mk.II,233,armored car,8,recon,0,default,1942,1,1945,12,3,3,3,30,24,70,0,1,1,0,9,0,10,0,1,101,20,20,0,0,179,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,1,0,0,0,0,0,0,0,0,8661,0,133,4416,1502
