id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,ew,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
0,255, ,332,fort,13,fortification,0,default,1900,0,1900,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,42,Vickers 6T MG,128,tank,2,armor,3,track,1930,1,1939,10,3,4,3,27,10,2,0,1,1,n/a,0,9,6,10,0,0,228,120,0,0,0,228,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,1,42,0,0,0,0,0,0,0,30225,0,4005,4006,4007
2,42,Vickers 6T 47mm,128,tank,2,armor,3,track,1933,1,1941,12,3,3,3,28,12,20,0,1,1,n/a,0,8,6,10,0,0,23,25,25,0,0,228,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,1,49,0,0,0,0,0,0,0,4340,0,4000,4001,4002
4,42,Somua S-35,128,tank,2,armor,3,track,1939,11,1943,6,3,3,4,47,16,20,0,2,1,n/a,0,8,6,14,0,0,21,28,90,0,0,212,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,7,5,5,3,29,0,0,0,0,0,0,0,232,0,4344,4342,4341
5,42,Model 1942,128,tank,2,armor,3,track,1942,7,1943,12,4,4,3,66,12,40,0,2,2,n/a,0,7,2,19,0,0,44,20,39,0,0,177,120,0,0,0,0,131,120,0,0,0,0,0,0,0,0,0,6,4,4,7,4,4,2,29,0,0,0,0,0,0,0,36800,0,610,610,610
6,42,Model 1942,128,tank,2,armor,3,track,1943,1,1946,12,4,4,3,66,12,40,0,2,2,n/a,0,7,2,19,0,0,44,20,30,0,9,177,120,0,0,0,0,131,120,0,0,0,0,0,0,0,0,0,6,4,4,7,4,4,2,29,0,0,0,0,0,0,0,36800,0,610,610,610
7,42,Model 1945,128,tank,2,armor,3,track,1945,6,1946,12,4,5,4,89,17,90,0,4,3,n/a,0,7,13,33,0,2,54,21,20,0,20,179,120,0,0,0,0,130,120,0,0,0,0,0,0,0,0,0,8,3,3,10,6,6,3,29,0,0,0,0,0,0,0,650,0,129,129,129
10,42,731(f) - T26T,132,light tank,2,armor,3,track,1943,1,1946,12,2,2,3,32,8,12,0,1,1,n/a,0,8,0,10,0,0,15,45,45,0,0,212,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,2,2,2,29,0,0,0,0,0,0,0,4130,0,3498,3498,3498
14,42,TK-3,132,light tank,2,armor,3,track,1932,10,1940,12,1,2,2,19,15,0,0,1,1,n/a,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,229,120,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,27,0,0,0,0,0,0,0,369,0,3334,3335,3335
15,42,FT-17m,132,light tank,2,armor,3,track,1930,1,1940,12,2,2,3,22,6,12,0,1,0,n/a,0,9,0,10,0,0,211,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,28,0,0,0,0,0,0,0,27556,0,4382,4383,4387
