id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
1,31,Cavalry Scout,217,cavalry scout,8,recon,0,default,1930,1,1941,5,2,4,0,10,12,0,0,0,0,0,9,0,25,1,0,2,60,0,0,0,87,8,0,114,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16212,0,0,0,0
2,31,Cavalry  Squad,17,lancers,0,infantry,0,default,1930,1,1943,9,2,10,0,22,12,0,0,0,0,0,9,0,25,1,0,2,80,0,0,0,2,80,0,87,20,0,114,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16212,0,0,0,0
3,31,Cavalry LMG,99,cavalry,1,cavalry,0,default,1930,1,1941,5,2,10,0,20,12,0,0,0,0,0,9,0,25,1,0,2,80,0,0,0,95,80,0,2,50,0,87,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16212,0,0,0,0
4,31,Pack Mules,252,pack animals,10,transport,0,default,1930,1,1946,12,2,3,0,7,7,0,0,0,0,0,0,109,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,16175,0,749,749,749
5,31,Cavalry Scout,217,cavalry scout,8,recon,0,default,1941,6,1946,12,2,4,0,12,12,10,0,0,0,0,9,0,25,1,0,2,60,0,0,0,87,8,0,114,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16212,0,0,0,0
6,31,Stuart,112,light tank,2,armor,3,track,1946,1,1946,12,3,4,3,53,19,90,0,2,2,1,8,6,12,0,0,18,33,70,0,0,139,90,0,177,120,0,131,120,0,0,0,0,0,0,0,0,0,5,3,3,4,3,3,1,0,0,0,0,0,0,0,0,380,0,113,1306,4461
7,0,Valentine IX,113,medium tank,2,armor,3,track,1946,1,1946,12,4,3,4,67,9,81,0,3,2,0,8,13,17,0,0,29,13,30,0,10,148,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,7,6,6,2,0,0,0,0,0,0,0,0,623,0,106,4433,4481
8,31,Sherman V,113,medium tank,2,armor,3,track,1946,1,1946,12,5,5,3,78,13,91,0,3,3,1,7,13,31,0,2,45,47,50,0,0,177,120,0,139,90,0,131,120,0,0,0,0,0,0,0,0,0,8,4,4,9,5,5,2,0,0,0,0,0,0,0,0,2110,0,1093,1060,1093
9,0,Valentine XI,113,medium tank,2,armor,3,track,1946,1,1946,12,4,3,4,63,10,81,0,3,2,0,7,13,19,0,0,105,25,35,0,0,179,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,7,6,6,2,0,0,0,0,0,0,0,0,623,0,106,4433,4481
10,0,<Churchill IV>,113,medium tank,2,armor,3,track,1946,1,1946,12,4,5,4,100,8,91,0,3,2,0,8,13,30,0,2,29,36,34,0,18,179,120,0,0,0,0,130,120,0,0,0,0,0,0,0,0,0,10,8,6,12,10,9,2,0,0,0,0,0,0,0,0,642,0,3582,3585,3583
