rid,name,nation,start_yr,end_yr,pscr,type,ERID[1],ERID[2],ERID[3],ERID[4],ERID[5],ERID[6],ERID[7],ERID[8],ERID[9],ERID[10],start_mo,end_mo,exp_mod,mor_mod,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59
1,British HQ,7,30,46,10,5,245,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Mech Inf Co,7,42,46,3,2,700,52,1041,1041,1041,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Mech Inf Co+,7,42,46,3,2,700,53,1041,1041,1041,1070,1037,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Rifle Company,7,30,46,3,2,700,1038,1038,1038,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Rifle Company+,7,43,46,3,2,700,1145,1038,1038,1038,1094,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Machinegun Pl,7,30,46,3,1,68,68,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Assault Pio. Pl,7,43,46,0,1,75,75,75,52,52,52,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Fortifications,7,30,46,4,1,98,97,97,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Motor MG Pl 30,7,30,46,3,1,720,720,720,720,129,129,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Light Tank Sec,7,30,46,1,0,1,1,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Inf Tank Troop,7,30,46,1,1,27,27,27,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Motor Bn AT Pl,7,38,46,2,1,59,59,59,59,54,54,54,54,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Motor Bn Spt Co,7,30,41,2,2,539,238,129,1009,1009,1046,1012,1012,1012,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Mech Recce Sec,7,43,46,1,0,4,4,71,71,52,52,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,TD Section,7,40,46,1,0,43,43,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Rifle Bn Spt Co,7,30,46,0,2,238,129,1019,1118,1118,1118,1114,1045,1045,1045,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Cruiser Troop,7,38,46,1,1,232,232,232,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Cruiser CS Sec,7,38,46,1,0,136,136,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Assault Pio/M,7,30,46,0,1,75,75,75,129,129,129,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Motor Bn Spt Co,7,41,46,2,2,700,238,129,1012,1012,1012,1009,1009,1135,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,SPA Troop,7,42,46,2,1,47,47,47,47,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,AA-Gun Section,7,39,46,2,0,64,64,64,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,AA-Gun Troop,7,39,46,2,1,64,64,64,64,64,64,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,SAS Section,7,44,46,3,0,261,261,251,251,0,0,0,0,0,0,6,12,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Armour Car Trp,7,30,46,1,1,48,48,48,48,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Armour Car Sec,7,30,46,1,0,48,48,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,APC Section,7,42,46,4,0,52,52,52,52,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,APC Det,7,42,46,4,0,52,52,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
