id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,ew,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
1,0,Poland,343,reserved,14,other,0,default,1901,1,1901,12,0,0,0,13,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0
2,2,Carden Loyd VI,126,tankette,2,armor,3,track,1930,1,1933,12,1,2,2,8,15,1,0,0,0,n/a,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,232,120,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2410,0,3309,3309,3309
7,2,75mm De Dion,216,AT gun truck,5,anti-tank,1,wheel,1930,1,1939,10,4,6,0,29,16,20,0,4,3,n/a,0,6,0,10,0,0,65,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29868,0,342,342,342
8,2,Stuart II,132,light tank,2,armor,3,track,1942,9,1943,9,3,4,3,52,19,90,0,2,2,n/a,1,8,6,12,0,0,18,40,63,0,0,139,90,0,177,90,0,131,90,0,0,0,0,0,0,0,0,0,5,3,3,4,3,3,1,0,0,0,0,0,0,0,0,27736,0,98,1306,4461
9,2,Stuart VI,132,light tank,2,armor,3,track,1944,6,1946,12,3,4,3,59,19,90,0,3,2,n/a,1,8,6,15,0,1,18,64,110,0,0,177,120,0,139,90,0,131,120,0,0,0,0,0,0,0,0,0,6,3,3,6,3,3,1,0,0,0,0,0,0,0,0,381,0,114,4430,3540
11,2,Valentine VIII,129,CS tank,2,armor,3,track,1943,2,1943,9,4,3,4,61,9,80,0,2,2,n/a,0,8,13,17,0,0,29,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,7,6,6,2,0,0,0,0,0,0,0,0,623,0,106,4433,4481
12,2,Valentine III,133,medium tank,2,armor,3,track,1943,2,1943,11,4,4,4,61,8,80,0,2,2,n/a,0,8,13,17,0,0,20,0,79,0,0,179,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,7,6,6,2,0,0,0,0,0,0,0,0,4347,0,123,4432,4475
13,2,Valentine VIII,133,medium tank,2,armor,3,track,1943,2,1943,11,4,3,4,61,9,80,0,2,2,n/a,0,8,13,17,0,0,29,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,7,6,6,2,0,0,0,0,0,0,0,0,623,0,106,4433,4481
14,2,Valentine VIII,133,medium tank,2,armor,3,track,1943,2,1943,12,4,3,4,58,9,80,0,2,2,n/a,0,8,13,17,0,0,29,13,35,0,0,148,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,7,6,6,2,0,0,0,0,0,0,0,0,623,0,106,4433,4481
15,2,Stuart V,132,light tank,2,armor,3,track,1943,10,1944,5,3,4,3,55,19,60,0,2,2,n/a,1,8,6,10,0,0,18,74,100,0,0,139,90,0,177,120,0,131,120,0,0,0,0,0,0,0,0,0,5,3,3,5,3,3,1,0,0,0,0,0,0,0,0,380,0,98,98,98
18,2,Sherman III,129,CS tank,2,armor,3,track,1943,10,1946,12,5,5,3,68,12,90,0,3,2,n/a,0,7,13,31,0,0,46,60,37,0,0,177,120,0,139,90,0,131,120,0,0,0,0,0,0,0,0,0,8,4,4,9,5,5,2,0,0,0,0,0,0,0,0,2083,0,1083,1064,4462
23,2,Cromwell VII,132,light tank,2,armor,3,track,1946,1,1946,12,4,5,4,70,18,90,0,3,2,n/a,0,7,13,26,0,2,105,27,37,0,0,179,120,0,0,0,0,130,120,0,0,0,0,0,0,0,0,0,10,4,4,10,6,6,2,0,0,0,0,0,0,0,0,4479,0,332,3560,3559
25,2,Cromwell VI,139,CS cruiser tank,2,armor,3,track,1944,9,1946,12,4,5,4,63,18,90,0,3,2,n/a,0,6,13,25,0,2,66,22,0,12,0,179,120,0,0,0,0,130,120,0,0,0,0,0,0,0,0,0,10,4,4,10,7,6,2,0,0,0,0,0,0,0,0,27981,0,126,4408,3555
