rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.AP_FH,arm.AP_SH,arm.AP_RH,arm.AP_FT,arm.AP_ST,arm.AP_RT,arm.AP_TP,arm.HE_FH,arm.HE_SH,arm.HE_RH,arm.HE_FT,arm.HE_ST,arm.HE_RT,arm.HE_TP,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,swim,movcl,smkdev,start_mo,end_mo,sound,wpn_snd_s1,wpn_snd_s2,wpn_snd_s3,wpn_snd_s4,B90,icon_winter,icon_desert,B98,B99,B100,B101,B102,B103,B104,B105,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B117,B118,B119,B120,B121,B122,B123
1,VCL Tankette,121,0,1,2,0,0,0,238,0,0,0,0,0,0,120,0,20,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,46,14,41,2410,0,0,0,0,9,0,0,0,0,2,7,3334,0,4,0,1,12,0,0,0,0,0,0,3335,3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Type 94 (Early),121,0,2,3,244,0,0,230,120,0,0,0,0,0,120,0,13,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,43,46,21,41,17080,0,1,0,0,9,0,0,0,0,3,10,4100,0,4,0,1,12,0,215,0,0,215,0,4102,4103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Type 94 Ho-Go,121,0,2,2,244,0,0,0,120,0,0,0,0,0,0,0,14,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,43,46,19,41,32121,0,1,0,0,9,0,0,0,0,3,10,4101,0,0,0,1,12,0,215,0,0,0,0,4100,4103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Type 97A Te-Ke,121,0,2,2,245,0,0,0,120,0,0,0,0,0,0,0,14,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,46,23,41,763,0,1,0,0,9,0,1,0,0,3,10,4188,0,4,0,2,12,0,224,0,0,0,0,4187,4190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Type 97B Te-Ke,121,0,2,2,13,0,0,0,36,60,0,0,0,0,0,0,14,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,46,25,41,763,0,1,0,0,8,0,1,0,0,3,10,4188,0,4,0,2,12,0,0,0,0,0,0,4187,4190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Ford  M1917 LT,12,0,2,2,211,0,0,0,240,0,0,0,0,0,0,0,6,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,42,23,41,27649,0,1,0,0,9,0,0,0,0,3,10,4385,0,0,0,1,12,0,0,0,0,0,0,4382,4383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Vickers MkVI LT,12,0,2,3,101,137,0,0,33,34,120,0,0,0,0,0,19,2,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31,45,28,41,27602,0,1,0,0,9,0,1,0,0,3,10,107,0,4,0,3,12,0,165,0,0,0,0,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Carden Loyd 34,12,0,2,3,153,0,0,0,120,0,0,0,0,0,0,0,16,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,46,24,41,9014,0,1,0,0,9,0,1,0,0,3,8,741,0,0,0,10,12,0,0,0,0,0,0,741,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Carden Loyd 36,12,0,2,3,153,0,0,0,120,0,0,0,0,0,0,0,16,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,36,46,24,41,9015,0,1,0,0,9,0,1,0,0,3,8,740,0,0,0,10,12,0,0,0,0,0,0,740,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Vickers 6B,13,0,3,3,204,137,0,0,20,0,120,0,0,0,0,0,12,2,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32,46,30,41,27595,0,2,30,0,8,0,1,0,6,3,10,4000,0,4,0,10,12,0,0,0,0,0,0,4000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Type 95 Ha-Go,13,0,2,3,15,0,245,209,50,65,0,0,120,0,120,0,16,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,46,31,41,2750,0,1,0,0,8,0,1,0,0,3,10,4164,0,0,0,3,12,0,0,0,224,224,0,4165,4166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Type 89 Yi-Go,13,0,3,5,214,0,244,230,60,40,0,0,120,0,120,0,9,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,46,30,41,17027,0,1,0,0,8,0,1,0,6,2,12,4182,0,0,0,4,12,0,0,0,215,215,0,4183,4184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Type 97 Chi-Ha,13,0,3,4,215,0,245,209,70,30,0,0,120,0,120,0,13,3,3,2,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,46,32,41,17035,0,1,0,0,8,0,1,0,6,3,10,4159,0,0,0,6,12,0,0,0,224,224,0,4157,4158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Vickers Amphib,35,0,2,2,153,0,0,0,120,0,0,0,0,0,0,0,12,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,33,45,19,41,9009,0,0,0,0,9,0,0,0,0,2,10,78,2,4,0,10,12,0,0,0,0,0,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
