id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,end_mo,exp_mod,mor_mod,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,13,USMC HQ,0,average,5,force HQ,6,force HQ,1930,1,1946,12,0,0,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13,Tank Company,0,average,2,company,0,default,1943,11,1946,12,0,0,4,1,10,1,1007,1,1007,1,1007,1,0,0,0,0,0,0,0,0,0,0
4,13,Light Tank Pl,0,average,1,platoon,1,armor,1940,8,1945,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
5,13,Light Tank Sec,0,average,0,section,1,armor,1940,8,1945,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,13,Tank Section,0,average,0,section,1,armor,1943,11,1946,12,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,13,Tank Platoon,0,average,1,platoon,0,default,1943,11,1946,12,0,0,4,1,10,1,4,1,4,1,4,1,0,0,0,0,0,0,0,0,0,0
8,13,AT Gun Sec,0,average,0,section,2,artillery,1938,1,1946,12,0,0,277,1,277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,13,Hvy ATGun Sec,0,average,0,section,2,artillery,1946,3,1946,12,0,0,55,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,13,Hvy ATGun Sec-T,0,average,0,section,2,artillery,1946,3,1946,12,0,0,55,1,55,1,25,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0
11,13,M8 Section,0,average,0,section,2,artillery,1943,1,1946,12,0,0,117,1,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,13,Flame Tank Sec,0,average,0,section,1,armor,1944,2,1946,12,0,0,7,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,Engineer Tanks,0,average,1,platoon,1,armor,1941,12,1946,12,0,0,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,13,MineClear Tank,0,average,1,platoon,1,armor,1944,6,1946,12,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,13,Hy Mortar Pl,0,average,1,platoon,2,artillery,1943,10,1946,12,0,0,35,1,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,13,SPAA Section,0,average,0,section,2,artillery,1940,6,1946,12,0,0,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,13,DP AT Gun Sec,0,average,0,section,2,artillery,1930,1,1946,12,0,0,47,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,13,DP AT Gun Pl,0,average,1,platoon,2,artillery,1930,1,1946,12,0,0,47,1,47,1,47,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0
22,13,LVT Platoon,0,average,0,section,4,miscellaneous,1943,11,1946,12,0,0,19,1,19,1,19,1,19,1,19,1,0,0,0,0,0,0,0,0,0,0
24,13,Lt Truck Pl,0,average,0,section,4,miscellaneous,1930,1,1946,12,0,0,369,1,369,1,369,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,13,Utility Vehicle,0,average,0,section,4,miscellaneous,1930,1,1946,12,0,0,370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,13,Inf-AT Squad,0,average,0,section,3,infantry,1943,1,1946,12,0,0,45,1,45,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,13,Naval Support,0,average,1,platoon,2,artillery,1930,1,1946,12,0,0,255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,13,81mm Mortar Pl,0,average,1,platoon,2,artillery,1930,1,1946,12,0,0,34,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,13,Howitzer Pl,0,average,1,platoon,2,artillery,1930,1,1946,12,0,0,30,1,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,99,Spec Rdr MG Pl*,0,average,1,platoon,3,infantry,1930,1,1946,12,0,0,170,1,171,1,171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,13,AT Gun Platoon,0,average,1,platoon,2,artillery,1938,1,1946,12,0,0,277,1,277,1,277,1,277,1,0,0,0,0,0,0,0,0,0,0,0,0
32,13,81mm Mortar Sec,0,average,0,section,2,artillery,1930,1,1946,12,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,13,Engineer Pl,0,average,1,platoon,3,infantry,1930,1,1946,12,0,0,44,1,44,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,13,Med Truck Pl,0,average,0,section,0,default,1930,1,1946,12,0,0,374,1,25,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,13,Sniper,0,average,0,section,3,infantry,1930,1,1946,12,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,13,Spotter Plane,0,average,1,platoon,4,miscellaneous,1930,1,1946,12,0,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,13,CAS Twin Engine,0,average,1,platoon,4,miscellaneous,1942,6,1946,12,0,0,89,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
