rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.AP_FH,arm.AP_SH,arm.AP_RH,arm.AP_FT,arm.AP_ST,arm.AP_RT,arm.AP_TP,arm.HE_FH,arm.HE_SH,arm.HE_RH,arm.HE_FT,arm.HE_ST,arm.HE_RT,arm.HE_TP,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,swim,movcl,smkdev,start_mo,end_mo,sound,wpn_snd_s1,wpn_snd_s2,wpn_snd_s3,wpn_snd_s4,B90,icon_winter,icon_desert,B98,B99,B100,B101,B102,B103,B104,B105,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B117,B118,B119,B120,B121,B122,B123
1,Combat Car M1,12,0,4,4,153,177,139,131,120,0,120,0,90,0,120,0,24,2,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,37,40,34,12,4464,0,1,0,0,9,0,0,0,3,3,10,461,0,4,0,1,7,0,208,209,209,0,0,461,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Light Tank M2A4,12,0,3,4,16,177,139,131,30,73,120,0,90,0,120,0,19,4,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,40,42,42,12,19035,0,1,0,0,8,0,1,0,6,3,10,98,0,4,0,5,3,0,0,0,209,0,0,4461,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Light Tank M3,12,0,3,4,16,177,139,131,33,70,120,0,90,0,120,0,20,5,3,3,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,41,42,51,12,480,0,2,0,0,8,1,2,0,6,3,12,98,0,4,0,7,12,0,0,0,209,0,0,4461,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Light Tank M5A1,12,0,3,4,18,177,139,131,44,103,120,0,90,0,120,0,19,6,3,3,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,43,44,57,12,4468,0,3,0,0,8,1,2,0,6,3,15,114,0,4,2,1,12,0,0,0,0,0,0,3540,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Light Tank M24,12,0,4,5,46,177,140,131,24,24,120,0,90,0,120,0,17,5,3,3,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,44,46,66,12,934,0,3,0,0,7,1,5,0,6,3,18,145,0,4,2,11,12,0,0,209,208,0,0,3541,4435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,M3A1,13,0,5,7,16,133,132,42,58,120,120,0,120,0,25,25,12,6,4,4,10,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,42,44,75,12,4470,0,2,0,0,8,1,2,0,13,2,27,97,0,4,0,2,4,96,0,0,0,0,0,4460,4418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,M4A1,13,0,5,5,47,177,140,131,45,45,120,0,90,0,120,0,13,7,4,4,9,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,42,43,74,12,4477,0,3,0,0,7,1,2,0,13,2,30,1081,0,4,0,4,12,0,0,0,208,0,0,3567,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,M4A3 (Late),13,0,5,5,47,177,140,131,48,49,120,0,90,0,120,0,13,9,4,4,9,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,44,46,80,12,2298,0,3,0,0,7,1,3,0,13,3,30,1086,0,4,2,6,12,0,0,0,208,0,0,139,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,M4A3 (76),13,0,5,5,53,177,140,131,21,45,120,0,90,0,120,0,13,9,4,4,9,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,44,45,97,12,4507,0,3,5,0,7,1,5,0,13,4,33,1088,0,4,2,8,12,0,0,0,208,0,0,1477,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,M4A3E2 (cs),105,0,5,5,47,177,140,131,70,34,120,0,90,0,120,0,13,15,8,4,17,15,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,44,45,142,12,4108,0,3,0,0,7,1,5,0,13,4,38,3506,0,4,2,9,12,0,0,0,208,0,0,3507,3508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,M4 E4-5 Flame,17,0,5,5,47,177,140,108,33,33,120,0,90,0,15,0,13,9,4,4,9,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,44,44,88,12,20732,0,3,0,0,7,1,3,0,0,2,30,1073,0,4,0,6,10,0,0,0,208,0,0,1475,1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,M4 Dozer,37,0,5,5,47,177,140,0,60,37,120,0,90,0,0,0,12,11,4,4,9,5,5,2,109,4,4,9,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,91,43,46,135,12,4424,0,3,0,0,7,1,3,0,0,3,33,1075,0,4,0,9,12,0,0,0,208,0,0,151,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,M4 Duplex Drive,134,0,5,5,47,177,140,131,45,45,120,0,90,0,120,0,12,7,4,4,9,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,44,45,126,12,21022,0,3,0,0,7,1,3,0,0,4,100,696,2,4,0,5,12,0,0,0,208,0,0,696,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
