id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
1,28,Carden Loyd VI,119,infantry tank,2,armor,3,track,1935,1,1940,5,1,2,2,8,15,1,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,136,120,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2410,0,3309,3309,3309
2,28,FT-17,119,infantry tank,2,armor,3,track,1930,1,1940,5,2,2,3,20,6,11,0,1,0,0,8,0,10,0,0,12,120,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,2020,0,4379,4377,4381
3,28,Vickers Mk VIc,112,light tank,2,armor,3,track,1941,1,1941,12,2,3,2,27,19,20,0,1,1,0,9,0,10,0,1,101,33,34,0,0,119,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,631,0,107,4428,107
4,28,Honey,112,light tank,2,armor,3,track,1942,1,1944,7,3,4,3,51,18,82,0,2,2,1,8,6,10,0,0,16,48,55,0,0,177,120,0,139,90,0,131,120,0,0,0,0,0,0,0,0,0,5,3,3,4,3,3,1,0,0,0,0,0,0,0,0,27736,0,113,1306,4461
5,28,Stuart VI,112,light tank,2,armor,3,track,1944,8,1946,12,3,4,3,58,20,90,0,3,2,1,8,6,15,0,1,16,74,100,0,0,177,120,0,139,90,0,131,120,0,0,0,0,0,0,0,0,0,6,3,3,6,3,3,1,0,0,0,0,0,0,0,0,30021,0,114,4430,3540
6,28,M24 Chaffee,112,light tank,2,armor,3,track,1945,6,1946,12,4,5,3,65,17,60,0,3,5,1,7,6,18,0,2,47,24,24,0,0,177,120,0,140,90,0,131,120,0,0,0,0,0,0,0,0,0,5,3,3,4,3,3,1,0,0,0,0,0,0,0,0,382,0,145,4435,3541
7,28,20mm Quad Truck,189,SP AA gun,6,anti-air,1,wheel,1944,6,1946,12,3,4,2,19,12,60,0,1,1,0,9,0,10,0,0,28,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,12830,0,1383,1387,1391
8,0,*Panserwagn M36,233,armored car,8,recon,2,wheel (AT),1936,1,1940,5,2,2,4,23,17,21,0,1,1,0,9,0,10,0,0,211,120,0,0,0,0,0,0,0,0,0,128,120,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,30055,0,1375,1375,1375
9,0,*Panserwagn M38,233,armored car,8,recon,2,wheel (AT),1938,1,1940,5,2,2,4,26,18,21,0,1,1,0,8,0,10,0,0,13,40,60,0,0,212,120,0,0,0,0,128,120,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,30055,0,1375,1375,1375
10,28,Staghound AA,189,SP AA gun,6,anti-air,2,wheel (AT),1944,9,1946,12,3,3,3,32,24,91,0,2,2,0,9,0,10,0,0,141,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,5,3,3,0,0,0,0,0,0,0,0,0,4297,0,345,345,1514
11,28,Carrier,141,tracked APC,3,APC,3,track,1942,1,1946,12,2,1,2,13,18,10,0,0,0,0,9,106,10,0,0,124,90,0,0,0,134,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,692,0,117,3201,3202
12,28,20mm AT-Gun,174,AT gun,5,anti-tank,0,default,1930,1,1938,12,0,4,0,18,4,2,0,2,2,0,9,0,0,0,0,8,50,100,0,0,2,60,0,87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8802,0,8020,8020,8020
13,28,Med Truck,243,medium truck,10,transport,1,wheel,1930,1,1940,12,3,2,0,10,18,0,0,0,0,0,0,118,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9275,0,3349,3350,3351
14,28,Heavy Truck,244,heavy truck,10,transport,1,wheel,1930,1,1943,12,4,2,0,15,15,0,0,0,0,0,0,133,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,3152,3153,3154
15,0,37mm AT-Gun,174,AT gun,5,anti-tank,0,default,1930,1,1938,12,0,5,0,20,2,1,0,3,2,0,8,0,1,0,0,14,25,75,0,0,2,60,0,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,54,54,54
16,28,2 Pdr AT-Gun,174,AT gun,5,anti-tank,0,default,1941,6,1945,12,0,5,0,26,1,10,0,2,2,0,8,0,1,0,0,20,0,100,0,0,242,60,0,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4504,0,8001,8001,8001
17,28,6 Pdr AT-Gun,174,AT gun,5,anti-tank,0,default,1943,1,1944,3,0,5,0,29,1,12,0,3,2,0,8,0,1,0,0,29,20,60,0,0,242,60,0,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,0,8002,8002,8002
