id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,end_mo,exp_mod,mor_mod,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,36,Swedish HQ,0,average,5,force HQ,6,force HQ,1930,1,1946,12,0,0,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,Tank Platoon/5,0,average,1,platoon,1,armor,1930,1,1946,12,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3,36,CS Tank Pl/3,0,average,1,platoon,1,armor,1938,1,1939,12,0,0,5,1,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,36,CS Tank Pl/5,0,average,1,platoon,1,armor,1938,1,1946,12,0,0,5,1,5,1,5,1,5,1,5,1,0,0,0,0,0,0,0,0,0,0
7,36,Tank Company 38,0,average,2,company,1,armor,1938,1,1939,12,0,0,5,1,1003,1,1003,1,1003,1,1034,1,0,0,0,0,0,0,0,0,0,0
8,36,Tank Company 39,0,average,2,company,1,armor,1939,1,1939,12,0,0,5,1,5,1,5,1,1006,1,1006,1,1006,1,1002,1,0,0,0,0,0,0
10,36,Lt Tank Pl/4,0,average,1,platoon,1,armor,1941,1,1943,12,0,0,6,1,6,1,6,1,6,1,100,1,100,1,100,1,100,1,0,0,0,0
11,36,Tank Company 41,0,average,2,company,1,armor,1941,1,1943,12,0,0,6,1,1006,1,1006,1,1010,1,1010,1,0,0,0,0,0,0,0,0,0,0
12,36,Tank Company 42,0,average,2,company,1,armor,1942,1,1943,12,0,0,7,1,1002,1,1002,1,1002,1,1002,1,0,0,0,0,0,0,0,0,0,0
14,36,Hvy Tank Pl 43,0,average,1,platoon,1,armor,1943,1,1946,12,0,0,11,1,11,1,11,1,11,1,11,1,0,0,0,0,0,0,0,0,0,0
15,36,Hvy Tank Sec,0,average,0,section,1,armor,1942,7,1946,12,0,0,11,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,36,Lt Tank Co 43,0,average,2,company,1,armor,1943,1,1946,12,0,0,7,1,7,1,7,1,1014,1,1190,1,1002,1,1002,1,0,0,0,0,0,0
21,36,Arm Car Pl 43,0,average,0,section,1,armor,1943,1,1946,12,0,0,22,1,25,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,36,Mech MG Pl 43,0,average,0,section,3,infantry,1943,1,1946,12,0,0,67,1,67,1,25,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0
23,36,Mech Mor Pl 43,0,average,0,section,3,infantry,1943,1,1946,12,0,0,70,1,70,1,70,1,25,1,25,1,25,1,0,0,0,0,0,0,0,0
24,36,Mech AT Pl 43,0,average,0,section,3,infantry,1943,1,1946,12,0,0,30,1,30,1,30,1,25,1,25,1,25,1,0,0,0,0,0,0,0,0
25,36,Mech Hvy Co 43,0,average,2,company,3,infantry,1943,1,1946,12,0,0,82,1,25,1,1021,1,1022,1,1023,1,1024,1,1024,1,0,0,0,0,0,0
26,36,M/C Platoon 43,0,average,1,platoon,3,infantry,1943,1,1946,12,0,0,152,1,108,1,108,1,108,1,108,1,0,0,0,0,0,0,0,0,0,0
27,36,Mech M/C Co 43,0,average,2,company,3,infantry,1943,7,1946,12,0,0,109,1,82,1,35,1,35,1,25,1,109,1,1026,1,1026,1,1026,1,0,0
28,36,Hvy AT Co 43,0,average,2,company,1,armor,1945,11,1946,12,0,0,14,1,14,1,14,1,1029,1,0,0,0,0,0,0,0,0,0,0,0,0
29,36,Hvy AT Pl 43,0,average,1,platoon,1,armor,1945,11,1946,12,0,0,14,1,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,36,Lt Tank Pl/3,0,average,1,platoon,1,armor,1938,1,1939,12,0,0,6,1,6,1,6,1,100,1,100,1,100,1,0,0,0,0,0,0,0,0
35,36,Tank Company 40,0,average,2,company,1,armor,1940,1,1941,12,0,0,5,1,1006,1,1006,1,1006,1,1002,1,0,0,0,0,0,0,0,0,0,0
38,36,Light Mortar,0,average,0,section,2,artillery,1940,7,1946,12,0,0,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,36,3 Light Mortars,0,average,0,section,2,artillery,1941,1,1946,12,0,0,77,1,77,1,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,36,Rifle Platoon,0,average,1,platoon,3,infantry,1930,1,1946,12,0,0,255,1,79,1,79,1,79,1,71,1,0,0,0,0,0,0,0,0,0,0
41,36,Sapper Platoon,0,average,1,platoon,3,infantry,1930,1,1946,12,5,5,87,1,87,1,87,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0
