rid,name,nation,start_yr,end_yr,pscr,type,ERID[1],ERID[2],ERID[3],ERID[4],ERID[5],ERID[6],ERID[7],ERID[8],ERID[9],ERID[10],start_mo,end_mo,exp_mod,mor_mod,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59
1,Kommandeur,16,30,46,10,5,244,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Pz Kompanie /17,16,42,46,1,2,14,14,1012,1012,1012,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Pz Kompanie /14,16,42,46,1,2,14,14,1011,1011,1011,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Captured Pz Grp,16,41,46,1,1,219,219,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Captured Pz Zug,16,42,46,1,1,219,219,219,219,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Captured Pz Kom,16,43,46,1,2,219,219,1005,1005,1005,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Captured Pz,16,41,46,1,0,219,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Pz Kompanie SS,16,42,46,1,2,28,28,1015,1015,1015,0,0,0,0,0,6,12,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Panzer Grp (le),16,34,46,1,0,2,2,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,GrW Zug (gep),16,40,46,2,1,159,159,159,159,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Panzer Zug/4,16,42,46,1,1,7,7,7,7,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Panzer Zug/5,16,39,46,1,1,7,7,7,7,7,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Panzer Gruppe,16,39,46,1,0,7,7,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,PanzerSpaeh Trp,16,30,46,1,1,67,67,67,0,0,0,0,0,0,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Panzer Zug SS,16,40,46,1,1,28,28,28,28,28,0,0,0,0,0,4,12,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,JagdPz Zug/4,16,43,46,1,1,43,43,43,43,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Panzer Kp (le),16,35,40,1,2,2,2,1,1,1043,1043,1043,1043,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,IG (Sf) Gruppe,16,40,46,2,0,65,65,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,StuH Gruppe,16,42,46,1,0,36,36,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,IG (Sf) Zug,16,40,46,2,1,65,65,65,65,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Flak (SP) Grp,16,38,46,2,1,61,61,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Flak Grp,16,35,46,2,0,87,87,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,StuH Zug/4,16,44,46,1,1,33,33,33,33,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,SdKfz 251/1 Zug,16,39,40,4,1,77,77,77,77,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Utility Gruppe,16,30,46,4,0,195,195,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Transport Grp,16,30,46,4,0,80,80,80,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,swPanzer Kp (d),16,42,43,1,2,31,277,277,1070,1070,1070,0,0,0,0,12,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Transport Zug,16,30,46,4,0,80,80,80,80,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Utility Vehicle,16,30,46,4,0,195,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,PzVern Trp,16,30,46,3,0,112,112,112,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Transport Kp,16,30,46,4,2,80,80,1028,1028,1028,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,GrW Grp,16,34,46,2,0,93,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Haubitzen Grp,16,30,46,2,1,131,131,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SdKfz 251 Zug+,16,40,46,4,1,77,77,77,165,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,InfGeschtz Grp,16,30,46,2,1,91,91,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Kradschutzen MG,16,37,46,3,0,993,993,949,0,0,0,0,0,0,0,10,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,KradschutzenZug,16,30,46,3,1,958,958,958,952,949,949,949,949,0,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,KradschutzenKom,16,37,46,3,2,958,949,981,1037,1037,1037,1036,981,0,0,10,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Kraftradmelder,16,37,46,3,0,981,981,0,0,0,0,0,0,0,0,10,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,InfGeschtz Zug,16,30,46,2,1,91,91,91,91,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,PanzerZug(le)/7,16,34,37,1,1,570,570,570,570,570,570,570,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Scharfschuetze,16,30,46,3,0,110,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,PanzerZug(le)/5,16,34,44,1,1,2,2,2,1,1,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Jagdpanzer Grp,16,40,46,1,0,49,49,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Mit Art Btr,16,35,46,2,1,151,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Luftangriff,16,33,46,4,1,119,119,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Artillerie Btr,16,30,46,2,1,150,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Schwere Art Btr,16,33,46,2,1,152,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Panzer Kp (le),16,34,37,1,2,570,570,570,570,1041,1041,1041,1041,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Mit Art Abt,16,35,46,2,1,151,151,151,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Jagdpanzer,16,40,46,1,0,49,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Artillerie Abt,16,30,46,2,1,150,150,150,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Schwere Art Abt,16,33,46,2,1,152,152,152,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1 Naval Gun,16,30,46,2,4,137,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2 Naval Guns,16,30,46,2,4,137,137,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,3 Naval Guns,16,30,46,2,4,137,137,137,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,4 Naval Guns,16,30,46,2,4,137,137,137,137,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,6 Naval Guns,16,30,46,2,4,137,137,137,137,137,137,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Art Btr (besp),16,30,46,2,1,131,131,131,131,451,451,451,451,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,lePz Geschutz,16,40,43,1,1,836,836,835,835,835,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,PzArt (Sf) Zug,16,42,46,2,1,57,57,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Flak Zug,16,35,46,2,1,87,87,87,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Minenraeum Zug,16,38,39,1,1,135,135,419,419,80,80,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Minenraeum Zug,16,39,46,1,1,135,135,419,419,77,77,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,swPanzer Zug(d),16,42,43,1,1,31,277,31,277,0,0,0,0,0,0,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,PzSpaehZug (sw),16,42,46,1,1,73,73,73,0,0,0,0,0,0,0,10,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,JagdPz Kp /14,16,44,46,1,2,43,43,1016,1016,1016,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,StuG Btr /14,16,44,46,1,2,35,36,1103,1103,1023,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,PzArt (Sf) Abt+,16,42,46,2,2,57,57,57,57,1080,1080,1151,1151,1075,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Artillerie VB,16,33,46,2,1,424,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,PzArt (Sf) Abt,16,42,46,2,2,57,57,57,57,1080,1080,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,PzAufklZug(gep),16,42,46,1,1,76,308,162,162,0,0,0,0,0,0,10,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,PaK Gruppe,16,30,46,2,1,83,83,83,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,PzArt (Sf) Btr,16,42,46,2,1,57,57,57,57,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Feldbefestigung,16,30,46,4,1,144,145,146,0,0,0,0,0,0,0,1,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,GrW Btr (sw),16,36,46,2,1,232,232,232,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
