rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.AP_FH,arm.AP_SH,arm.AP_RH,arm.AP_FT,arm.AP_ST,arm.AP_RT,arm.AP_TP,arm.HE_FH,arm.HE_SH,arm.HE_RH,arm.HE_FT,arm.HE_ST,arm.HE_RT,arm.HE_TP,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,swim,movcl,smkdev,start_mo,end_mo,sound,wpn_snd_s1,wpn_snd_s2,wpn_snd_s3,wpn_snd_s4,B90,icon_winter,icon_desert,B98,B99,B100,B101,B102,B103,B104,B105,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B117,B118,B119,B120,B121,B122,B123
1,Mk IIa,12,0,2,2,137,0,0,0,120,0,0,0,0,0,0,0,15,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,40,17,0,3721,0,0,0,0,9,0,0,0,0,2,10,740,0,0,0,1,6,0,0,0,0,0,0,740,4426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Mk VIc,12,0,2,3,101,179,0,0,33,34,120,0,0,0,0,0,19,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,40,41,28,15,631,0,1,0,0,9,0,1,0,0,2,10,107,0,4,1,10,12,0,165,0,0,0,0,107,4428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Honey,12,0,3,4,18,177,139,131,33,70,120,0,90,0,120,0,20,5,3,3,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,42,44,53,15,4022,0,2,0,0,8,1,2,0,6,3,12,113,0,4,0,1,12,0,0,0,209,0,0,4461,4415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Stuart VI,12,0,3,4,16,177,139,131,74,100,120,0,90,0,120,0,20,6,3,3,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,43,46,58,15,381,0,3,0,0,8,1,2,0,6,3,15,114,0,4,1,1,12,0,0,0,209,0,0,3540,4430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,White Scout Car,32,0,3,4,139,139,0,0,90,0,90,0,0,0,0,0,27,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,42,46,21,15,8910,0,0,0,0,9,0,0,0,108,2,10,455,0,3,0,3,12,0,0,0,0,0,0,3212,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Mk VIa,12,0,2,3,117,137,0,0,120,0,120,0,0,0,0,0,19,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,37,43,31,15,30501,0,1,0,0,9,0,1,0,0,2,10,107,0,4,1,8,6,0,0,0,0,0,0,107,4428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Renault R-35,159,0,2,2,12,212,0,0,100,0,120,0,0,0,0,0,8,4,4,4,6,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,41,42,32,15,227,0,1,50,0,8,0,1,0,0,3,10,169,0,4,0,6,6,0,0,0,0,0,0,169,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Fiat M11/39,159,0,2,3,224,0,0,14,120,0,0,0,0,0,24,60,11,3,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,41,42,32,15,851,0,2,0,0,9,0,0,0,0,3,12,1597,0,4,0,3,6,0,0,0,0,0,0,1597,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Fiat M13/40,159,0,2,4,19,225,0,222,44,60,120,0,0,0,120,0,11,4,3,3,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,41,42,39,15,852,0,3,0,0,8,0,1,0,0,3,16,1347,0,4,0,3,6,0,0,0,0,0,0,1347,1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Crusader I,102,0,4,5,20,179,0,130,0,110,120,0,0,0,120,0,15,4,3,3,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,42,42,57,15,2295,0,2,0,0,8,0,2,0,13,4,19,119,0,4,0,6,10,0,0,0,0,0,0,119,4409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
