rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.AP_FH,arm.AP_SH,arm.AP_RH,arm.AP_FT,arm.AP_ST,arm.AP_RT,arm.AP_TP,arm.HE_FH,arm.HE_SH,arm.HE_RH,arm.HE_FT,arm.HE_ST,arm.HE_RT,arm.HE_TP,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,swim,movcl,smkdev,start_mo,end_mo,sound,wpn_snd_s1,wpn_snd_s2,wpn_snd_s3,wpn_snd_s4,B90,icon_winter,icon_desert,B98,B99,B100,B101,B102,B103,B104,B105,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B117,B118,B119,B120,B121,B122,B123
1,T-37a,35,0,2,2,172,0,0,0,120,0,0,0,0,0,0,0,10,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40,41,17,35,2001,0,0,0,0,9,0,0,0,0,2,10,4276,1,4,0,1,12,0,0,0,0,0,0,4277,4276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,FT-17 "Naaras",13,0,2,2,223,0,0,0,240,0,0,0,0,0,0,0,6,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,37,20,35,19760,0,1,0,0,9,0,0,0,0,3,10,4384,0,4,0,1,6,0,0,0,0,0,0,4387,4383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,FT-17 "Koiras",13,0,2,2,12,0,0,0,120,0,0,0,0,0,0,0,6,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,40,18,35,2020,0,1,40,0,8,0,0,0,0,3,10,4378,0,4,0,1,4,0,0,0,0,0,0,4381,4377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Vickers E typ B,13,0,3,4,14,224,0,226,35,15,120,0,0,0,90,0,12,2,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,39,41,29,35,19763,0,1,0,0,8,0,0,0,6,3,10,4008,0,4,0,12,4,0,0,0,0,0,0,4009,4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,T-26A,13,0,3,3,172,172,0,0,120,0,120,0,0,0,0,0,12,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,42,22,35,23534,0,0,0,0,9,0,0,0,6,3,10,4233,0,4,0,1,12,0,0,0,0,0,0,4235,4234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,T-26B,13,0,3,3,18,171,0,0,45,102,120,0,0,0,0,0,10,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40,46,37,35,23540,0,1,0,0,8,0,0,0,6,3,10,4236,0,4,0,1,12,0,0,0,0,0,0,4239,4238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,T-26B,13,0,3,4,18,171,0,129,37,70,120,0,0,0,120,0,10,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,46,35,35,23609,0,1,0,0,8,0,0,0,6,3,10,4236,0,4,0,8,12,0,0,0,0,0,0,4239,4238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,T-26 M37,13,0,3,3,18,171,0,0,75,130,120,0,0,0,0,0,10,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,46,43,35,4322,0,1,0,0,8,0,1,0,6,3,10,4241,0,4,0,1,12,0,0,0,0,0,0,4243,4242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,T-26B,13,0,3,4,18,171,0,129,55,110,120,0,0,0,120,0,10,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,46,42,35,2054,0,1,0,0,8,0,1,0,6,3,10,4241,0,4,0,8,12,0,0,0,0,0,0,4243,4242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,T-26E,13,0,3,4,18,171,0,226,45,90,120,0,0,0,120,0,10,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,46,37,35,2022,0,1,0,0,8,0,1,0,6,3,10,4266,0,4,0,12,12,0,0,0,0,0,0,4269,4267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
