id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,end_mo,exp_mod,mor_mod,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,38,Hungarian HQ,0,average,5,force HQ,6,force HQ,1930,1,1946,12,0,0,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38,Medium Tank Co,0,average,2,company,1,armor,1942,1,1946,12,0,0,5,1,5,1,1010,1,1010,1,1010,1,0,0,0,0,0,0,0,0,0,0
3,38,Heavy Tank Co,0,average,2,company,1,armor,1942,3,1942,12,3,3,162,1,1011,1,1011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,38,Infantry Co +,0,average,2,company,3,infantry,1939,1,1945,12,0,0,52,1,84,1,75,1,75,1,1039,1,1039,1,1039,1,1084,1,0,0,0,0
5,38,Infantry Co,0,average,2,company,3,infantry,1930,1,1946,12,0,0,52,1,75,1,75,1,1039,1,1039,1,1039,1,0,0,0,0,0,0,0,0
6,38,Infantry Co ++,0,average,2,company,3,infantry,1941,7,1945,12,0,0,57,1,84,1,75,1,75,1,1058,1,1039,1,1039,1,1035,1,1038,1,0,0
7,38,Light Tank Co,0,average,2,company,1,armor,1936,9,1945,12,0,0,1,1,1,1,1008,1,1008,1,1008,1,0,0,0,0,0,0,0,0,0,0
8,38,Light Tank Plt,0,average,1,platoon,1,armor,1935,9,1946,12,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
10,38,Medium Tank Pl,0,average,1,platoon,1,armor,1942,1,1946,12,0,0,5,1,5,1,5,1,5,1,5,1,0,0,0,0,0,0,0,0,0,0
11,38,Heavy Tank Pl,0,average,1,platoon,1,armor,1942,3,1943,1,3,3,162,1,162,1,162,1,162,1,162,1,0,0,0,0,0,0,0,0,0,0
12,38,Mot Infantry Co,0,average,2,company,3,infantry,1941,7,1945,12,0,5,57,1,19,1,1037,1,1037,1,1037,1,1102,1,1038,1,19,1,0,0,0,0
13,38,Assault Gun Pl,0,average,1,platoon,1,armor,1942,8,1946,12,2,5,164,1,164,1,164,1,164,1,164,1,0,0,0,0,0,0,0,0,0,0
14,38,Assault Gun Co,0,average,2,company,1,armor,1942,8,1945,12,2,5,164,1,164,1,1013,1,1013,1,1013,1,0,0,0,0,0,0,0,0,0,0
15,38,Assault Gun Sec,0,average,1,platoon,1,armor,1942,8,1946,12,2,5,164,1,164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,38,SPAA Platoon,0,average,0,section,2,artillery,1942,2,1945,12,2,2,15,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,38,AA-Gun Platoon,0,average,0,section,2,artillery,1930,1,1946,12,0,0,33,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,38,Cavalry Troop,0,average,1,platoon,3,infantry,1930,1,1945,12,0,0,69,1,69,1,69,1,69,1,0,0,0,0,0,0,0,0,0,0,0,0
22,38,Field Gun Bty,0,average,1,platoon,2,artillery,1930,1,1946,12,0,0,36,1,36,1,36,1,36,1,75,1,240,1,0,0,0,0,0,0,0,0
23,38,Medium Tank Sec,0,average,0,section,1,armor,1942,1,1945,12,0,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,38,AA-Gun Battery,0,average,2,company,2,artillery,1930,1,1945,12,0,0,33,1,33,1,52,1,1019,1,1019,1,0,0,0,0,0,0,0,0,0,0
25,38,Mortar Battery,0,average,2,company,2,artillery,1930,1,1945,12,0,0,39,1,39,1,1040,1,75,1,1033,1,1033,1,1033,1,0,0,0,0,0,0
26,38,Truck Platoon,0,average,0,section,4,miscellaneous,1939,1,1945,12,0,0,19,1,19,1,19,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0
27,38,Truck Sec,0,average,0,section,4,miscellaneous,1939,1,1945,12,0,0,19,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,38,Truck,0,average,0,section,4,miscellaneous,1939,1,1945,12,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
