id,name,wclass,wclass,size,warhead,kill_HE,kill_AP,pen_HE,pen_AP,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
1,M1930 Rifle,1,primary infantry weapon,0,1,1,0,0,0,0,0,1,10,0
2,M.03/14 Carbine,1,primary infantry weapon,0,1,1,0,0,0,0,0,1,8,0
3,7.92mm MG34 LMG,2,secondary infantry weapon,0,1,8,0,0,0,0,0,20,12,0
4,7.92mm MG34 MMG,3,team weapon,0,1,8,0,0,0,0,0,20,24,0
5,Mod 91 Carbine,1,primary infantry weapon,0,1,1,0,0,0,0,0,1,8,0
6,Breda CM 20L65,5,light gun,0,2,9,0,1,4,0,6,16,30,20
7,20mm Quad AA,4,anti-air weapon,0,2,19,0,1,3,0,0,18,30,0
8,2cm KwK 30,19,auto cannon,0,2,10,0,1,4,0,6,16,30,16
9,25mm SA34 L/72,6,medium gun,0,2,1,0,1,5,0,0,18,35,0
10,PPSh-41 SMG,1,primary infantry weapon,0,1,5,0,0,0,0,0,1,3,0
11,37mm L98 AA,4,anti-air weapon,0,2,13,0,1,0,0,0,25,50,0
12,37mm SA17 L21,6,medium gun,0,2,1,0,1,0,0,3,6,30,4
13,37mm Bofors M36,6,medium gun,0,2,1,0,1,5,0,7,10,40,20
14,37mm L40 Gun,6,medium gun,0,2,1,0,1,5,0,7,10,40,20
15,37mm PaK 35/36,6,medium gun,0,2,1,0,1,5,0,8,11,40,20
16,37mm Gun (M5),6,medium gun,0,2,1,0,1,6,0,0,13,40,0
17,40mm Bofors AAG,4,anti-air weapon,0,3,15,0,1,7,0,0,14,46,0
18,37mm M6 L57,6,medium gun,0,2,1,0,1,6,0,0,14,40,0
19,47mm SA34 L21,6,medium gun,0,3,2,0,1,0,0,3,6,45,16
20,2 Pounder Gun,6,medium gun,0,3,1,0,1,7,0,8,13,45,45
21,47L32 Mod.35,6,medium gun,0,3,2,0,1,5,3,0,8,45,0
23,37mm M36 AAG,4,anti-air weapon,0,2,14,0,1,6,0,0,14,41,0
24,37mm M1 AA-Gun,4,anti-air weapon,0,2,13,0,1,6,0,0,13,40,0
27,50mm RM obr 40,3,team weapon,0,3,5,0,0,0,0,0,3,10,2
28,2in Mortar,3,team weapon,0,3,5,0,0,0,0,0,3,10,2
29,6 Pounder Gun,6,medium gun,0,3,3,0,2,11,0,17,13,50,60
30,HB 60mm mle 35,3,team weapon,0,4,7,0,1,0,0,0,3,30,2
31,65mm M06 Cannon,6,medium gun,0,4,4,0,2,2,4,3,6,110,60
32,75mm M.08 Gun,6,medium gun,0,4,5,0,2,0,5,0,6,116,0
36,75mm M1917 FG,6,medium gun,0,4,5,0,2,0,9,0,6,201,0
37,3in Stokes M.18,3,team weapon,0,4,9,0,1,0,0,0,3,30,2
39,3in Mortar,3,team weapon,0,4,11,0,1,0,0,0,3,29,2
40,100mm 14/19 FH,7,large gun,0,5,11,0,3,0,10,0,6,200,0
41,3in Mortar (LR),3,team weapon,0,4,11,0,1,0,0,0,3,51,2
42,75mm 1919 L/19,7,large gun,0,5,11,0,3,0,10,0,6,180,0
45,75mm M3 L40,6,medium gun,0,4,5,0,2,10,0,0,10,60,0
52,8cm GrW 34,3,team weapon,0,4,11,0,1,0,0,0,3,48,2
53,76mm M1A1 L55,6,medium gun,0,4,5,0,2,12,0,17,13,70,50
55,75mm PaK97 L36,6,medium gun,0,4,5,0,2,7,9,0,9,60,0
56,Brandt 27/31,3,team weapon,0,4,11,0,1,0,0,0,3,50,2
57,82mm BM obr. 37,3,team weapon,0,4,11,0,1,0,0,0,3,74,2
59,88mm FlaK 36,6,medium gun,0,5,7,0,2,15,10,21,13,90,70
63,25 Pounder GH,6,medium gun,0,5,7,0,2,0,11,8,7,202,70
66,3.7in CSH,6,medium gun,0,5,9,0,2,0,13,0,6,82,0
70,105mm M.1925/27,7,large gun,0,5,11,0,3,0,12,0,6,206,0
71,105mm M2 FH,7,large gun,0,5,11,0,3,0,12,7,6,201,60
72,4.2in Mortar,3,team weapon,0,4,15,0,2,0,0,0,3,75,3
78,15cm sIG 33,7,large gun,0,8,21,0,4,0,16,0,6,94,0
84,Satchel Charge,2,secondary infantry weapon,0,10,20,0,18,0,15,0,15,1,0
85,Molotov,8,infantry flamethrower,0,3,4,0,4,222,9,0,12,1,0
86,Anti-Tank Mine,2,secondary infantry weapon,0,7,5,0,2,6,6,0,15,1,0
87,Hand Grenade,2,secondary infantry weapon,0,3,6,0,1,0,0,0,3,1,0
88,Dynamite,2,secondary infantry weapon,0,7,10,0,1,1,2,0,15,1,0
89,RPG-6 Grenade,2,secondary infantry weapon,0,3,4,0,4,222,12,0,3,1,0
90,PIAT,2,secondary infantry weapon,0,5,2,0,2,222,10,0,2,2,0
91,VB Rifle Grnd,2,secondary infantry weapon,0,3,3,0,1,0,0,0,1,4,0
92,M9A1 Rifle Grnd,2,secondary infantry weapon,0,3,3,0,1,222,10,0,1,2,0
93,Rifle Grenade,2,secondary infantry weapon,0,3,5,0,1,222,5,0,1,3,0
94,6.5mm Breda LMG,2,secondary infantry weapon,0,1,4,0,0,0,0,0,20,12,0
95,Chauchat LMG,2,secondary infantry weapon,0,1,4,0,0,0,0,0,19,12,0
96,7.35 Breda LMG,2,secondary infantry weapon,0,1,5,0,0,0,0,0,18,12,0
97,.303in Bren LMG,2,secondary infantry weapon,0,1,5,0,0,0,0,0,21,12,0
98,7.62mm DP LMG,2,secondary infantry weapon,0,1,5,0,0,0,0,0,20,12,0
99,6.5mm M1926 LMG,2,secondary infantry weapon,0,1,4,0,0,0,0,0,22,12,0
101,15mm Besa TMG,5,light gun,0,1,10,0,1,3,0,0,26,40,0
105,75mm Mk.V Gun,6,medium gun,0,4,5,0,2,10,0,0,9,60,0
107,2in Mortar,3,team weapon,0,3,5,0,0,0,0,0,3,10,2
108,6in 30cwt How,7,large gun,0,8,21,0,4,0,0,0,6,104,0
109,Lebel Grn Lnchr,3,team weapon,0,3,5,0,1,0,0,0,5,6,0
110,155mm Schneider,7,large gun,0,8,21,0,4,0,0,0,6,202,0
111,6in 26cwt How,7,large gun,0,8,21,0,4,0,0,0,6,201,0
