rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.AP_FH,arm.AP_SH,arm.AP_RH,arm.AP_FT,arm.AP_ST,arm.AP_RT,arm.AP_TP,arm.HE_FH,arm.HE_SH,arm.HE_RH,arm.HE_FT,arm.HE_ST,arm.HE_RT,arm.HE_TP,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,swim,movcl,smkdev,start_mo,end_mo,sound,wpn_snd_s1,wpn_snd_s2,wpn_snd_s3,wpn_snd_s4,B90,icon_winter,icon_desert,B98,B99,B100,B101,B102,B103,B104,B105,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B117,B118,B119,B120,B121,B122,B123
1,Lt Tank Mk.III,12,0,2,2,137,0,0,0,120,0,0,0,0,0,0,0,16,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,34,40,16,7,9373,0,0,0,0,9,0,0,0,0,2,10,740,0,4,0,4,6,0,0,0,0,0,0,740,4426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Lt Tank Mk.VIc,12,0,2,3,101,179,0,0,33,34,120,0,0,0,0,0,19,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,39,41,29,7,4418,0,1,0,0,9,0,1,0,0,2,10,107,0,4,1,3,10,0,165,0,0,0,0,107,4428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Honey,12,0,3,4,16,177,139,131,33,70,120,0,90,0,120,0,19,5,3,3,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,41,43,53,7,27736,0,2,0,0,8,1,2,0,6,3,12,113,0,4,0,11,11,0,0,0,0,0,0,4461,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Stuart VI,12,0,3,4,18,177,139,131,74,100,120,0,90,0,120,0,20,6,3,3,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,46,58,7,381,0,3,0,0,8,1,2,0,6,3,15,114,0,4,1,12,12,0,0,0,0,0,0,3540,4430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,A9,102,0,4,6,20,137,238,238,0,100,120,0,120,0,120,0,13,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,39,41,45,7,618,0,1,0,0,8,0,1,0,13,4,12,103,0,4,0,1,11,0,0,0,0,0,0,103,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,A10,103,0,4,5,20,179,0,130,0,100,120,0,0,0,120,0,9,3,2,1,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,39,41,46,7,27606,0,1,0,0,8,0,1,0,13,4,14,116,0,4,0,12,11,0,0,0,0,0,0,116,4398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,A13 Mk.II,102,0,4,4,20,137,0,0,0,87,120,0,0,0,0,0,16,3,2,2,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,39,42,49,7,690,0,2,0,0,8,0,2,0,13,4,15,118,0,4,1,6,6,0,0,0,0,0,0,118,4399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Crusader I,102,0,4,5,20,179,0,130,0,110,120,0,0,0,120,0,15,4,3,3,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,41,42,57,7,636,0,2,0,0,8,0,2,0,13,4,19,119,0,4,0,5,3,0,0,0,0,0,0,119,4409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Crusader I-CS,104,0,4,5,35,179,0,130,40,5,120,0,0,0,120,0,15,4,3,3,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,41,42,44,7,616,0,2,0,0,6,0,1,0,13,4,19,119,0,4,0,5,3,0,0,0,0,0,0,119,4409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Crusader II,102,0,4,5,20,179,0,130,0,110,120,0,0,0,120,0,15,5,3,3,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,42,42,59,7,8662,0,2,0,0,8,0,2,0,13,4,19,104,0,4,0,1,9,0,0,0,0,0,0,104,4412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
