id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
0,255, ,270,fort,13,fortification,0,default,1900,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,Partisans,78,partisan squad,0,infantry,0,default,1930,1,1946,12,1,10,0,13,6,0,0,0,0,0,9,0,0,0,0,1,70,0,0,0,87,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,21034,0,0,0,0
2,43,Partisans,78,partisan squad,0,infantry,0,default,1941,1,1946,12,1,10,0,13,6,0,0,0,0,0,9,0,0,0,0,2,70,0,0,0,87,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,21038,0,0,0,0
3,43,Partisans,78,partisan squad,0,infantry,0,default,1939,1,1946,12,1,10,0,21,6,0,0,0,0,0,9,0,0,0,0,1,70,0,0,0,87,10,0,85,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,21042,0,0,0,0
4,43,Partisans,78,partisan squad,0,infantry,0,default,1941,1,1946,12,1,10,0,21,6,0,0,0,0,0,9,0,0,0,0,2,70,0,0,0,87,10,0,85,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,21039,0,0,0,0
5,43,Partisans,78,partisan squad,0,infantry,0,default,1942,1,1946,12,1,10,0,14,6,0,0,0,0,0,9,0,0,0,0,2,70,0,0,0,87,10,0,86,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,30565,0,0,0,0
13,43,Partisans,77,partisan,0,infantry,0,default,1930,1,1939,12,1,10,0,17,6,0,0,0,0,0,9,0,0,0,0,1,70,0,0,0,87,10,0,98,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,21040,0,0,0,0
14,43,Partisans,77,partisan,0,infantry,0,default,1939,1,1946,12,1,10,0,25,6,0,0,0,0,0,9,0,0,0,0,1,70,0,0,0,87,10,0,98,70,0,85,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,21033,0,0,0,0
29,43,Pioneers,80,partisan pioneers,0,infantry,0,default,1930,1,1946,12,1,10,0,21,6,0,0,0,0,0,9,0,0,0,0,1,70,0,0,0,87,10,0,84,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,14028,0,0,0,0
30,43,Pioneers,80,partisan pioneers,0,infantry,0,default,1941,1,1946,12,1,10,0,21,6,0,0,0,0,0,9,0,0,0,0,2,70,0,0,0,87,10,0,84,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,14028,0,0,0,0
