rid,name,wclass,size,B17,warhead,pen.HE,pen.AP,kill.HE,kill.AP,accuracy,range_max,range_APCR,pen_APCR,pen_HEAT,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39
1,Gewehr 254(r),1,0,0,1,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7.92mm MG13 MG,5,0,0,1,0,0,6,0,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7.92mm MG34 LMG,2,0,55,1,0,0,8,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,7.92mm MG34 MMG,3,0,55,1,0,0,8,0,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7.92mm MG42 MMG,3,0,0,1,0,0,10,0,17,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7.92mm MG34 BMG,5,0,55,1,0,0,8,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2cm FlakVierlng,4,0,0,2,1,4,19,0,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2cm KwK 38 Gun,5,0,0,2,1,4,12,0,16,30,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2.5cm KwK 112f,6,0,0,2,0,5,0,0,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2.8cm sPzB L61,6,0,0,2,0,0,1,0,15,30,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3.7cm FlaK 36,4,0,0,2,1,6,14,0,14,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3.7cm TaK30 L40,6,0,0,2,1,5,1,0,10,40,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3.7cm KwK38 (f),6,0,0,2,1,4,1,0,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3.7cm KwK35 L47,6,0,0,2,1,5,1,0,12,40,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3.7cm PaK 35/36,6,0,0,2,1,5,1,0,11,40,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0
16,7.9mm EW 141,5,0,0,1,0,3,0,0,17,18,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2cm KwK 38 AC,19,0,0,2,1,4,12,0,16,30,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0
18,4.5cm PaK 184r,6,0,0,3,1,6,2,0,12,45,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0
19,4.5cm PaK 184/1,6,0,0,3,1,7,2,0,16,45,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0
20,4cm PaK 192(e),6,0,0,3,1,7,2,0,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,4.7cm PaK 177i,6,0,0,3,1,5,2,0,8,45,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
22,4.7cm KwK 173f,6,0,0,3,1,5,2,0,7,45,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
23,4.7cm PaK 183f,6,0,0,3,1,8,2,0,13,45,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
24,4.7cm PaK 36t,6,0,0,3,1,8,2,0,11,45,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5cm KwK 38 L42,6,0,0,3,1,7,3,0,10,50,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0
26,5cm KwK 38 L60,6,0,0,3,1,9,3,0,15,50,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5cm PaK 38 L60,6,0,0,3,1,9,3,0,15,50,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0
28,5.7cm PaK 208r,6,0,0,3,2,11,3,0,18,50,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3.7cm Flak 43,4,0,0,2,1,6,16,0,14,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2.5cm PaK 112f,6,0,0,2,1,5,1,0,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,7.5cm leGebIG18,6,0,0,4,2,0,5,0,6,74,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
32,7.5cm leIG 18,6,0,0,4,2,0,5,0,6,74,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
33,7.5cm leFK 18,6,0,0,4,2,0,5,0,6,200,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
34,2.5cm PaK 113f,6,0,0,2,0,5,0,0,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Kampfpistole,2,0,0,3,2,222,3,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
36,7.62cm FK288(r),6,0,0,4,2,0,5,0,6,203,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
37,2cm KwK 30 Gun,5,0,0,2,1,4,10,0,14,30,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2cm KwK 30 AC,19,0,0,2,1,4,10,0,16,30,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0
39,75mm SA35 L17,6,0,0,4,2,5,5,0,6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,5cm GrW 36,3,0,0,3,0,0,5,0,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,7.5cm KwK37 L24,6,0,0,4,2,5,5,0,6,60,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
42,7.62 IK 290(r),6,0,0,4,2,0,5,0,6,170,60,4,5,0,0,0,0,0,0,0,0,0,0,0,0
43,3.7cm KwK 37(p),6,0,0,2,1,5,1,0,11,40,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0
44,7.5cm StK37 L24,6,0,0,4,2,5,5,0,6,60,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
45,7.62cm L30 L-11,6,0,0,4,2,8,5,0,7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,7.5cm KwK40 L43,6,0,0,4,2,12,5,0,11,70,50,16,9,0,0,0,0,0,0,0,0,0,0,0,0
47,7.5cm KwK40 L48,6,0,0,4,2,13,5,0,12,70,50,17,9,0,0,0,0,0,0,0,0,0,0,0,0
48,7.5cm KwK42 L70,6,0,0,4,2,16,5,0,17,80,60,23,9,0,0,0,0,0,0,0,0,0,0,0,0
49,7.5cm StK40 L43,6,0,0,4,2,12,5,0,11,70,50,16,9,0,0,0,0,0,0,0,0,0,0,0,0
