id,name,wclass,wclass,size,warhead,kill_HE,kill_AP,pen_HE,pen_AP,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
2,M1894 Carbine,1,primary infantry weapon,0,1,1,0,0,0,0,0,1,8,0
11,37mm M1 AA-Gun,4,anti-air weapon,0,2,13,0,1,3,0,0,13,40,0
12,37mm M1916 L21,6,medium gun,0,2,1,0,1,0,0,3,6,30,4
15,37mm M3 Gun,6,medium gun,0,2,1,0,1,6,0,0,13,40,0
16,37mm M5 L53,6,medium gun,0,2,1,0,1,6,0,0,13,40,0
17,40mm M1 AAG,4,anti-air weapon,0,3,15,0,1,7,0,0,14,46,0
18,37mm M6 L57,6,medium gun,0,2,1,0,1,6,0,0,14,40,0
27,57mm M1 AT-Gun,6,medium gun,0,3,3,0,2,11,0,17,13,50,60
30,60mm M2 Mortar,3,team weapon,0,4,7,0,1,0,0,0,3,40,0
32,75mm M1916 FG,6,medium gun,0,4,5,0,2,0,0,0,6,201,0
33,75mm M1A1 PH,6,medium gun,0,4,5,0,2,0,9,0,6,178,0
34,75mm M1897 FG,6,medium gun,0,4,5,0,2,0,9,0,6,201,0
35,75mm M1917 FG,6,medium gun,0,4,5,0,2,0,5,0,6,201,0
39,75mm L17 Gun,6,medium gun,0,4,5,0,2,5,0,0,6,60,0
41,75mm M1897A FG,6,medium gun,0,4,5,0,2,7,9,7,6,196,20
42,75mm M2 L31,6,medium gun,0,4,5,0,2,8,0,0,8,60,0
43,75mm M1897A Gun,6,medium gun,0,4,5,0,2,7,9,7,6,60,20
45,75mm M3 L37,6,medium gun,0,4,5,0,2,10,0,0,9,60,0
46,75mm M6 L39,6,medium gun,0,4,5,0,2,10,0,0,10,65,0
47,75mm M3 L40,6,medium gun,0,4,5,0,2,10,0,0,10,60,0
52,3in M7 L53,6,medium gun,0,4,5,0,2,12,0,17,13,70,50
53,76mm M1A1 L55,6,medium gun,0,4,5,0,2,12,0,17,13,70,50
55,3" Stokes Mtr,3,team weapon,0,4,9,0,1,0,0,0,3,30,2
56,81mm M1 Mortar,3,team weapon,0,4,11,0,1,0,0,0,3,53,6
57,Abn 81mm Mortar,3,team weapon,0,4,11,0,1,0,0,0,3,20,2
64,90mm M3 L52,6,medium gun,0,5,9,0,2,15,0,23,13,80,50
68,105mm M4 L28,7,large gun,0,5,11,0,3,0,10,0,7,80,0
71,105mm M2 FH,7,large gun,0,5,11,0,3,0,12,7,6,201,60
72,4.2in M2 Mortar,3,team weapon,0,4,15,0,2,0,0,0,3,48,3
73,4.2in M5 Mortar,3,team weapon,0,4,15,0,2,0,0,0,3,64,3
74,4.2in M6 Mortar,3,team weapon,0,4,15,0,2,0,0,0,3,88,3
83,Flamethrower,8,infantry flamethrower,0,45,25,0,0,0,14,0,30,1,0
84,Satchel Charge,2,secondary infantry weapon,0,10,20,0,18,0,15,0,15,1,0
87,Mk. II Grenade,2,secondary infantry weapon,0,3,5,0,1,0,0,0,3,1,0
91,M1A1 Bazooka,2,secondary infantry weapon,0,4,4,0,2,222,10,0,4,4,0
92,M9A1 Rifle Grnd,2,secondary infantry weapon,0,3,3,0,1,222,10,0,1,2,0
93,M9 RifleGrenade,2,secondary infantry weapon,0,3,4,0,1,222,5,0,1,2,0
102,4.5in Gun M1,7,large gun,0,6,13,0,3,0,0,0,6,209,0
103,8in M1 How,7,large gun,0,11,31,0,5,0,0,0,6,207,0
104,155mm M2 FG,7,large gun,0,8,21,0,4,0,0,0,6,213,0
105,8in Mk.VIII How,7,large gun,0,11,31,0,5,0,0,0,6,201,0
106,50 cal M2 HMG,3,team weapon,0,1,10,0,1,0,0,0,23,40,0
107,8in M1 Gun,7,large gun,0,11,31,0,5,0,0,0,6,222,0
108,VehFlamethrower,9,vehicle flamethrower,0,45,40,0,0,0,25,0,20,2,0
109,4.5in Rocket,3,team weapon,0,5,17,0,2,0,0,0,0,104,0
110,155mm M1918 FH,7,large gun,0,8,21,0,4,0,0,0,6,202,0
111,155mm M1918 FG,7,large gun,0,8,21,0,4,0,0,0,6,209,0
112,M1 Garand Rifle,1,primary infantry weapon,0,1,2,0,0,0,0,0,1,10,0
113,BAR M1918,2,secondary infantry weapon,0,1,5,0,0,0,0,0,17,12,0
114,Colt M1911A1,1,primary infantry weapon,0,0,1,0,0,0,0,0,0,1,0
115,155mm M1 How,7,large gun,0,8,21,0,4,0,0,0,6,205,0
