id,name,wclass,wclass,size,warhead,kill_HE,kill_AP,pen_HE,pen_AP,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
1,Type 100 Rifle,1,primary infantry weapon,0,1,1,0,0,0,0,0,1,10,0
6,37mm L45 Type97,6,medium gun,0,2,1,0,1,5,0,8,11,40,20
7,20mm (2) T98 AA,4,anti-air weapon,0,2,15,0,1,4,0,0,16,30,0
9,37mm Sogekiho,6,medium gun,0,2,1,0,1,0,0,3,7,30,10
10,37mm L21 Type11,6,medium gun,0,2,1,0,1,0,0,3,6,30,4
11,37mm L46 Type94,6,medium gun,0,2,1,0,1,5,0,8,12,40,20
12,37mm L50 Type 1,6,medium gun,0,2,1,0,1,6,0,0,13,40,0
13,37mm L36 Type94,6,medium gun,0,2,1,0,1,4,0,0,9,35,0
14,37mm L36 Type98,6,medium gun,0,2,1,0,1,4,0,7,9,40,20
15,37mm L46 Type 1,6,medium gun,0,2,1,0,1,5,0,8,12,40,20
16,37mm M5 L53,6,medium gun,0,2,1,0,1,6,0,0,13,40,0
23,47mm L53 Type 1,6,medium gun,0,3,2,0,1,8,0,12,13,50,20
24,47mm L48 Type 1,6,medium gun,0,3,2,0,1,7,0,12,12,50,20
36,75mm Type 38 FH,6,medium gun,0,4,5,0,2,0,5,3,6,202,60
37,75mm Type 41 FH,6,medium gun,0,4,5,0,2,0,0,0,6,126,0
38,75mm Type 94 FH,6,medium gun,0,4,5,0,2,0,8,0,6,166,0
41,75mm L24 Type99,6,medium gun,0,4,5,0,2,5,5,0,6,60,0
42,75mm M1897A Gun,6,medium gun,0,4,5,0,2,7,9,7,6,60,20
45,75mm Type 90 FG,6,medium gun,0,4,5,0,2,0,0,10,10,205,60
46,75mm L38 Type 3,6,medium gun,0,4,5,0,2,10,6,14,10,60,30
47,75mm L56 Type 5,6,medium gun,0,4,5,0,2,13,9,17,14,70,40
48,75mm Type 88,6,medium gun,0,4,5,0,2,10,0,0,11,80,0
49,75mm Type 90 Gn,6,medium gun,0,4,5,0,2,10,0,0,10,60,0
56,81mm T97 Mortar,3,team weapon,0,4,11,0,1,0,0,0,3,57,2
57,81mm T99 Mortar,3,team weapon,0,4,11,0,1,0,0,0,3,13,1
71,105mm Type91 FH,7,large gun,0,5,11,0,3,0,12,6,6,201,60
72,105mm Type92 FG,7,large gun,0,5,11,0,3,0,0,0,6,208,0
73,120mm Type2 Mor,3,team weapon,0,5,19,0,2,0,0,0,3,84,3
74,120mm Short NG,7,large gun,0,7,15,0,3,7,0,0,6,60,0
79,150mm Type96 FH,7,large gun,0,8,21,0,4,0,0,0,6,202,0
80,150mm Type38 FH,7,large gun,0,8,21,0,4,0,0,0,6,118,0
83,Type 93/100 FT,8,infantry flamethrower,0,45,25,0,0,0,14,0,30,1,0
84,Satchel Charge,2,secondary infantry weapon,0,10,20,0,18,0,15,0,15,1,0
86,Type 99 AT Mine,2,secondary infantry weapon,0,7,3,0,3,222,3,0,15,1,0
87,Type 91 Grenade,2,secondary infantry weapon,0,3,5,0,1,0,0,0,3,1,0
89,Ta-Dan HEAT CM,14,large cluster bomb,0,4,6,0,6,0,0,0,1,1,0
90,Type 4 70mm RL,2,secondary infantry weapon,0,4,5,0,2,222,9,0,10,10,0
92,Type 3 HE CM,14,large cluster bomb,0,3,18,0,2,0,0,0,1,1,0
93,Type 91 Rfl-Grn,2,secondary infantry weapon,0,3,5,0,1,222,0,0,1,3,0
103,140mm Type 3,7,large gun,0,8,18,0,3,0,0,0,60,210,0
