id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
1,11,BT-5,116,cruiser tank,2,armor,3,track,1933,6,1942,5,3,3,3,35,17,10,0,1,0,0,8,6,10,0,0,18,25,90,0,0,171,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,1,1,1,0,0,0,0,0,0,0,0,4472,0,4202,4200,4203
2,11,BT-7 M1937,116,cruiser tank,2,armor,3,track,1937,6,1942,11,3,3,3,39,18,10,0,1,0,0,8,6,10,0,0,18,46,100,0,0,171,120,0,0,0,0,139,120,0,0,0,0,0,0,0,0,0,3,2,1,2,2,2,1,0,0,0,0,0,0,0,0,4474,0,4209,4208,4211
3,11,BT-7a,118,CS cruiser tank,2,armor,3,track,1937,6,1941,10,3,3,3,29,18,10,0,1,0,0,7,6,10,0,0,34,40,10,0,0,171,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,2,2,1,0,0,0,0,0,0,0,0,72,0,4214,4212,4215
4,11,T-26 M1933,113,medium tank,2,armor,3,track,1937,1,1941,11,3,3,3,33,10,21,0,1,0,0,8,6,10,0,0,18,30,70,0,0,171,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,27857,0,4238,4238,4239
5,11,T-37a,196,amphibian tank,7,marine unit,3,track,1933,1,1941,7,2,2,2,16,12,2,0,0,0,0,9,0,10,2,0,172,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2106,0,4276,4276,4277
6,11,T-40,196,amphibian tank,7,marine unit,0,default,1940,9,1941,12,2,2,3,25,15,1,0,1,0,0,9,0,10,2,0,152,80,40,0,0,171,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,2130,0,4284,4285,4286
7,11,T-60 M1941,112,light tank,2,armor,3,track,1941,8,1942,11,2,2,3,31,15,1,0,1,1,0,9,6,10,0,0,8,78,78,0,0,171,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,74,0,4288,4289,4290
8,11,T-70 M1942,112,light tank,2,armor,3,track,1942,4,1942,11,2,2,3,39,15,0,0,2,2,0,8,6,10,0,0,18,40,30,0,0,171,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,6,4,4,1,0,0,0,0,0,0,0,0,4251,0,4291,4292,4290
9,11,M3L,112,light tank,2,armor,3,track,1942,8,1942,11,3,4,3,51,19,41,0,2,2,1,8,6,12,0,0,16,33,70,0,0,137,90,0,177,120,0,131,120,0,0,0,0,0,0,0,0,0,5,3,3,4,3,3,1,0,0,0,0,0,0,0,0,376,0,98,1306,4461
10,11,OT-133,126,flame tank,2,armor,3,track,1939,1,1942,3,3,3,2,38,10,10,0,0,0,0,9,0,11,0,0,108,15,0,0,0,171,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,13195,0,4222,4222,4223
11,11,T-34/76 M1940,113,medium tank,2,armor,3,track,1940,10,1941,7,4,4,3,64,18,11,0,2,3,0,7,13,26,0,0,50,40,37,0,0,171,120,0,0,0,0,129,120,0,0,0,0,0,0,0,0,0,9,6,6,6,5,5,2,0,0,0,0,0,0,0,95,4291,0,3578,81,3579
