rid,name,wclass,size,sound,warhead,pen.HE,pen.AP,kill.HE,kill.AP,accuracy,range_max,range_APCR,pen_APCR,pen_HEAT,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39
1,M91/30 Rifle,1,0,0,1,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PPSh-41 SMG,1,0,0,1,0,0,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7.92mm MG34 LMG,2,0,0,1,0,0,8,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,20mm KwK 38 AC,19,0,0,2,1,4,12,0,16,30,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7.92mm MG34 BMG,5,0,0,1,0,0,8,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,25mm mle.37 Gun,6,0,0,2,0,5,0,0,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,20mm TNSh AC,5,0,0,2,1,4,12,0,21,30,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Breda CM 20L65,5,0,0,2,1,4,9,0,16,30,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0
11,37mm Rheinmetal,4,0,0,2,1,6,14,0,14,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,37mm SA17 L21,6,0,0,2,1,0,1,0,6,30,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
13,37mm Bofors M36,6,0,0,2,1,5,1,0,10,40,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0
14,37mm A3 Gun,6,0,0,2,1,5,1,0,10,40,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0
15,37mm A7 Gun,6,0,0,2,1,5,1,0,12,40,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0
16,37mm M6 Gun,6,0,0,2,1,6,1,0,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,40mm Bofors AAG,4,0,0,3,1,7,15,0,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,45mm 20K Gun,6,0,0,3,1,6,2,0,11,45,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0
19,45mm M1937 Gun,6,0,0,3,1,6,2,0,11,45,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0
20,37mm PAK36 Gun,6,0,0,2,1,5,1,0,12,40,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0
21,47mm(2) Nvl Gun,10,0,0,4,3,0,3,0,60,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,47mm Breda M35,6,0,0,3,1,5,2,0,8,45,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
23,37mm(2) Nvl Gun,10,0,0,3,2,0,2,0,60,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,47mm Schneider,6,0,0,3,1,8,2,0,11,45,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
25,37mm (2) FlaK,4,0,0,2,1,6,18,0,14,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,50mm L60 PAK38,6,0,0,3,1,9,3,0,15,50,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0
27,37mm M1930 Gun,6,0,0,2,1,4,1,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,40mm 41M Skoda,6,0,0,3,1,5,2,0,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,50mm mle.37 Mrt,3,0,0,3,0,0,5,0,3,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,60mm mle.35 Mrt,3,0,0,4,1,0,7,0,3,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,75mm vz.28 FG,6,0,0,4,2,0,5,0,6,165,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
32,76mm M1909 FG,6,0,0,4,2,0,5,0,6,160,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
33,75mm vz.15 FG,6,0,0,4,2,0,5,0,6,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,75mm vz.39 FG,6,0,0,4,2,0,5,0,6,180,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
35,75mm Krupp FG,6,0,0,4,2,0,5,0,6,200,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
36,76mm M1936 FH,6,0,0,4,2,0,5,0,13,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,75mm M1897 FG,6,0,0,4,2,0,5,0,6,201,20,7,5,0,0,0,0,0,0,0,0,0,0,0,0
38,50mm RM40 Mrt,3,0,0,3,0,0,5,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,76mm ZIS-3 FH,6,0,0,4,2,0,5,0,6,204,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,75mm KwK L24,6,0,0,4,2,5,5,0,6,60,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
42,75mm M2 L31,6,0,0,4,2,8,5,0,8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,76mm Putilov FG,6,0,0,4,2,0,5,0,6,200,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
44,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,75mm L48 PAK40,6,0,0,4,2,13,5,0,12,70,50,17,9,0,0,0,0,0,0,0,0,0,0,0,0
46,75mm L43 KwK40,6,0,0,4,2,12,5,0,11,70,50,16,9,0,0,0,0,0,0,0,0,0,0,0,0
47,75mm L48 Kwk40,6,0,0,4,2,13,5,0,12,70,50,17,9,0,0,0,0,0,0,0,0,0,0,0,0
48,75mm L70 KwK42,6,0,0,4,2,16,5,0,18,80,60,23,9,0,0,0,0,0,0,0,0,0,0,0,0
49,76mm L-10 Gun,6,0,0,4,2,6,5,0,6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,76mm L-11 Gun,6,0,0,4,2,9,5,0,7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,76mm F-34 Gun,6,0,0,4,2,10,5,0,10,60,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0
52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
