id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,end_mo,exp_mod,mor_mod,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,7,British HQ,0,average,5,force HQ,6,force HQ,1930,1,1946,12,0,0,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,Mech Inf Co,0,average,2,company,3,infantry,1942,1,1946,12,0,0,700,1,52,1,1041,1,1041,1,1041,1,0,0,0,0,0,0,0,0,0,0
3,7,Mech Inf Co+,0,average,2,company,3,infantry,1942,1,1946,12,0,0,700,1,53,1,1041,1,1041,1,1041,1,1070,1,1037,1,0,0,0,0,0,0
4,7,Rifle Company,0,average,2,company,3,infantry,1930,1,1946,12,0,0,700,1,1038,1,1038,1,1038,1,0,0,0,0,0,0,0,0,0,0,0,0
5,7,Rifle Company+,0,average,2,company,3,infantry,1943,1,1946,12,0,0,700,1,1145,1,1038,1,1038,1,1038,1,1094,1,0,0,0,0,0,0,0,0
6,7,Machinegun Pl,0,average,1,platoon,3,infantry,1930,1,1946,12,0,0,68,1,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,Assault Pio. Pl,0,average,1,platoon,0,default,1943,1,1946,12,0,0,75,1,75,1,75,1,52,1,52,1,52,1,0,0,0,0,0,0,0,0
8,7,Fortifications,0,average,1,platoon,4,miscellaneous,1930,1,1946,12,0,0,98,1,97,1,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,Motor MG Pl 30,0,average,1,platoon,3,infantry,1930,1,1946,12,0,0,720,1,720,1,720,1,720,1,129,1,129,1,0,0,0,0,0,0,0,0
10,7,Light Tank Sec,0,average,0,section,1,armor,1930,1,1946,12,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,7,Inf Tank Troop,0,average,1,platoon,1,armor,1930,1,1946,12,0,0,27,1,27,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,7,Motor Bn AT Pl,0,average,1,platoon,2,artillery,1938,1,1946,12,0,0,59,1,59,1,59,1,59,1,54,1,54,1,54,1,54,1,0,0,0,0
