id,name,wclass,wclass,size,warhead,kill_HE,kill_AP,pen_HE,pen_AP,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
1,Carcano M91,1,primary infantry weapon,0,1,1,0,0,0,0,0,1,10,0
2,Mod 91 Carabina,1,primary infantry weapon,0,1,1,0,0,0,0,0,1,8,0
3,.303in Bren LMG,2,secondary infantry weapon,0,1,5,0,0,0,0,0,21,12,0
4,.303 Rifle,1,primary infantry weapon,0,1,1,0,0,0,0,0,1,10,0
5,Breda CM 20L65,19,auto cannon,0,2,9,0,1,4,0,6,16,30,20
6,7.92mm MG34 BMG,5,light gun,0,1,8,0,0,0,0,0,20,10,0
7,20mm Quad CA,4,anti-air weapon,0,2,19,0,1,4,0,0,18,30,0
8,Breda CM 20L65,5,light gun,0,2,9,0,1,4,0,6,16,30,20
9,25mm SA34 L/72,6,medium gun,0,2,1,0,1,5,0,0,18,35,0
10,2kg Framm Bomb,14,large cluster bomb,0,3,44,0,1,0,0,0,1,1,0
11,37mm Contraerea,4,anti-air weapon,0,2,14,0,1,6,0,0,14,41,0
12,37mm L33 Mod.21,6,medium gun,0,2,1,0,1,4,0,0,8,35,0
13,20mm ShVAK L82,5,light gun,0,2,9,0,1,4,0,6,20,30,15
14,VTerni 37mm L40,6,medium gun,0,2,1,0,1,6,0,7,10,40,20
15,37mm L45 Mod.36,6,medium gun,0,2,1,0,1,5,0,7,11,40,20
16,37mm M5 L53,6,medium gun,0,2,1,0,1,6,0,0,13,40,0
17,40mm Contraerea,4,anti-air weapon,0,3,15,0,1,7,0,0,14,46,0
18,37mm M6 L57,6,medium gun,0,2,1,0,1,6,0,0,14,40,0
19,47mm L32 Mod.35,6,medium gun,0,3,2,0,1,6,4,0,8,45,0
20,Obice da 75L32,6,medium gun,0,4,5,0,2,0,9,0,8,208,0
21,47mm L32 Mod.39,6,medium gun,0,3,2,0,1,6,5,0,8,45,0
22,47mm L32 SA35,6,medium gun,0,3,2,0,1,5,4,0,8,45,0
23,47mm L40 Mod.42,6,medium gun,0,3,2,0,1,8,6,12,10,45,20
24,47mm L53 SA37,6,medium gun,0,3,2,0,1,8,4,0,13,45,0
25,45mm obr 32/38,6,medium gun,0,3,2,0,1,6,0,9,11,45,20
26,50mm L60 PaK 38,6,medium gun,0,3,3,0,1,9,0,15,15,50,20
27,57mm M1 L50,6,medium gun,0,3,3,0,2,10,0,17,12,50,20
28,37mm M6 L57,6,medium gun,0,2,1,0,1,6,0,0,14,40,0
29,Obice da 75L27,6,medium gun,0,4,5,0,2,0,6,0,6,201,0
30,60mm M35 Mrtaio,3,team weapon,0,4,7,0,1,0,0,0,3,30,2
31,Cannone 65L17,6,medium gun,0,4,4,0,2,0,4,3,6,142,60
32,75mm L18 M34/35,6,medium gun,0,4,5,0,2,0,5,0,6,190,0
33,Obice da 75L32,6,medium gun,0,4,5,0,2,0,9,0,8,203,0
34,Cannone 75L17,6,medium gun,0,4,5,0,2,4,0,5,6,160,60
35,100L17 Mod16/35,7,large gun,0,5,11,0,3,0,12,0,6,200,0
36,75mm M2 L31,6,medium gun,0,4,5,0,2,8,0,0,8,60,0
37,Obice da 105L14,7,large gun,0,5,11,0,3,0,12,8,6,208,60
38,65mm M32 L17,6,medium gun,0,4,4,0,2,3,0,0,6,60,0
39,75mm L18 Mod.34,6,medium gun,0,4,5,0,2,6,7,0,6,60,0
40,50mm Mortaio,3,team weapon,0,3,5,0,0,0,0,0,3,10,0
41,75mm StuK37 L24,6,medium gun,0,4,5,0,2,5,9,0,6,60,0
42,75mm L32 Mod.41,6,medium gun,0,4,5,0,2,8,7,0,8,60,0
43,Obice da 105L18,7,large gun,0,5,11,0,3,0,12,0,6,208,0
44,75mm L34 Mod.42,6,medium gun,0,4,5,0,2,11,7,0,9,65,0
45,75mm PaK97 L36,6,medium gun,0,4,5,0,2,7,9,0,9,60,0
46,75mm KwK 40 L48,6,medium gun,0,4,5,0,2,13,9,17,12,70,50
47,75mm StuK40 L48,6,medium gun,0,4,5,0,2,13,9,17,12,70,50
48,75mm KwK 42 L70,6,medium gun,0,4,5,0,2,16,9,23,18,80,60
49,7.92mm MG42 LMG,2,secondary infantry weapon,0,1,10,0,0,0,0,0,17,12,0
50,7.92mm MG34 MMG,3,team weapon,0,1,8,0,0,0,0,0,20,24,0
51,81mm M.35 Mrt,3,team weapon,0,4,11,0,1,0,0,0,3,88,2
52,BAR M1918,2,secondary infantry weapon,0,1,5,0,0,0,0,0,17,12,0
53,3in M7 L53,6,medium gun,0,4,5,0,2,12,0,17,13,70,50
54,81mm M1 Mortaio,3,team weapon,0,4,11,0,1,0,0,0,3,53,6
55,76mm L51 Mod.36,6,medium gun,0,4,5,0,2,12,0,16,13,60,50
56,81mm M.31 Mrt,3,team weapon,0,4,11,0,1,0,0,0,3,82,2
