id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,end_mo,exp_mod,mor_mod,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,30,Canadian HQ,0,average,1,platoon,6,force HQ,1930,1,1946,12,0,0,244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30,Tank Sqdrn 44,0,average,2,company,1,armor,1944,1,1944,12,0,0,22,1,22,1,22,1,22,1,1073,1,1073,1,1073,1,1073,1,0,0,0,0
4,30,Mech Inf Co,0,average,2,company,0,default,1943,1,1946,12,0,0,192,1,191,1,52,1,52,1,1041,1,1041,1,1041,1,0,0,0,0,0,0
5,30,Motorised Co,0,average,2,company,0,default,1943,7,1946,12,0,0,69,1,70,1,136,1,136,1,1040,1,1040,1,1040,1,0,0,0,0,0,0
6,30,Tank Squadron,0,average,2,company,0,default,1941,7,1943,12,0,0,33,1,33,1,33,1,1010,1,1010,1,1010,1,1010,1,0,0,0,0,0,0
7,30,Rifle Co+,0,average,2,company,3,infantry,1930,1,1946,12,0,0,69,1,70,1,1034,1,68,1,1038,1,1038,1,1038,1,1032,1,0,0,0,0
8,30,Light Tank Sqdn,0,average,2,company,0,default,1938,9,1946,12,0,0,3,1,3,1,1009,1,1009,1,1009,1,1009,1,0,0,0,0,0,0,0,0
9,30,Light Tank Trp,0,average,1,platoon,0,default,1938,9,1946,12,0,0,4,1,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,30,Tank Troop,0,average,1,platoon,0,default,1941,7,1943,12,0,0,33,1,33,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,30,SPA Troop,0,average,1,platoon,2,artillery,1942,1,1946,12,0,0,45,1,45,1,45,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0
12,30,Tank Section,0,average,0,section,1,armor,1941,7,1946,12,0,0,33,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,30,SP Mortar Sec,0,average,0,section,2,artillery,1943,6,1946,12,0,0,131,1,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,30,Mortar Sec/M,0,average,0,section,2,artillery,1939,9,1946,12,0,0,725,1,725,1,363,1,363,1,0,0,0,0,0,0,0,0,0,0,0,0
15,30,SP-TD Section,0,average,0,section,1,armor,1941,12,1946,12,0,0,134,1,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,30,SP-TD Troop,0,average,1,platoon,1,armor,1941,12,1946,12,0,0,44,1,44,1,44,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0
17,30,Firefly Section,0,average,0,section,1,armor,1944,4,1946,12,0,0,220,1,220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,30,Truck Troop,0,average,0,section,4,miscellaneous,1930,1,1946,12,0,0,54,1,54,1,54,1,54,1,0,0,0,0,0,0,0,0,0,0,0,0
20,30,Training Troop,0,average,1,platoon,4,miscellaneous,1940,5,1944,5,-10,0,19,1,19,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,30,AA Section,0,average,1,platoon,2,artillery,1939,1,1946,12,0,0,64,1,64,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,30,SP-AA Section,0,average,1,platoon,2,artillery,1941,1,1946,12,0,0,80,1,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,30,Tracked APC,0,average,0,section,4,miscellaneous,1939,9,1946,12,0,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,30,Tracked APC Sec,0,average,0,section,4,miscellaneous,1939,9,1946,12,0,0,52,1,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,30,Tracked APC Pl,0,average,0,section,4,miscellaneous,1939,9,1946,12,0,0,52,1,52,1,52,1,52,1,0,0,0,0,0,0,0,0,0,0,0,0
27,30,AA Troop,0,average,1,platoon,2,artillery,1939,1,1946,12,0,0,64,1,64,1,64,1,64,1,64,1,64,1,0,0,0,0,0,0,0,0
