rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.AP_FH,arm.AP_SH,arm.AP_RH,arm.AP_FT,arm.AP_ST,arm.AP_RT,arm.AP_TP,arm.HE_FH,arm.HE_SH,arm.HE_RH,arm.HE_FT,arm.HE_ST,arm.HE_RT,arm.HE_TP,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,B73,load_cap,survive,load_cost,icon,swim,movcl,smkdev,start_mo,end_mo,sound,wpn_snd_s1,wpn_snd_s2,wpn_snd_s3,wpn_snd_s4,B90,icon_winter,icon_desert,B98,B99,B100,B101,B102,B103,B104,B105,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B117,B118,B119,B120,B121,B122,B123
1,Imperial Japan,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,46,13,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Type 94 Te-Ke,121,0,2,2,245,0,0,0,120,0,0,0,0,0,0,0,14,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,43,17,5,32121,0,1,0,0,9,0,0,0,0,3,10,4098,0,4,0,1,12,0,122,0,0,0,0,4102,4099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Type 97B Te-Ke,121,0,2,2,13,0,0,0,36,60,0,0,0,0,0,0,14,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,46,23,5,3788,0,1,0,0,8,0,1,0,0,3,10,4185,0,4,0,1,12,0,0,0,0,0,0,4189,4186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Type 95 Ha-Go,12,0,2,3,14,0,245,209,50,69,0,0,120,0,120,0,16,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40,43,31,5,9159,0,1,0,0,8,0,1,0,0,3,10,4162,0,4,0,1,12,0,0,0,122,127,0,4165,4163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Type 98 Ke-Ni,12,0,2,3,14,225,0,0,50,60,120,0,0,0,0,0,19,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,46,32,5,802,0,2,0,0,8,0,1,0,0,3,10,4191,0,4,0,3,12,0,0,122,0,0,0,4194,4192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Type 5 Ke-Ho,30,0,3,4,24,225,0,209,40,40,120,0,0,0,120,0,17,4,3,2,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,46,44,5,17052,0,3,0,0,8,0,2,0,6,3,10,4139,0,4,0,9,12,0,0,122,0,127,0,4142,4143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Type 89 Yi-Go,13,0,3,5,204,0,244,230,70,30,0,0,120,0,120,0,9,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,42,30,5,8525,0,1,0,0,8,0,1,0,6,2,12,4179,0,4,0,1,12,0,0,0,0,0,0,4183,4180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Type 97 Chi-Ha,13,0,3,4,214,0,245,209,70,30,0,0,120,0,120,0,13,3,3,2,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37,43,32,5,17035,0,1,0,0,8,0,1,0,6,3,15,4160,0,4,0,6,12,0,0,0,122,127,0,4157,4161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Tp97 Chi-Ha Kai,13,0,3,4,24,0,245,209,60,60,0,0,120,0,120,0,14,4,3,2,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42,46,44,5,2423,0,2,0,0,8,0,1,0,6,3,16,4167,0,4,0,7,12,0,0,0,122,127,0,4171,4168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Type 1 Chi-He,105,0,3,5,24,0,245,209,50,60,0,0,120,0,120,0,15,5,3,2,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,46,50,5,17033,0,2,10,0,8,0,1,0,6,3,15,4104,0,4,0,6,12,0,0,0,122,127,0,4107,4105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
