rid,name,wclass,size,sound,warhead,pen.HE,pen.AP,kill.HE,kill.AP,accuracy,range_max,range_APCR,pen_APCR,pen_HEAT,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39
1,Type 38 Rifle,1,0,0,1,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PPSh-41 SMG,1,0,0,1,0,0,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7.92mm MG34 LMG,2,0,0,1,0,0,8,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,MG08 HMG,3,0,0,1,0,0,5,0,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Type 38 Carbine,1,0,0,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Carcano M91,1,0,0,1,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,37mm M1 AA-Gun,4,0,0,2,1,3,13,0,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,20mm KwK 30 L55,19,0,0,2,1,4,10,0,16,30,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,37mm TR mle 16,6,0,0,2,1,0,1,0,6,64,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10,37mm PaK 30 L40,6,0,0,2,1,4,1,0,10,40,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0
11,37mm M3 Gun,6,0,0,2,1,4,1,0,13,40,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0
12,37mm SA17 L21,5,0,0,2,1,0,1,0,6,30,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
13,37mm L36 Type94,6,0,0,2,1,4,1,0,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,37mm L36 Type98,6,0,0,2,1,4,1,0,9,40,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0
15,37mm L46 Type 1,6,0,0,2,1,5,1,0,12,40,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0
16,37mm M6 L57,6,0,0,2,1,6,1,0,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,40mm AAG,4,0,0,3,1,7,15,0,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,45mm PTP obr 32,6,0,0,3,1,6,2,0,11,45,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0
19,47mm SA 34 L21,6,0,0,3,1,0,2,0,6,45,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0
20,45mm PTP obr 42,6,0,0,3,1,7,2,0,16,45,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0
21,47L32 Mod.35,6,0,0,3,1,5,2,0,8,45,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,47mm L48 Type 1,6,0,0,3,1,7,2,0,12,50,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5cm LeGrW 36,3,0,0,3,0,0,5,0,3,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,50mm RM obr 38,3,0,0,3,0,0,5,0,3,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,QF 2-pdr AA Gun,4,0,0,3,1,2,14,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,57mm L73 ZiS-2,6,0,0,3,2,11,3,0,18,50,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0
28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,SB 60mm M.35,3,0,0,4,1,0,7,0,3,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,65mm M13 Cannon,6,0,0,4,2,2,4,0,6,142,60,3,4,0,0,0,0,0,0,0,0,0,0,0,0
32,76mm L16 obr 27,6,0,0,4,2,0,5,0,6,170,60,4,5,0,0,0,0,0,0,0,0,0,0,0,0
33,75mm Pack How,6,0,0,4,2,0,5,0,6,192,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
34,75mm M2 L31,6,0,0,4,2,8,5,0,8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,76mm M1902 FH,6,0,0,4,2,0,5,0,6,208,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
36,75mm Type 90 FG,6,0,0,4,2,0,5,0,10,204,60,10,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Brandt 27/31,3,0,0,4,1,0,11,0,3,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,75mm Type 41 FH,6,0,0,4,2,0,5,0,6,126,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
39,76mm L16 M1927,6,0,0,4,2,0,5,0,6,170,60,4,5,0,0,0,0,0,0,0,0,0,0,0,0
40,50mm Type 27 GL,3,0,0,3,0,0,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3 Pounder L23,6,0,0,3,1,4,3,0,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,81mm/37mm Dual,3,0,0,4,1,0,11,0,5,50,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0
43,75mm M.1897 FG,6,0,0,4,2,0,5,0,6,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,75mm M.23 Mrtr,3,0,0,4,1,0,9,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
