id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,unit_ids[0],unit_cnt[0],unit_ids[1],unit_cnt[1],unit_ids[2],unit_cnt[2],unit_ids[3],unit_cnt[3],unit_ids[4],unit_cnt[4],unit_ids[5],unit_cnt[5],unit_ids[6],unit_cnt[6],unit_ids[7],unit_cnt[7],unit_ids[8],unit_cnt[8],unit_ids[9],unit_cnt[9]
1,72,SPWAW ENH-DV,4,elite recon,4,force HQ,6,force HQ,1930,1,1949,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,72,Infantry Plt ,0,average,1,platoon,3,infantry,1930,1,1943,107,1,24,1,24,1,24,1,127,1,0,0,0,0,0,0,0,0,0,0
3,72,Bersaglieri Plt,3,elite,1,platoon,3,infantry,1930,1,1943,106,1,86,1,86,1,86,1,127,1,22,1,0,0,0,0,0,0,0,0
4,72,Marine Plt,3,elite,1,platoon,3,infantry,1930,1,1943,79,1,79,1,79,1,79,1,0,0,0,0,0,0,0,0,0,0,0,0
5,72,Tankette Plt,0,average,1,platoon,1,armor,1933,7,1944,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,72,Lt Tank Plt  ,0,average,1,platoon,1,armor,1941,4,1945,2,1,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0
7,72,How Sec,0,average,1,platoon,2,artillery,1930,1,1949,29,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,72,Assault Gun Plt,0,average,1,platoon,1,armor,1941,1,1945,54,1,54,1,54,1,54,1,0,0,0,0,0,0,0,0,0,0,0,0
9,72,Arm Car Plt,1,recon,1,platoon,1,armor,1939,10,1946,171,1,171,1,171,1,171,1,0,0,0,0,0,0,0,0,0,0,0,0
10,72,Heavy Tank Sec,0,average,1,platoon,1,armor,1943,9,1945,148,1,148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,72,Assault Gun Sec,0,average,1,platoon,1,armor,1941,1,1945,54,1,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,72,AT Gun Sec,0,average,1,platoon,2,artillery,1935,1,1943,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,72,Inf Gun Sec,2,dedicated artillery,1,platoon,2,artillery,1930,1,1946,147,1,147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,72,CIL ATG Sec,0,average,1,platoon,2,artillery,1944,1,1949,111,1,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,72,Mortar Sec,2,dedicated artillery,1,platoon,2,artillery,1934,1,1949,20,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,72,MMG Sec,0,average,1,platoon,3,infantry,1930,1,1949,179,1,179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,72,Inf-AT Sec,0,average,1,platoon,3,infantry,1935,1,1945,84,1,84,1,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,72,Staff Car,0,average,1,platoon,4,miscellaneous,1930,1,1949,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,72,Hvy Truck Sec,0,average,1,platoon,4,miscellaneous,1930,1,1949,12,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,72,Hvy Truck Plt,0,average,1,platoon,4,miscellaneous,1930,1,1949,137,1,137,1,137,1,137,1,0,0,0,0,0,0,0,0,0,0,0,0
21,72,Fortifications,0,average,1,platoon,4,miscellaneous,1930,1,1949,41,1,42,1,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,72,Camel Platoon,0,average,1,platoon,3,infantry,1930,1,1941,125,1,125,1,125,1,125,1,0,0,0,0,0,0,0,0,0,0,0,0
23,72,Lt Tank Sec,0,average,1,platoon,1,armor,1941,4,1945,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,72,Arm Car Patrol,1,recon,2,company,1,armor,1941,3,1944,105,1,1009,1,1009,1,1160,1,13,1,1160,1,13,1,0,0,0,0,0,0
25,72,Med Truck Sec,0,average,1,platoon,4,miscellaneous,1930,1,1949,13,1,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,72,Med Truck Plt,0,average,1,platoon,4,miscellaneous,1930,1,1949,13,1,13,1,13,1,51,1,0,0,0,0,0,0,0,0,0,0,0,0
27,72,Sniper,4,elite recon,1,platoon,3,infantry,1930,1,1949,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,72,Strike Element,0,average,1,platoon,4,miscellaneous,1930,1,1949,197,1,197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,72,TD Section,0,average,1,platoon,1,armor,1942,7,1949,7,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,72,Artillery Bty,0,average,1,platoon,2,artillery,1930,1,1949,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,72,M36 Section,0,average,1,platoon,1,armor,1946,1,1949,169,1,169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,72,How Bty,0,average,1,platoon,2,artillery,1930,1,1949,29,1,29,1,29,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0
33,72,Artillery Bn,0,average,1,platoon,2,artillery,1900,1,1949,95,1,95,1,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,72,Autocannone Sec,2,dedicated artillery,1,platoon,2,artillery,1940,10,1945,166,1,166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,72,Destroyer SNG,0,average,3,naval,2,artillery,1930,1,1949,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,72,Cruiser MNG,0,average,3,naval,2,artillery,1930,1,1949,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,72,Battleship LNG,0,average,3,naval,2,artillery,1930,1,1949,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
