id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,unit_ids[0],unit_cnt[0],unit_ids[1],unit_cnt[1],unit_ids[2],unit_cnt[2],unit_ids[3],unit_cnt[3],unit_ids[4],unit_cnt[4],unit_ids[5],unit_cnt[5],unit_ids[6],unit_cnt[6],unit_ids[7],unit_cnt[7],unit_ids[8],unit_cnt[8],unit_ids[9],unit_cnt[9]
1,20,SPWAW ENH-DV,4,elite recon,4,force HQ,6,force HQ,1930,1,1939,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,20,Armored Car Sec,1,recon,1,platoon,1,armor,1930,1,1939,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,20,Armored Car Plt,1,recon,1,platoon,1,armor,1930,1,1939,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,20,Armored Car Co,1,recon,2,company,1,armor,1930,1,1939,1,1,1,1,1003,1,1003,1,0,0,0,0,0,0,0,0,0,0,0,0
6,20,Hvy Arm Car Sec,1,recon,1,platoon,1,armor,1930,1,1939,8,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20,Hvy Arm Car Plt,1,recon,1,platoon,1,armor,1930,1,1939,8,1,8,1,8,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
9,20,Assault Gun Sec,0,average,1,platoon,1,armor,1930,1,1936,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,20,Assault Gun Plt,0,average,1,platoon,1,armor,1931,4,1936,10,1,10,1,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0
11,20,Medium Tank Sec,0,average,1,platoon,1,armor,1949,12,1949,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,20,Inf Tank Sec,0,average,1,platoon,1,armor,1930,1,1937,12,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,20,Inf Tank Plt,0,average,1,platoon,1,armor,1930,1,1937,12,1,12,1,12,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0
14,20,Inf Tank Co,1,recon,2,company,1,armor,1930,1,1937,12,1,12,1,1013,1,1013,1,0,0,0,0,0,0,0,0,0,0,0,0
15,20,Medium Tank Sec,0,average,1,platoon,1,armor,1936,10,1939,17,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,20,Medium Tank Plt,0,average,1,platoon,1,armor,1936,10,1939,17,1,17,1,17,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0
17,20,Medium Tank Co,1,recon,2,company,1,armor,1936,10,1939,17,1,17,1,1016,1,1016,1,1016,1,0,0,0,0,0,0,0,0,0,0
18,20,Cpt Lt Tank Sec,0,average,1,platoon,1,armor,1936,12,1939,20,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,20,Cpt Lt Tank Plt,0,average,1,platoon,1,armor,1937,2,1939,20,1,20,1,20,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0
20,20,Popular Plt,0,average,1,platoon,3,infantry,1936,7,1937,87,1,57,1,57,1,57,1,0,0,0,0,0,0,0,0,0,0,0,0
21,20,Popular Co,1,recon,2,company,3,infantry,1936,7,1937,88,1,171,1,1020,1,1020,1,1020,1,0,0,0,0,0,0,0,0,0,0
22,20,Milicianos Plt,6,second line,1,platoon,3,infantry,1938,1,1939,87,1,61,1,61,1,61,1,61,1,0,0,0,0,0,0,0,0,0,0
23,20,Milicianos Co,7,second line recon,2,company,3,infantry,1938,1,1939,88,1,171,1,1022,1,1022,1,1022,1,0,0,0,0,0,0,0,0,0,0
24,20,Lt Cav Sqd,1,recon,1,platoon,3,infantry,1930,1,1939,25,1,25,1,25,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0
25,20,Lt Cav Trp,1,recon,2,company,3,infantry,1930,1,1939,1002,1,25,1,1024,1,1024,1,1024,1,1024,1,0,0,0,0,0,0,0,0
26,20,Cavalry Sqd,0,average,1,platoon,3,infantry,1930,1,1939,26,1,26,1,26,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0
27,20,Cavalry Trp,1,recon,2,company,3,infantry,1930,1,1939,26,1,26,1,1026,1,1026,1,1026,1,0,0,0,0,0,0,0,0,0,0
30,20,Aslt Grds Plt,3,elite,1,platoon,3,infantry,1932,1,1936,85,1,28,1,28,1,28,1,28,1,0,0,0,0,0,0,0,0,0,0
31,20,Aslt Grds Co,4,elite recon,2,company,3,infantry,1932,1,1936,88,1,1032,1,1030,1,1030,1,1030,1,1070,1,1126,1,1126,1,1176,1,0,0
32,20,Aslt Grds A Sec,3,elite,1,platoon,3,infantry,1932,1,1936,85,1,29,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,20,Lt Inf Platoon,0,average,1,platoon,3,infantry,1936,10,1939,87,1,32,1,32,1,32,1,32,1,0,0,0,0,0,0,0,0,0,0
35,20,Lt Inf Company,3,elite,2,company,3,infantry,1936,10,1939,88,1,32,1,1034,1,1034,1,1034,1,0,0,0,0,0,0,0,0,0,0
36,20,RS Rifle Plt,0,average,1,platoon,3,infantry,1930,1,1939,87,1,36,1,36,1,36,1,0,0,0,0,0,0,0,0,0,0,0,0
37,20,RS Rifle Co,1,recon,2,company,3,infantry,1930,1,1939,88,1,1036,1,1036,1,1036,1,1073,1,1188,1,0,0,0,0,0,0,0,0
39,20,Reg Rifle Plt,1,recon,1,platoon,3,infantry,1930,1,1935,87,1,40,1,40,1,40,1,40,1,0,0,0,0,0,0,0,0,0,0
