id,name,wclass,wclass,size,warhead,kill,pen_AP,pen_HE,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
0,SPWAW,0,SPWOOB_WCLASS_UNKNOWN,0,0,0,0,0,0,0,0,0,0
1,.50cal Twin AA,4,SPWOOB_WCLASS_AA,5,1,25,23,23,0,0,60,160,0
2,37mm M5 Gun,5,SPWOOB_WCLASS_SML_GUN,6,2,4,71,12,0,86,44,120,40
4,20mm Polsten(2),4,SPWOOB_WCLASS_AA,222,2,18,38,12,0,0,64,180,0
6,2in AB Mortar,2,SPWOOB_WCLASS_INF_SEC,2,3,4,0,9,0,0,12,32,0
10,20mm Polsten,5,SPWOOB_WCLASS_SML_GUN,222,2,14,32,20,0,0,36,120,0
17,40mm Bofors Gun,4,SPWOOB_WCLASS_AA,6,3,11,56,26,0,0,60,207,0
18,2pdr QF Quad,4,SPWOOB_WCLASS_AA,5,3,32,0,24,0,0,52,219,0
20,2pdr OQF Mk IX,5,SPWOOB_WCLASS_SML_GUN,6,2,0,60,0,0,108,60,128,40
21,2pdr OQF late,5,SPWOOB_WCLASS_SML_GUN,6,2,3,76,0,0,129,76,160,40
29,6pdr OQF Mk3,5,SPWOOB_WCLASS_SML_GUN,7,3,4,98,22,0,148,72,160,160
32,75mm M1A1 Pack,6,SPWOOB_WCLASS_MDM_GUN,8,4,6,0,23,65,0,48,216,40
33,18pdr FG,6,SPWOOB_WCLASS_MDM_GUN,9,4,6,72,23,75,0,36,216,80
35,3in Howitzer,6,SPWOOB_WCLASS_MDM_GUN,9,4,6,60,24,0,0,40,216,0
36,3.7in Mk I How,7,SPWOOB_WCLASS_LRG_GUN,10,5,7,97,33,0,0,52,208,0
37,3in OML Mortar,3,SPWOOB_WCLASS_TEAM,5,5,7,0,12,0,0,16,208,20
38,17pdr OQF Gun,6,SPWOOB_WCLASS_MDM_GUN,9,4,5,184,29,0,251,140,207,190
40,.50 Vickers TMG,5,SPWOOB_WCLASS_SML_GUN,4,1,17,18,18,0,0,48,120,0
43,290mm Spigot,7,SPWOOB_WCLASS_LRG_GUN,11,15,20,0,105,105,0,8,8,0
44,75mm M3 Gun,6,SPWOOB_WCLASS_MDM_GUN,8,4,6,102,25,0,0,68,160,0
45,75mm M3 Gun,6,SPWOOB_WCLASS_MDM_GUN,8,4,6,102,25,0,0,68,160,0
51,3in M7 Gun,6,SPWOOB_WCLASS_MDM_GUN,8,4,5,142,27,0,196,96,207,120
52,76mm M1A1 Gun,6,SPWOOB_WCLASS_MDM_GUN,8,4,5,144,27,0,196,100,207,140
63,25pdr QF GH,7,SPWOOB_WCLASS_LRG_GUN,10,5,8,87,20,0,0,56,216,0
67,95mm OQF Gun,7,SPWOOB_WCLASS_LRG_GUN,11,6,10,0,31,127,0,60,160,0
68,105mm M4 Gun,7,SPWOOB_WCLASS_LRG_GUN,12,6,10,84,37,128,0,56,160,80
71,105mm M1/M2 FH,7,SPWOOB_WCLASS_LRG_GUN,12,6,10,74,34,85,0,48,222,40
72,4.2in Mortar,3,SPWOOB_WCLASS_TEAM,6,6,10,0,22,0,0,16,211,20
75,5.5in Gun Mk2,7,SPWOOB_WCLASS_LRG_GUN,12,8,13,0,47,0,0,56,227,0
76,7.2in OBL Mk4,7,SPWOOB_WCLASS_LRG_GUN,12,11,22,0,56,0,0,20,229,40
80,6in 28cwt FH,7,SPWOOB_WCLASS_LRG_GUN,12,9,16,0,51,0,0,40,225,40
82,6pdr OQF Mk4/5L,5,SPWOOB_WCLASS_SML_GUN,7,3,4,112,22,0,158,76,160,144
83,Flamethrower,8,SPWOOB_WCLASS_FLAME_INF,2,15,15,0,150,0,0,4,4,0
84,Satchel Charge,2,SPWOOB_WCLASS_INF_SEC,2,10,12,222,20,150,0,60,4,0
86,Anti-Tank Mine,2,SPWOOB_WCLASS_INF_SEC,2,10,0,222,0,130,0,0,4,0
87,No.36 Mills Grn,2,SPWOOB_WCLASS_INF_SEC,1,2,10,0,19,0,0,4,4,0
88,Type 75 Hawkins,2,SPWOOB_WCLASS_INF_SEC,2,10,8,0,28,0,0,0,4,0
89,Mills Bomb,2,SPWOOB_WCLASS_INF_SEC,1,3,9,0,38,0,0,4,4,0
90,PIAT,2,SPWOOB_WCLASS_INF_SEC,3,4,2,222,0,130,0,4,8,0
93,No.68 ATRG,2,SPWOOB_WCLASS_INF_SEC,2,2,8,222,0,50,0,0,12,0
96,.303 Lewis LMG,2,SPWOOB_WCLASS_INF_SEC,2,1,6,0,0,0,0,28,60,0
97,.303 Bren LMG,2,SPWOOB_WCLASS_INF_SEC,2,1,6,0,0,0,0,32,60,0
98,Vickers "K" LMG,2,SPWOOB_WCLASS_INF_SEC,2,1,6,0,0,0,0,36,52,0
99,75mm OQF MV,6,SPWOOB_WCLASS_MDM_GUN,8,4,5,106,25,0,0,84,192,0
101,15mm Besa TMG,5,SPWOOB_WCLASS_SML_GUN,5,1,11,36,28,0,0,40,160,0
102,4.5in OQF FH,7,SPWOOB_WCLASS_LRG_GUN,12,7,11,0,38,0,0,48,216,40
103,8in Howitzer,7,SPWOOB_WCLASS_LRG_GUN,12,12,24,0,63,0,0,20,229,40
104,155mm M1 FG,7,SPWOOB_WCLASS_LRG_GUN,9,9,17,0,58,0,0,48,225,40
105,4.5in OBL FG,7,SPWOOB_WCLASS_LRG_GUN,12,7,11,0,38,0,0,56,231,80
106,.50cal M2-HB,3,SPWOOB_WCLASS_TEAM,4,1,16,23,23,0,0,60,160,0
107,2in Mortar,3,SPWOOB_WCLASS_TEAM,2,3,4,0,9,0,0,16,40,0
108,Flame Projector,9,SPWOOB_WCLASS_FLAME_VHC,3,20,20,0,200,0,0,8,8,0
109,4.6in Rocket,7,SPWOOB_WCLASS_LRG_GUN,17,7,13,0,44,0,0,0,209,0
110,2in Mortar,2,SPWOOB_WCLASS_INF_SEC,2,3,4,0,9,0,0,8,40,0
114,9mm Browning HP,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,4,4,0
118,.303 Vickers MG,3,SPWOOB_WCLASS_TEAM,4,1,14,0,0,0,0,48,100,0
120,.30cal M1919A4,3,SPWOOB_WCLASS_TEAM,3,1,10,0,0,0,0,48,80,0
121,.303 Vickrs TMG,3,SPWOOB_WCLASS_TEAM,4,1,12,0,0,0,0,40,100,0
124,.38 Enfield No2,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,4,4,0
130,7.92mm Besa BMG,5,SPWOOB_WCLASS_SML_GUN,3,1,8,0,0,0,0,28,32,0
131,.30cal BMG,5,SPWOOB_WCLASS_SML_GUN,3,1,8,0,0,0,0,28,32,0
133,.303 Bren BMG,5,SPWOOB_WCLASS_SML_GUN,3,1,6,0,0,0,0,28,32,0
134,.55 Boys ATR,2,SPWOOB_WCLASS_INF_SEC,2,2,1,26,0,0,0,24,40,0
137,.303 Vickrs CMG,5,SPWOOB_WCLASS_SML_GUN,3,1,10,0,0,0,0,8,120,0
139,.30cal M1917 AA,4,SPWOOB_WCLASS_AA,3,1,7,0,0,0,0,48,100,0
140,.50cal M2-HB AA,4,SPWOOB_WCLASS_AA,4,1,15,23,23,0,0,60,100,0
146,SMLE No4 MkI(T),1,SPWOOB_WCLASS_INF_PRM,1,1,5,0,0,0,0,60,80,0
147,20mm Polsten AA,4,SPWOOB_WCLASS_AA,222,2,14,38,12,0,0,56,160,0
148,.303 Bren AAMG,4,SPWOOB_WCLASS_AA,3,1,5,0,0,0,0,36,80,0
154,.455 Webley Mk6,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,4,4,0
157,.303 MG,11,SPWOOB_WCLASS_AIRCRAFT,0,1,8,1,10,0,0,24,24,0
162,.30cal MG,11,SPWOOB_WCLASS_AIRCRAFT,0,1,9,1,10,0,0,24,24,0
164,.50cal MG,11,SPWOOB_WCLASS_AIRCRAFT,0,1,15,1,18,0,0,24,24,0
166,20mm Cannon,11,SPWOOB_WCLASS_AIRCRAFT,0,2,6,0,25,0,0,20,24,0
174,60 lb Rocket,11,SPWOOB_WCLASS_AIRCRAFT,0,7,8,0,32,0,0,0,24,0
175,90 lb Rocket,11,SPWOOB_WCLASS_AIRCRAFT,0,8,14,0,44,0,0,0,24,0
177,.30cal CMG,5,SPWOOB_WCLASS_SML_GUN,2,1,9,0,0,0,0,48,120,0
179,7.92mm Besa CMG,5,SPWOOB_WCLASS_SML_GUN,2,1,9,0,0,0,0,48,120,0
180,110 lb Bomb,11,SPWOOB_WCLASS_AIRCRAFT,0,15,19,0,40,0,0,12,4,0
181,250 lb Bomb,11,SPWOOB_WCLASS_AIRCRAFT,0,20,29,0,75,0,0,16,4,0
182,500 lb Bomb,11,SPWOOB_WCLASS_AIRCRAFT,0,30,41,0,100,0,0,12,4,0
183,1000 lb Bomb,11,SPWOOB_WCLASS_AIRCRAFT,0,40,52,0,150,0,0,12,4,0
184,.303 Lewis AAMG,4,SPWOOB_WCLASS_AA,4,1,8,0,0,0,0,36,64,0
187,4.7in Naval Gun,10,SPWOOB_WCLASS_NAVAL,99,7,12,0,39,0,0,16,226,0
188,Lt Naval Gun,10,SPWOOB_WCLASS_NAVAL,99,8,14,0,54,0,0,28,227,0
189,Med Naval Gun,10,SPWOOB_WCLASS_NAVAL,99,12,24,0,65,0,0,16,228,0
191,Bayonet,1,SPWOOB_WCLASS_INF_PRM,1,1,4,0,0,0,0,4,4,0
193,8in Naval Gun,10,SPWOOB_WCLASS_NAVAL,99,12,23,0,74,0,0,16,230,0
198,37mm M6 Gun,5,SPWOOB_WCLASS_SML_GUN,6,2,4,77,13,0,91,44,140,68
200,5in Rocket,7,SPWOOB_WCLASS_LRG_GUN,15,8,14,0,46,0,0,0,224,60
210,Vickers "K" AA,4,SPWOOB_WCLASS_AA,3,1,6,0,0,0,0,28,52,0
215,.50cal Quad AA,4,SPWOOB_WCLASS_AA,5,1,36,23,23,0,0,60,160,0
216,SMLE No.4 x4,2,SPWOOB_WCLASS_INF_SEC,1,1,4,0,0,0,0,28,52,0
223,Vickrs "K" Twin,4,SPWOOB_WCLASS_AA,3,1,15,0,0,0,0,36,60,0
227,.45 Thompson,1,SPWOOB_WCLASS_INF_PRM,1,1,4,0,0,0,0,8,16,0
228,.303 SMLE No.4,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,20,24,0
229,Misc Small Arms,1,SPWOOB_WCLASS_INF_PRM,1,1,2,0,0,0,0,8,12,0
232,40mm Twin AA,4,SPWOOB_WCLASS_AA,6,3,18,56,26,0,0,72,208,0
237,9mm Sten Mk3,1,SPWOOB_WCLASS_INF_PRM,1,1,3,0,0,0,0,4,12,0
242,.303 SMLE No.4,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,24,48,0
245,3in Mk I AA Gun,4,SPWOOB_WCLASS_AA,8,4,7,137,27,0,0,104,209,0
247,.303 Lewis LMG,3,SPWOOB_WCLASS_TEAM,3,1,8,0,0,0,0,36,64,0
249,20mm Oerlikn(2),4,SPWOOB_WCLASS_AA,222,2,20,38,12,0,0,64,180,0
