id,name,wclass,wclass,size,warhead,kill,pen_AP,pen_HE,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
0,SPWAW,0,SPWOOB_WCLASS_UNKNOWN,0,0,0,0,0,0,0,0,0,0
1,.45 M3 SMG,1,SPWOOB_WCLASS_INF_PRM,1,1,3,0,0,0,0,4,8,0
2,75mm M3 Gun,6,SPWOOB_WCLASS_MDM_GUN,8,4,6,102,25,0,0,68,160,0
7,20mm Quad AA,4,SPWOOB_WCLASS_AA,222,2,28,38,12,0,0,72,160,0
11,37mm M1A2 AA,4,SPWOOB_WCLASS_AA,6,2,11,44,12,0,0,64,180,0
12,37mm M1916,5,SPWOOB_WCLASS_SML_GUN,6,2,3,27,9,0,0,28,80,0
14,37mm M5 Gun,5,SPWOOB_WCLASS_SML_GUN,6,2,4,71,12,0,86,44,120,40
16,37mm M3 Gun,5,SPWOOB_WCLASS_SML_GUN,6,2,4,69,12,0,0,44,120,0
17,40mm Bofors Gun,4,SPWOOB_WCLASS_AA,6,3,11,56,26,0,0,60,207,0
27,57mm M1 Gun,5,SPWOOB_WCLASS_SML_GUN,7,3,4,103,0,0,0,72,160,80
30,60mm M2 Mortar,3,SPWOOB_WCLASS_TEAM,4,3,5,0,9,0,0,16,160,10
33,75mm M1A1 Pack,6,SPWOOB_WCLASS_MDM_GUN,9,4,6,0,23,65,0,48,216,40
34,75mm 1897A4 FH,6,SPWOOB_WCLASS_MDM_GUN,8,4,6,58,25,0,0,40,216,60
35,3in Howitzer,6,SPWOOB_WCLASS_MDM_GUN,9,4,6,60,24,0,0,40,216,0
41,75mm M1917 FG,6,SPWOOB_WCLASS_MDM_GUN,8,4,6,60,25,0,0,48,216,60
42,75mm M2 Gun,6,SPWOOB_WCLASS_MDM_GUN,8,4,6,86,26,0,0,52,140,0
45,75mm M3 Gun,6,SPWOOB_WCLASS_MDM_GUN,8,4,6,102,25,0,0,68,160,0
49,75mm  RCL,6,SPWOOB_WCLASS_MDM_GUN,6,4,6,222,30,75,0,48,100,0
53,76mm M1 Gun,6,SPWOOB_WCLASS_MDM_GUN,8,4,5,144,27,0,196,100,207,140
56,81mm M1 Mortar,3,SPWOOB_WCLASS_TEAM,5,5,8,0,18,0,0,16,208,20
59,76mm M1A1 Gun,6,SPWOOB_WCLASS_MDM_GUN,8,4,5,144,27,0,196,100,207,140
60,76mm M7 Gun,6,SPWOOB_WCLASS_MDM_GUN,8,4,5,142,27,0,196,96,207,120
61,76mm M1A1 Gun,6,SPWOOB_WCLASS_MDM_GUN,8,4,5,144,27,0,196,100,207,140
62,3in M7 Gun,6,SPWOOB_WCLASS_MDM_GUN,8,4,5,142,27,0,196,96,207,120
