id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,unit_ids[0],unit_cnt[0],unit_ids[1],unit_cnt[1],unit_ids[2],unit_cnt[2],unit_ids[3],unit_cnt[3],unit_ids[4],unit_cnt[4],unit_ids[5],unit_cnt[5],unit_ids[6],unit_cnt[6],unit_ids[7],unit_cnt[7],unit_ids[8],unit_cnt[8],unit_ids[9],unit_cnt[9]
1,91,SPWAW ENH-DV,4,elite recon,4,force HQ,6,force HQ,1943,1,1949,244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,91,Lt Armd Car Sec,1,recon,1,platoon,1,armor,1943,1,1949,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,91,Arm'd Car Sec,1,recon,1,platoon,1,armor,1943,12,1949,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,91,Lt Armd Car Trp,1,recon,1,platoon,1,armor,1943,12,1949,5,1,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,91,Arm'd Car Troop,1,recon,1,platoon,1,armor,1943,12,1949,72,1,72,1,72,1,73,1,73,1,0,0,0,0,0,0,0,0,0,0
6,91,Arm'd Car Sqdrn,4,elite recon,2,company,1,armor,1943,12,1949,72,1,1005,1,1005,1,1005,1,1005,1,0,0,0,0,0,0,0,0,0,0
7,91,Arm'd Car Troop,1,recon,1,platoon,1,armor,1943,1,1943,2,1,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0
8,91,Arm'd Car Sqdn,1,recon,2,company,1,armor,1943,1,1943,2,1,1007,1,1007,1,1007,1,0,0,0,0,0,0,0,0,0,0,0,0
10,91,Lt Tank Sec,1,recon,1,platoon,1,armor,1943,1,1949,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,91,Lt Tank Plt,1,recon,1,platoon,1,armor,1943,1,1949,6,1,6,1,6,1,6,1,6,1,0,0,0,0,0,0,0,0,0,0
12,91,Light Tank Co,1,recon,2,company,1,armor,1943,1,1949,6,1,6,1,1011,1,1011,1,1011,1,0,0,0,0,0,0,0,0,0,0
13,91,Recon Sqdrn,1,recon,2,company,1,armor,1944,6,1949,7,1,1076,1,1026,1,1005,1,1005,1,1005,0,1108,0,0,0,0,0,0,0
14,91,Tank Sec (b),0,average,1,platoon,1,armor,1943,1,1943,9,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,91,Tank Troop (b),0,average,1,platoon,1,armor,1943,1,1943,9,1,9,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,91,Tank Sqdrn (b),1,recon,2,company,1,armor,1943,1,1943,9,1,1015,1,1015,1,1015,1,0,0,0,0,0,0,0,0,0,0,0,0
17,91,Med Tank Sec,0,average,1,platoon,1,armor,1943,8,1949,13,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,91,Med Tank Plt,0,average,1,platoon,1,armor,1943,8,1949,13,1,13,1,13,1,13,1,13,1,0,0,0,0,0,0,0,0,0,0
19,91,Med Tank Co,1,recon,2,company,1,armor,1943,8,1949,13,1,13,1,1018,1,1018,1,1018,1,0,0,0,0,0,0,0,0,0,0
20,91,Combat Group,1,recon,2,company,1,armor,1944,6,1949,13,1,1003,1,1018,1,1018,1,1108,1,1088,1,1127,1,1075,1,1076,1,0,0
21,91,Char D Tank Plt,0,average,1,platoon,1,armor,1943,1,1943,14,1,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,91,Dozer Section,0,average,1,platoon,1,armor,1944,8,1949,174,1,174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,91,CS Tank Section,0,average,1,platoon,1,armor,1944,1,1949,173,1,173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,91,CS Tank Plt,0,average,1,platoon,1,armor,1944,1,1949,173,1,173,1,173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,91,Mortar Sec,2,dedicated artillery,1,platoon,2,artillery,1943,1,1949,17,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,91,Mortar Plt,2,dedicated artillery,1,platoon,2,artillery,1943,1,1949,17,1,17,1,17,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0
31,91,Destroyer,0,average,3,naval,2,artillery,1943,1,1949,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,91,Cruiser,0,average,3,naval,2,artillery,1943,1,1949,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,91,Battleship,0,average,3,naval,2,artillery,1943,1,1949,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,91,Strike Element,0,average,1,platoon,4,miscellaneous,1943,7,1949,119,1,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,91,Fort,0,average,1,platoon,4,miscellaneous,1943,1,1949,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,91,<<AI FORTS>>,1,recon,2,company,5,*AI*,1943,1,1949,58,1,56,1,55,1,58,1,1065,1,0,0,0,0,0,0,0,0,0,0
37,91,Sniper,0,average,1,platoon,3,infantry,1943,1,1949,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,91,Fortifications,0,average,1,platoon,4,miscellaneous,1943,1,1949,58,1,56,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,91,Inf Gun Section,2,dedicated artillery,1,platoon,2,artillery,1943,1,1943,21,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,91,SPA GMC Sec,0,average,1,platoon,2,artillery,1943,1,1944,178,1,178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,91,Inf Gun Plt,2,dedicated artillery,1,platoon,2,artillery,1943,1,1943,21,1,21,1,21,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0
42,91,SPA GMC Plt,0,average,1,platoon,2,artillery,1943,1,1944,178,1,178,1,178,1,178,1,0,0,0,0,0,0,0,0,0,0,0,0
43,91,Lt Mortar Sec,2,dedicated artillery,1,platoon,2,artillery,1943,1,1943,94,1,23,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,91,Lt Mortar Plt,2,dedicated artillery,1,platoon,2,artillery,1943,1,1943,94,1,23,1,23,1,23,1,23,1,0,0,0,0,0,0,0,0,0,0
45,91,Mortar Sec,2,dedicated artillery,1,platoon,2,artillery,1943,1,1949,18,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,91,Mortar Plt,2,dedicated artillery,1,platoon,2,artillery,1943,1,1949,18,1,18,1,18,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0
47,91,AA Gun Sec,0,average,1,platoon,2,artillery,1943,1,1949,44,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,91,<<AI ATG PICK>>,0,average,1,platoon,5,*AI*,1943,1,1949,27,1,27,1,186,1,186,1,0,0,0,0,0,0,0,0,0,0,0,0
50,91,AA Gun Plt,0,average,1,platoon,2,artillery,1943,1,1949,44,1,44,1,44,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0
51,91,SPAA Sec,0,average,1,platoon,2,artillery,1943,1,1949,120,1,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,91,SPAA Plt,0,average,1,platoon,2,artillery,1943,1,1949,120,1,120,1,121,1,122,1,0,0,0,0,0,0,0,0,0,0,0,0
53,91,AT Gun Sec,0,average,1,platoon,2,artillery,1943,1,1949,27,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,91,AT Gun Plt,0,average,1,platoon,2,artillery,1943,1,1949,27,1,27,1,27,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0
55,91,Bazooka Section,0,average,1,platoon,3,infantry,1944,1,1949,96,1,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,91,SP AT Sec,0,average,1,platoon,2,artillery,1943,1,1943,61,1,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,91,Inf AT Section,0,average,1,platoon,3,infantry,1943,1,1944,155,1,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,91,Towed AT Gun,0,average,1,platoon,2,artillery,1943,1,1949,79,1,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,91,Towed AT Gun Pl,0,average,1,platoon,2,artillery,1943,1,1949,79,1,79,1,79,1,76,1,76,1,76,1,0,0,0,0,0,0,0,0
60,91,TD Sec,0,average,1,platoon,1,armor,1943,1,1943,61,1,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,91,TD Troop,0,average,1,platoon,1,armor,1943,1,1943,61,1,61,1,61,1,61,1,0,0,0,0,0,0,0,0,0,0,0,0
62,91,Turret TD Sec,0,average,1,platoon,1,armor,1944,1,1949,70,1,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
