id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,unit_ids[0],unit_cnt[0],unit_ids[1],unit_cnt[1],unit_ids[2],unit_cnt[2],unit_ids[3],unit_cnt[3],unit_ids[4],unit_cnt[4],unit_ids[5],unit_cnt[5],unit_ids[6],unit_cnt[6],unit_ids[7],unit_cnt[7],unit_ids[8],unit_cnt[8],unit_ids[9],unit_cnt[9]
1,73,SPWAW ENH-DV,4,elite recon,4,force HQ,6,force HQ,1930,1,1949,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,73,Engineer Sec,0,average,1,platoon,3,infantry,1930,1,1934,28,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,73,Infantry Plt,0,average,1,platoon,3,infantry,1930,1,1944,215,1,25,1,25,1,25,1,25,1,0,0,0,0,0,0,0,0,0,0
4,73,Lt Tank Plt ,0,average,1,platoon,1,armor,1936,3,1944,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,73,LT Tank Plt (b),0,average,1,platoon,5,*AI*,1940,8,1943,3,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,73,T38 Sec ,0,average,1,platoon,1,armor,1943,1,1943,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,73,Assault Gun Plt,0,average,1,platoon,1,armor,1944,7,1945,10,1,10,1,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0
8,73,Lt Armor Car Sc,1,recon,1,platoon,1,armor,1939,3,1949,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,73,CS Tank Plt 3,0,average,5,*unknown value*,1,armor,1942,10,1944,6,1,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,73,Med Tank Plt 3,0,average,1,platoon,1,armor,1942,8,1945,7,1,7,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,73,Assault Gun Sec,0,average,1,platoon,1,armor,1944,7,1945,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,73,TD Section,0,average,1,platoon,1,armor,1943,6,1945,11,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,73,AT Gun Sec,0,average,1,platoon,2,artillery,1937,1,1949,19,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,73,AT Gun Plt,0,average,1,platoon,2,artillery,1937,1,1949,17,1,17,1,17,1,17,1,17,1,17,1,0,0,0,0,0,0,0,0
15,73,Mtr AT Gun Plt,0,average,1,platoon,2,artillery,1941,1,1944,19,1,19,1,19,1,57,1,57,1,57,1,0,0,0,0,0,0,0,0
16,73,Mtr AT Gun Sec,0,average,1,platoon,2,artillery,1941,1,1944,19,1,19,1,57,1,57,1,0,0,0,0,0,0,0,0,0,0,0,0
17,73,Machine Gun Sec,0,average,1,platoon,3,infantry,1941,2,1949,24,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,73,Inf-AT Sec,0,average,1,platoon,3,infantry,1939,1,1949,31,1,31,1,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,73,SMG Plt,0,average,1,platoon,3,infantry,1941,1,1944,215,1,113,1,113,1,113,1,0,0,0,0,0,0,0,0,0,0,0,0
20,73,* AI FORTS *,1,recon,2,company,5,*AI*,1930,1,1949,37,1,1092,1,1018,1,1019,1,1102,1,1060,1,0,0,0,0,0,0,0,0
21,73,Med Truck Sec,0,average,1,platoon,4,miscellaneous,1930,1,1949,12,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,73,Med Truck Plt,0,average,1,platoon,4,miscellaneous,1930,1,1949,12,1,12,1,12,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0
23,73,How Battery,0,average,1,platoon,2,artillery,1930,1,1949,35,1,35,1,35,1,35,1,0,0,0,0,0,0,0,0,0,0,0,0
24,73,Artillery Bty,0,average,1,platoon,2,artillery,1934,1,1949,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,73,Artillery Bn,0,average,1,platoon,2,artillery,1934,1,1949,99,1,99,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,73,How Sec,0,average,1,platoon,2,artillery,1930,1,1949,35,1,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,73,SMG Co,1,recon,2,company,3,infantry,1941,1,1944,110,1,1019,1,1019,1,1019,1,0,0,0,0,0,0,0,0,0,0,0,0
28,73,Spec Forces Co,4,elite recon,2,company,3,infantry,1942,1,1949,127,1,127,1,127,1,127,1,127,1,127,1,0,0,0,0,0,0,0,0
29,73,Strike Element,0,average,1,platoon,4,miscellaneous,1941,6,1949,36,1,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,73,Spec Forces Pl ,4,elite recon,1,platoon,3,infantry,1942,1,1949,127,1,127,1,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,73,T38 Plt ,0,average,1,platoon,1,armor,1943,1,1943,5,1,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,73,Mortar Sec,2,dedicated artillery,1,platoon,2,artillery,1935,1,1949,21,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,73,Mortar Plt,2,dedicated artillery,1,platoon,2,artillery,1935,1,1949,21,1,21,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,73,Hvy Mortar,2,dedicated artillery,1,platoon,2,artillery,1942,1,1949,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,73,Infantry Co,1,recon,2,company,3,infantry,1930,1,1944,110,1,1003,1,1003,1,1003,1,1060,1,0,0,0,0,0,0,0,0,0,0
36,73,AI Purchas Aslt,4,elite recon,2,company,5,*AI*,1937,1,1944,14,1,1011,1,1160,1,1003,1,1003,1,1033,1,1030,1,1030,1,1007,1,0,0
37,73,AI Purchase 44,1,recon,2,company,5,*AI*,1937,1,1944,14,1,1007,1,1160,1,1003,1,1003,1,1017,1,1033,1,1002,1,1112,1,1117,1
38,73,Munte Plt+,4,elite recon,1,platoon,3,infantry,1939,3,1944,204,1,123,1,123,1,123,1,111,1,9,1,9,1,9,1,9,1,226,1
39,73,TD Company,1,recon,2,company,1,armor,1943,6,1945,11,1,11,1,1051,1,1051,1,1051,1,0,0,0,0,0,0,0,0,0,0
41,73,Assault Gun Co,1,recon,2,company,1,armor,1944,7,1945,10,1,10,1,1011,1,1007,1,1007,1,0,0,0,0,0,0,0,0,0,0
42,73,Lt Armor Car Pl,1,recon,1,platoon,1,armor,1939,3,1949,14,1,14,1,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0
43,73,AI Purchase ,1,recon,2,company,5,*AI*,1937,1,1944,110,1,1056,1,1003,1,1003,1,1002,1,1017,1,1033,1,1002,1,0,0,0,0
45,73,Ammo Dump,0,average,1,platoon,4,miscellaneous,1930,1,1949,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,73,HQ Command Post,3,elite,1,platoon,4,miscellaneous,1930,1,1949,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,73,Sniper,4,elite recon,1,platoon,3,infantry,1930,1,1949,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,73,TD Platoon,0,average,1,platoon,1,armor,1943,6,1945,11,1,11,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,73,Machine Gun Plt,0,average,1,platoon,3,infantry,1941,2,1949,24,1,24,1,24,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0
