id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,unit_ids[0],unit_cnt[0],unit_ids[1],unit_cnt[1],unit_ids[2],unit_cnt[2],unit_ids[3],unit_cnt[3],unit_ids[4],unit_cnt[4],unit_ids[5],unit_cnt[5],unit_ids[6],unit_cnt[6],unit_ids[7],unit_cnt[7],unit_ids[8],unit_cnt[8],unit_ids[9],unit_cnt[9]
1,9,SPWAW ENH-DV,4,elite recon,4,force HQ,6,force HQ,1930,1,1949,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,9,Cav Sqdrn ,1,recon,2,company,3,infantry,1930,1,1943,51,1,1030,1,1030,1,1030,1,0,0,0,0,0,0,0,0,0,0,0,0
4,9,Comm Rifle Co,1,recon,2,company,3,infantry,1931,1,1949,84,1,1013,1,1013,1,1013,1,1013,1,1056,1,0,0,0,0,0,0,0,0
5,9,Comm Rifle Co-,1,recon,2,company,3,infantry,1931,1,1949,84,1,1033,1,1033,1,1033,1,0,0,0,0,0,0,0,0,0,0,0,0
6,9,Comm Rifle Co*,1,recon,2,company,3,infantry,1931,1,1949,84,1,1012,1,1012,1,1012,1,1012,1,1056,1,0,0,0,0,0,0,0,0
7,9,Motor Rifle Co,1,recon,2,company,3,infantry,1939,1,1949,84,1,1031,1,1031,1,1031,1,1031,1,1056,1,1024,1,1021,1,0,0,0,0
9,9,Scout Car,1,recon,1,platoon,4,miscellaneous,1942,8,1949,229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,9,Elite Rifle Co,4,elite recon,2,company,3,infantry,1942,1,1949,84,1,1011,1,1011,1,1011,1,1011,1,1056,1,0,0,0,0,0,0,0,0
11,9,Elite Rifle Plt,3,elite,1,platoon,3,infantry,1942,1,1949,85,1,91,1,91,1,91,1,83,1,0,0,0,0,0,0,0,0,0,0
12,9,Comm Rifle Plt*,0,average,1,platoon,3,infantry,1931,1,1949,85,1,71,1,71,1,71,1,71,1,83,1,0,0,0,0,0,0,0,0
13,9,Comm Rifle Plt,0,average,1,platoon,3,infantry,1945,1,1949,85,1,41,1,42,1,42,1,42,1,26,1,0,0,0,0,0,0,0,0
17,9,Recon Plt,1,recon,2,company,1,armor,1933,1,1944,200,1,200,1,1030,1,1030,1,0,0,0,0,0,0,0,0,0,0,0,0
18,9,Med Truck Sec,0,average,1,platoon,4,miscellaneous,1930,1,1949,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
