id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,unit_ids[0],unit_cnt[0],unit_ids[1],unit_cnt[1],unit_ids[2],unit_cnt[2],unit_ids[3],unit_cnt[3],unit_ids[4],unit_cnt[4],unit_ids[5],unit_cnt[5],unit_ids[6],unit_cnt[6],unit_ids[7],unit_cnt[7],unit_ids[8],unit_cnt[8],unit_ids[9],unit_cnt[9]
1,19,SPWAW ENH-DV,4,elite recon,4,force HQ,6,force HQ,1936,7,1949,244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,19,Falangist Plt,0,average,1,platoon,3,infantry,1936,7,1940,174,1,109,1,109,1,109,1,109,0,0,0,0,0,0,0,0,0,0,0
4,19,Falangist Co,1,recon,2,company,3,infantry,1936,7,1940,87,1,1003,1,1003,1,1003,1,1048,1,0,0,0,0,0,0,0,0,0,0
5,19,Rifle Plt,0,average,1,platoon,3,infantry,1936,7,1940,174,1,113,1,113,1,113,1,113,1,0,0,0,0,0,0,0,0,0,0
6,19,Rifle Co,1,recon,2,company,3,infantry,1936,7,1940,87,1,113,1,1005,1,1005,1,1005,1,1184,1,1055,1,0,0,0,0,0,0
7,19,SP Div Inf Co,1,recon,2,company,3,infantry,1941,1,1945,173,1,143,1,1023,1,1023,1,1023,1,1185,1,1055,1,0,0,0,0,0,0
8,19,SP Div SMG Plt,3,elite,1,platoon,3,infantry,1942,1,1945,88,1,147,1,147,1,147,1,0,0,0,0,0,0,0,0,0,0,0,0
9,19,SP Div SMG Co,4,elite recon,2,company,3,infantry,1942,1,1945,173,1,147,1,1008,1,1008,1,1008,1,0,0,0,0,0,0,0,0,0,0
10,19,SP Div Motr Plt,3,elite,1,platoon,3,infantry,1942,1,1945,88,1,143,1,143,1,143,1,134,1,134,1,134,1,134,1,0,0,0,0
11,19,SP Div Motor Co,4,elite recon,2,company,3,infantry,1942,1,1945,173,1,134,1,1010,1,1010,1,1010,1,0,0,0,0,0,0,0,0,0,0
12,19,Ski Inf Plt,3,elite,2,company,3,infantry,1942,1,1944,152,1,152,1,152,1,152,1,0,0,0,0,0,0,0,0,0,0,0,0
13,19,Ski Inf Co,4,elite recon,2,company,3,infantry,1942,1,1944,152,1,152,1,1012,1,1012,1,1012,1,0,0,0,0,0,0,0,0,0,0
14,19,SP Div Eng Plt,0,average,1,platoon,3,infantry,1941,1,1945,150,1,171,1,171,1,171,1,0,0,0,0,0,0,0,0,0,0,0,0
15,19,Morrocan Plt,0,average,1,platoon,3,infantry,1936,8,1940,174,1,118,1,118,1,118,1,118,1,0,0,0,0,0,0,0,0,0,0
16,19,Morrocan Co,1,recon,2,company,3,infantry,1936,8,1940,87,1,1015,1,1015,1,1015,1,1184,1,0,0,0,0,0,0,0,0,0,0
17,19,Morrocan Plt,0,average,1,platoon,3,infantry,1946,1,1949,86,1,184,1,184,1,184,1,184,1,0,0,0,0,0,0,0,0,0,0
18,19,Morrocan Co,1,recon,2,company,3,infantry,1946,1,1949,89,1,1017,1,1017,1,1017,1,1185,1,0,0,0,0,0,0,0,0,0,0
19,19,Legion Inf Plt,3,elite,1,platoon,3,infantry,1936,7,1940,175,1,120,1,120,1,120,1,120,1,0,0,0,0,0,0,0,0,0,0
20,19,Legion Inf Co,4,elite recon,2,company,3,infantry,1936,7,1940,87,1,120,1,1019,1,1019,1,1019,1,1184,1,0,0,0,0,0,0,0,0
21,19,Legion Inf Plt,3,elite,2,company,3,infantry,1946,1,1949,175,1,186,1,186,1,186,1,0,0,0,0,0,0,0,0,0,0,0,0
22,19,Legion Inf Co,4,elite recon,2,company,3,infantry,1946,1,1949,89,1,186,1,1021,1,1021,1,1021,1,1185,1,0,0,0,0,0,0,0,0
23,19,SP Div Inf Plt,0,average,1,platoon,3,infantry,1936,7,1949,88,1,143,1,143,1,143,1,0,0,0,0,0,0,0,0,0,0,0,0
24,19,Elite Eng Plt,3,elite,1,platoon,3,infantry,1936,8,1940,123,1,123,1,123,1,123,1,0,0,0,0,0,0,0,0,0,0,0,0
25,19,Elite Eng Co,4,elite recon,2,company,3,infantry,1936,8,1940,87,1,1024,1,1024,1,1024,1,0,0,0,0,0,0,0,0,0,0,0,0
26,19,Topos Plt,4,elite recon,1,platoon,3,infantry,1936,8,1940,116,1,116,1,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,19,Spec Ops Plt,4,elite recon,1,platoon,3,infantry,1941,1,1945,153,1,153,1,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,19,Inf Recon Sec,1,recon,1,platoon,3,infantry,1936,7,1949,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,19,Inf Recon Grp,1,recon,1,platoon,3,infantry,1936,7,1949,126,1,126,1,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,19,Sniper,4,elite recon,1,platoon,3,infantry,1936,7,1949,129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
