id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,unit_ids[0],unit_cnt[0],unit_ids[1],unit_cnt[1],unit_ids[2],unit_cnt[2],unit_ids[3],unit_cnt[3],unit_ids[4],unit_cnt[4],unit_ids[5],unit_cnt[5],unit_ids[6],unit_cnt[6],unit_ids[7],unit_cnt[7],unit_ids[8],unit_cnt[8],unit_ids[9],unit_cnt[9]
1,81,SPWAW FV HTH,4,elite recon,4,force HQ,6,force HQ,1930,1,1949,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,81,Armored Car,1,recon,1,platoon,5,*AI*,1936,1,1945,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,81,Armored Car Sec,1,recon,1,platoon,1,armor,1936,1,1945,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,81,Armored Car Plt,1,recon,1,platoon,1,armor,1936,1,1945,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
5,81,Armored Car Co,1,recon,2,company,5,*AI*,1936,1,1945,1,1,1004,1,1004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,81,Amphib Tank Sec,1,recon,1,platoon,4,miscellaneous,1934,1,1942,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,81,Amphib Tank Plt,1,recon,1,platoon,4,miscellaneous,1934,1,1942,6,1,6,1,6,1,6,1,6,1,0,0,0,0,0,0,0,0,0,0
8,81,Amphib Tank Co,1,recon,2,company,4,miscellaneous,1934,1,1942,6,1,1007,1,1007,1,1007,1,0,0,0,0,0,0,0,0,0,0,0,0
9,81,Recon Tank Sec,1,recon,1,platoon,1,armor,1932,2,1949,201,1,201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,81,Recon Tank Plt,1,recon,1,platoon,1,armor,1932,2,1949,201,1,201,1,201,1,201,1,201,1,0,0,0,0,0,0,0,0,0,0
11,81,Recon Tank Co,1,recon,2,company,1,armor,1941,9,1949,44,1,1010,1,1010,1,1010,1,0,0,0,0,0,0,0,0,0,0,0,0
12,81,Lt Tank Sec,1,recon,1,platoon,1,armor,1932,1,1945,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,81,Lt Tank Plt,1,recon,1,platoon,1,armor,1932,1,1945,16,1,16,1,16,1,16,1,16,1,0,0,0,0,0,0,0,0,0,0
14,81,+AI AVF Picks++,1,recon,2,company,5,*AI*,1939,1,1949,21,1,1013,1,1016,1,1068,1,1021,1,1024,1,0,0,0,0,0,0,0,0
15,81,Med Tank Sec,0,average,1,platoon,1,armor,1934,1,1949,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,81,Med Tank Plt,0,average,1,platoon,1,armor,1934,1,1949,26,1,26,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,81,Med Tank Co,1,recon,2,company,1,armor,1934,1,1949,26,1,1016,1,1016,1,1016,1,0,0,0,0,0,0,0,0,0,0,0,0
18,81,Guard Tank Sec,3,elite,1,platoon,1,armor,1941,10,1949,28,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,81,Guard Tank Plt,3,elite,1,platoon,1,armor,1941,10,1949,28,1,28,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,81,Guard Tank Co,4,elite recon,2,company,1,armor,1941,10,1949,28,1,1019,1,1019,1,1019,1,0,0,0,0,0,0,0,0,0,0,0,0
21,81,Hvy Tank Plt,0,average,1,platoon,1,armor,1939,12,1949,33,1,33,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,81,T-35 Platoon,0,average,1,platoon,1,armor,1933,10,1941,32,1,32,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,81,Hvy Tank Co,1,recon,2,company,1,armor,1939,12,1949,33,1,1021,1,1021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,81,TD Sec,0,average,1,platoon,1,armor,1941,6,1949,49,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,81,TD Bty,0,average,1,platoon,1,armor,1941,9,1949,49,1,49,1,49,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0
26,81,TD Btn,1,recon,2,company,1,armor,1941,9,1949,49,1,1025,1,1025,1,1025,1,1025,1,0,0,0,0,0,0,0,0,0,0
27,81,Assault Gun Sec,0,average,1,platoon,1,armor,1933,1,1949,53,1,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,81,+AI Defend-1+++,4,elite recon,2,company,5,*AI*,1933,1,1949,53,1,1024,1,1015,1,1030,1,1129,1,1132,1,1132,1,1109,1,1136,1,0,0
29,81,Assault Gun Btn,1,recon,2,company,1,armor,1933,1,1949,53,1,1062,1,1062,1,1062,1,1062,1,1062,1,0,0,0,0,0,0,0,0
30,81,Hvy TD Sec,0,average,1,platoon,1,armor,1943,8,1949,56,1,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,81,Hvy TD Bty,0,average,1,platoon,1,armor,1943,8,1949,56,1,56,1,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,81,Hvy TD Btn,1,recon,2,company,1,armor,1943,8,1949,56,1,1179,1,1031,1,1031,1,1031,1,0,0,0,0,0,0,0,0,0,0
33,81,Mine Clear Plt,0,average,1,platoon,1,armor,1943,10,1949,72,1,72,1,72,1,72,1,0,0,0,0,0,0,0,0,0,0,0,0
34,81,Flame Tank Plt,0,average,1,platoon,1,armor,1938,8,1949,70,1,70,1,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,81,Recon Plt,1,recon,1,platoon,4,miscellaneous,1940,1,1943,4,1,2,1,125,1,132,1,89,1,0,0,0,0,0,0,0,0,0,0
36,81,Lend Lease Sec,0,average,1,platoon,4,miscellaneous,1942,4,1945,65,1,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,81,Lend Lease Plt,0,average,1,platoon,4,miscellaneous,1942,4,1945,65,1,65,1,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,81,Lend Lease Co,1,recon,2,company,4,miscellaneous,1942,4,1945,65,1,1037,1,1037,1,1037,1,0,0,0,0,0,0,0,0,0,0,0,0
39,81,Cpt Tank Plt,0,average,1,platoon,1,armor,1942,1,1945,73,1,73,1,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,81,Strike Aircraft,0,average,1,platoon,4,miscellaneous,1940,9,1949,194,1,194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,81,Cargo Aircraft,0,average,1,platoon,4,miscellaneous,1939,1,1949,182,1,182,1,182,1,182,1,0,0,0,0,0,0,0,0,0,0,0,0
42,81,Gliders,0,average,1,platoon,4,miscellaneous,1943,1,1949,183,1,183,1,183,1,183,1,0,0,0,0,0,0,0,0,0,0,0,0
43,81,Utility Veh Sec,0,average,1,platoon,4,miscellaneous,1935,1,1949,79,1,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,81,Med Truck Sec,0,average,1,platoon,4,miscellaneous,1930,1,1949,84,1,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,81,Med Truck Plt,0,average,1,platoon,4,miscellaneous,1930,1,1949,84,1,84,1,84,1,84,1,0,0,0,0,0,0,0,0,0,0,0,0
46,81,Hvy Truck Sec,0,average,1,platoon,4,miscellaneous,1936,1,1949,87,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,81,Hvy Truck Plt,0,average,1,platoon,4,miscellaneous,1936,1,1949,87,1,87,1,87,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0
48,81,Lt Tank Co,1,recon,2,company,1,armor,1932,1,1945,21,1,22,1,1013,1,1013,1,1013,1,0,0,0,0,0,0,0,0,0,0
49,81,NKVD Detachment,4,elite recon,1,platoon,3,infantry,1941,7,1945,154,1,117,1,120,1,135,1,0,0,0,0,0,0,0,0,0,0,0,0
50,81,Scout Car Sec,1,recon,1,platoon,4,miscellaneous,1943,6,1949,90,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,81,Scout Car Plt,1,recon,1,platoon,4,miscellaneous,1943,6,1949,90,1,90,1,90,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0
52,81,Halftrack Sec,0,average,1,platoon,4,miscellaneous,1942,10,1949,91,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,81,Halftrack Plt,0,average,1,platoon,4,miscellaneous,1942,10,1949,91,1,91,1,91,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0
54,81,Pack Mules,0,average,1,platoon,4,miscellaneous,1930,1,1949,226,1,226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,81,Gun Teams,0,average,1,platoon,4,miscellaneous,1930,1,1945,227,1,227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,81,Wagons,0,average,1,platoon,4,miscellaneous,1930,1,1949,228,1,228,1,228,1,228,1,0,0,0,0,0,0,0,0,0,0,0,0
57,81,AA Gun Sec,0,average,1,platoon,2,artillery,1931,1,1949,100,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,81,AA Gun Bty,0,average,1,platoon,2,artillery,1931,1,1949,100,1,100,1,100,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0
