id,name,wclass,wclass,size,warhead,kill,pen_AP,pen_HE,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
0,SPWAW,0,SPWOOB_WCLASS_UNKNOWN,0,0,0,0,0,0,0,0,0,0
1,Mexicanski,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,12,40,0
9,25mm L72 Gun,5,SPWOOB_WCLASS_SML_GUN,6,2,2,35,9,0,0,36,80,0
11,37mm 61-K obr39,4,SPWOOB_WCLASS_AA,6,2,11,44,12,0,0,64,180,0
12,37mm L21 Gun,5,SPWOOB_WCLASS_SML_GUN,6,2,4,27,9,0,0,28,80,0
14,37mm PP obr. 15,5,SPWOOB_WCLASS_SML_GUN,6,2,2,33,11,0,74,40,160,72
16,40mmL25 Gun M33,5,SPWOOB_WCLASS_SML_GUN,7,3,2,30,10,0,0,44,160,0
18,45mm L46 Gun,5,SPWOOB_WCLASS_SML_GUN,7,3,3,66,13,0,90,48,120,120
21,47mm L32 Gun,5,SPWOOB_WCLASS_SML_GUN,7,3,3,57,13,0,0,52,120,0
29,50mm Valero Mtr,3,SPWOOB_WCLASS_TEAM,2,3,4,0,8,0,0,0,44,10
31,Cannone 65/17,6,SPWOOB_WCLASS_MDM_GUN,8,4,6,25,19,83,0,52,216,40
32,75/12 Schn Gun,6,SPWOOB_WCLASS_MDM_GUN,8,4,6,0,21,45,0,58,216,80
33,Canon 75mle 28,6,SPWOOB_WCLASS_MDM_GUN,8,4,7,72,23,0,0,40,216,0
36,76mm P obr. 02,6,SPWOOB_WCLASS_MDM_GUN,9,4,5,0,25,0,0,52,216,0
37,81mm Valero Mtr,3,SPWOOB_WCLASS_TEAM,5,5,8,0,18,0,0,0,208,20
57,82mm BM obr. 37,3,SPWOOB_WCLASS_TEAM,5,5,8,0,18,0,0,0,207,20
61,80mm Skoda FH,6,SPWOOB_WCLASS_MDM_GUN,9,5,6,0,27,0,0,48,216,40
70,100mm Skoda FH,7,SPWOOB_WCLASS_LRG_GUN,12,6,10,0,32,0,0,32,224,40
71,105mm Tr.Vk m22,7,SPWOOB_WCLASS_LRG_GUN,12,6,12,74,34,85,0,48,226,40
72,Trench Mortar,7,SPWOOB_WCLASS_LRG_GUN,3,6,10,0,38,0,0,0,208,20
80,152mm GP obr 37,7,SPWOOB_WCLASS_LRG_GUN,12,9,16,165,51,0,0,48,228,40
82,Dynamite Charge,2,SPWOOB_WCLASS_INF_SEC,1,8,12,0,90,0,0,4,4,0
83,Flamethrower,8,SPWOOB_WCLASS_FLAME_INF,2,15,15,0,150,0,0,4,4,0
84,Satchel Charge,2,SPWOOB_WCLASS_INF_SEC,2,10,12,222,20,150,0,60,4,0
85,Petrol Bomb,8,SPWOOB_WCLASS_FLAME_INF,1,3,2,222,55,55,0,4,4,0
86,Granata M14/30,2,SPWOOB_WCLASS_INF_SEC,1,2,10,0,19,0,0,4,4,0
87,No.36 Mills Grn,2,SPWOOB_WCLASS_INF_SEC,1,2,10,0,19,0,0,4,4,0
93,Djakonov RGL,2,SPWOOB_WCLASS_INF_SEC,2,2,3,222,10,35,0,0,8,0
95,8mm Hotchkiss ,2,SPWOOB_WCLASS_INF_SEC,2,1,6,0,0,0,0,36,48,0
98,M1928 DP LMG,2,SPWOOB_WCLASS_INF_SEC,2,1,6,0,0,0,0,28,64,0
100,8mm FM14 HMG,3,SPWOOB_WCLASS_TEAM,4,1,9,0,0,0,0,36,100,0
108,Flame Projector,9,SPWOOB_WCLASS_FLAME_VHC,3,20,20,0,200,0,0,8,8,0
110,150mm Tr.Kr Gun,7,SPWOOB_WCLASS_LRG_GUN,12,8,12,0,52,0,0,48,228,80
114,9mm Pistola,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,4,4,0
118,.303 Vickers MG,3,SPWOOB_WCLASS_TEAM,4,1,14,0,0,0,0,48,100,0
121,.303 Lewis LMG,2,SPWOOB_WCLASS_INF_SEC,2,1,6,0,0,0,0,28,60,0
122,7.62mm PM1910,4,SPWOOB_WCLASS_AA,3,1,15,0,0,0,0,36,120,0
124,12.7mm DShK HMG,3,SPWOOB_WCLASS_TEAM,4,1,16,20,20,0,0,44,160,0
125,7.92mm MG13 BMG,5,SPWOOB_WCLASS_SML_GUN,3,1,8,0,0,0,0,28,40,0
129,7.62mm DT BMG,5,SPWOOB_WCLASS_SML_GUN,3,1,8,0,0,0,0,28,40,0
137,.303 Vickrs CMG,5,SPWOOB_WCLASS_SML_GUN,3,1,10,0,0,0,0,44,120,0
139,8mm Madsen AAMG,4,SPWOOB_WCLASS_AA,3,1,8,0,0,0,0,36,80,0
146,7.62 M1891/30 ,1,SPWOOB_WCLASS_INF_PRM,1,1,5,0,0,0,0,60,80,0
154,7.92mm (2) TMG,5,SPWOOB_WCLASS_SML_GUN,3,1,14,0,0,0,0,44,70,0
158,9mm MP38/40 SMG,1,SPWOOB_WCLASS_INF_PRM,1,1,3,0,0,0,0,8,12,0
159,7.62mm MG,11,SPWOOB_WCLASS_AIRCRAFT,0,1,10,1,10,0,0,24,24,0
171,7.62mm DT CMG,5,SPWOOB_WCLASS_SML_GUN,2,1,9,0,0,0,0,40,100,0
172,7.62mm DT TMG,5,SPWOOB_WCLASS_SML_GUN,2,1,9,0,0,0,0,36,100,0
178,8mm 1897 Lebel ,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,8,48,0
184,AT Grenade,2,SPWOOB_WCLASS_INF_SEC,2,6,2,222,0,75,0,0,4,0
188,Lt Naval Gun,10,SPWOOB_WCLASS_NAVAL,99,8,14,0,54,0,0,28,227,0
189,Med Naval Gun,10,SPWOOB_WCLASS_NAVAL,99,12,24,0,65,0,0,16,228,0
190,Hvy Naval Gun,10,SPWOOB_WCLASS_NAVAL,99,20,50,0,145,0,0,16,230,0
191,Bayonet/Sword,1,SPWOOB_WCLASS_INF_PRM,1,1,4,0,0,0,0,4,4,0
196,7.5mm FM14 MG,5,SPWOOB_WCLASS_SML_GUN,2,1,9,0,0,0,0,36,120,0
197,7.5mm FM14 BMG,5,SPWOOB_WCLASS_SML_GUN,2,1,8,0,0,0,0,28,32,0
205,8mm FM14 BMG,5,SPWOOB_WCLASS_SML_GUN,3,1,8,0,0,0,0,28,40,0
206,8mm Chauchat,1,SPWOOB_WCLASS_INF_PRM,3,1,5,0,0,0,0,20,48,0
209,9mm MP28 SMG,1,SPWOOB_WCLASS_INF_PRM,1,1,3,0,0,0,0,4,12,0
211,7.5mm FM24 TMG,5,SPWOOB_WCLASS_SML_GUN,2,1,9,7,5,0,0,36,120,0
213,8mm 1816 Mauser,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,12,48,0
217,.303 SMLE No.4,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,20,24,0
219,70mm SH1908 Gun,6,SPWOOB_WCLASS_MDM_GUN,8,4,6,0,19,0,0,54,208,60
220,7.7mm Lewis BMG,5,SPWOOB_WCLASS_SML_GUN,2,1,8,0,0,0,0,28,32,0
222,8mm (2) BMG,5,SPWOOB_WCLASS_SML_GUN,3,1,15,0,0,0,0,28,40,0
224,8mm (2) TMG,5,SPWOOB_WCLASS_SML_GUN,3,1,16,0,0,0,0,48,120,0
228,8mm 1816 Mauser,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,16,24,0
229,Misc Small Arms,1,SPWOOB_WCLASS_INF_PRM,1,1,2,0,0,0,0,8,12,0
230,Mexicanski,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,12,24,0
231,8mm 1897 Lebel,1,SPWOOB_WCLASS_INF_PRM,1,1,1,0,0,0,0,8,24,0
234,7.92 MG13 LMG,2,SPWOOB_WCLASS_INF_SEC,2,1,6,0,0,0,0,28,44,0
