id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,unit_ids[0],unit_cnt[0],unit_ids[1],unit_cnt[1],unit_ids[2],unit_cnt[2],unit_ids[3],unit_cnt[3],unit_ids[4],unit_cnt[4],unit_ids[5],unit_cnt[5],unit_ids[6],unit_cnt[6],unit_ids[7],unit_cnt[7],unit_ids[8],unit_cnt[8],unit_ids[9],unit_cnt[9]
1,87,SPWAW ENH-DV,4,elite recon,4,force HQ,6,force HQ,1930,1,1949,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,87,Ind Tank Plt,0,average,1,platoon,1,armor,1940,5,1941,84,1,84,1,84,1,84,1,84,1,0,0,0,0,0,0,0,0,0,0
3,87,Med Tank Plt,0,average,1,platoon,1,armor,1944,11,1949,5,1,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,87,TD Platoon,0,average,1,platoon,1,armor,1945,1,1949,7,1,7,1,7,1,7,1,7,1,0,0,0,0,0,0,0,0,0,0
5,87,Lt SPG Btry,0,average,1,platoon,1,armor,1945,1,1949,6,1,6,1,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
6,87,Infantry Plt,0,average,1,platoon,3,infantry,1930,1,1941,235,1,41,1,41,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0
7,87,AI Purchase***,1,recon,2,company,5,*AI*,1939,1,1949,48,1,1006,1,1066,1,1056,1,1061,1,39,1,41,1,0,0,0,0,0,0
8,87,Rifle Plt,0,average,1,platoon,3,infantry,1944,11,1949,235,1,48,1,47,1,47,1,47,1,0,0,0,0,0,0,0,0,0,0
9,87,SMG Plt,0,average,1,platoon,3,infantry,1944,11,1949,235,1,48,1,48,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0
10,87,Pioneer Plt,0,average,1,platoon,3,infantry,1930,1,1949,61,1,62,1,62,1,62,1,0,0,0,0,0,0,0,0,0,0,0,0
11,87,TD Section,0,average,1,platoon,1,armor,1945,1,1949,7,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,87,Cavalry Trp,1,recon,1,platoon,3,infantry,1930,1,1941,49,1,49,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,87,Cavalry Sqdrn,1,recon,2,company,3,infantry,1930,1,1941,49,1,1012,1,1012,1,1012,1,1012,1,0,0,0,0,0,0,0,0,0,0
14,87,Armored Car Sec,1,recon,1,platoon,1,armor,1942,7,1944,8,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,87,Armored Car Plt,1,recon,1,platoon,1,armor,1945,1,1949,10,1,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,87,Med Truck Plt,0,average,1,platoon,4,miscellaneous,1930,1,1949,11,1,11,1,11,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0
17,87,Med Truck Sec,0,average,1,platoon,4,miscellaneous,1930,1,1949,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,87,Fast AFV Plt,1,recon,1,platoon,1,armor,1938,1,1941,99,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,87,Fast AFV Sqdrn,1,recon,2,company,1,armor,1938,1,1941,99,1,1018,1,1018,1,1018,1,1018,1,0,0,0,0,0,0,0,0,0,0
20,87,Med Tank Sec,0,average,1,platoon,1,armor,1944,11,1949,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,87,Mortar Sec,2,dedicated artillery,1,platoon,2,artillery,1931,1,1949,27,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,87,Hvy Mortar Sec,2,dedicated artillery,1,platoon,2,artillery,1944,7,1949,29,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,87,HMG Sec,0,average,1,platoon,3,infantry,1930,1,1949,32,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,87,Inf-AT Sec,0,average,1,platoon,3,infantry,1930,1,1947,40,1,40,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,87,Demolition Sec,3,elite,1,platoon,3,infantry,1941,1,1944,51,1,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,87,Sniper,4,elite recon,1,platoon,3,infantry,1939,5,1949,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,87,Fortifications,0,average,1,platoon,4,miscellaneous,1939,1,1949,59,1,59,1,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,87,Howitzer,5,elite dedicated artillery,1,platoon,2,artillery,1930,1,1949,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,87,Howitzer Bty,5,elite dedicated artillery,1,platoon,2,artillery,1930,1,1949,94,1,94,1,94,1,94,1,0,0,0,0,0,0,0,0,0,0,0,0
30,87,Howitzer Sec,2,dedicated artillery,1,platoon,2,artillery,1930,1,1941,95,1,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,87,MMG Sec,0,average,1,platoon,3,infantry,1940,1,1949,33,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,87,Artillery Btry,0,average,1,platoon,2,artillery,1930,1,1949,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,87,Artillery Btn,0,average,1,platoon,2,artillery,1930,1,1949,63,1,63,1,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,87,Partisan Band,1,recon,1,platoon,3,infantry,1941,5,1949,46,1,45,1,44,1,43,1,42,1,0,0,0,0,0,0,0,0,0,0
35,87,Light Tank Plt,0,average,1,platoon,1,armor,1930,1,1941,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
36,87,Light Tank Co,1,recon,2,company,1,armor,1930,1,1941,1,1,1035,1,1035,1,1035,1,0,0,0,0,0,0,0,0,0,0,0,0
