id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,ew,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
1,0,****Canada****,344,NO UNIT,14,other,0,default,1946,1,2025,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65115,0,0,0,0
4,30,M4 Sherman,130,main battle tank,2,armor,3,track,1946,1,1947,4,5,5,3,53,11,60,0,3,3,0,1,7,13,31,0,2,80,50,47,0,0,66,120,0,51,90,0,65,120,0,0,0,0,0,0,0,0,0,9,4,4,9,6,6,2,0,0,0,0,0,0,0,0,7558,0,129,3946,4143
5,30,Sherman Firefly,130,main battle tank,2,armor,3,track,1946,1,1947,12,5,4,3,73,13,61,0,4,4,0,1,6,13,33,0,2,87,24,0,0,53,66,120,0,51,90,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,11,5,6,2,0,0,0,0,0,0,0,0,12802,0,471,4070,4235
6,30,M4A2 HVSS,130,main battle tank,2,armor,0,default,1946,1,1953,12,5,5,3,64,14,60,0,3,6,0,1,7,12,25,0,2,85,21,35,0,15,55,90,0,66,120,0,65,120,0,0,0,0,0,0,0,0,0,9,4,4,9,6,6,2,0,0,0,0,0,0,0,0,56038,0,444,7519,7520
8,30,Centurion Mk 3,130,main battle tank,2,armor,3,track,1952,3,1964,12,5,4,4,85,12,70,0,10,6,0,1,7,13,38,0,2,91,25,10,0,30,66,120,0,51,90,0,0,0,0,13,11,5,16,12,8,2,0,13,5,5,16,10,6,2,0,0,0,0,0,0,0,0,8167,0,1002,1005,4059
10,30,Centurion Mk5/1,130,main battle tank,2,armor,3,track,1958,1,1965,12,5,4,4,98,12,80,0,15,6,0,1,7,13,38,0,2,91,25,0,0,39,62,120,0,53,90,0,0,0,0,26,15,6,23,14,6,3,0,26,6,6,23,12,6,3,0,0,0,0,0,0,0,0,8197,0,1009,1012,7296
11,30,Leopard C1A1,130,main battle tank,2,armor,3,track,1993,1,2006,12,5,4,4,282,22,90,40,35,22,0,5,6,13,32,0,3,111,0,0,25,30,67,120,0,53,90,0,0,0,0,21,22,5,65,22,14,3,0,21,8,4,30,12,9,3,0,0,0,0,0,0,0,0,56024,0,4781,4783,4782
12,30,Centurion Mk 6,130,main battle tank,2,armor,3,track,1965,1,1975,12,5,4,4,158,12,90,20,15,16,0,1,6,13,38,0,2,95,0,0,35,35,62,120,0,53,90,0,0,0,0,26,15,6,23,14,6,3,0,26,6,6,23,12,6,3,0,0,0,0,0,0,0,0,8011,0,1021,1022,7448
13,30,Centurion Mk 11,130,main battle tank,2,armor,3,track,1971,1,1978,5,5,4,4,165,12,90,30,15,16,0,2,6,13,38,0,2,95,0,0,35,35,62,120,0,53,90,0,0,0,0,26,15,6,23,14,6,3,0,26,6,6,23,12,6,3,0,0,0,0,0,0,0,0,1431,0,4861,7449,7450
14,30,Leopard C1,130,main battle tank,2,armor,3,track,1978,6,1986,12,5,4,4,184,22,90,20,25,18,0,3,6,13,32,0,3,103,0,0,35,20,67,120,0,53,90,0,0,0,0,21,12,5,65,12,9,3,0,21,8,4,27,12,9,3,0,0,0,0,0,0,0,0,1424,0,4766,4769,4768
15,30,Leopard C1,130,main battle tank,2,armor,3,track,1982,1,1984,12,5,4,4,188,22,90,20,25,18,0,3,6,13,32,0,3,104,0,0,30,25,67,120,0,53,90,0,0,0,0,21,12,5,65,12,9,3,0,21,8,4,27,12,9,3,0,0,0,0,0,0,0,0,1424,0,4766,4769,4768
16,30,Leopard C1,130,main battle tank,2,armor,3,track,1985,1,1986,12,5,4,4,192,22,90,20,25,18,0,3,6,13,32,0,3,105,0,0,30,25,67,120,0,53,90,0,0,0,0,21,12,5,65,12,9,3,0,21,8,4,27,12,9,3,0,0,0,0,0,0,0,0,1427,0,4766,4769,4768
17,30,Leopard C1A1,130,main battle tank,2,armor,3,track,1987,1,1992,12,5,4,4,220,22,90,30,35,22,0,4,6,13,32,0,3,105,0,0,25,30,67,120,0,53,90,0,0,0,0,21,22,5,65,22,14,3,0,21,8,4,30,12,9,3,0,0,0,0,0,0,0,0,56024,0,4781,4783,4782
18,30,Leopard C2,130,main battle tank,2,armor,3,track,1999,6,2015,12,5,4,5,303,22,91,40,40,22,3,6,6,0,33,0,3,111,0,0,25,30,67,120,0,53,90,0,0,0,0,40,30,6,80,25,15,4,0,27,8,4,57,12,9,3,0,0,0,0,0,0,0,0,1229,0,2545,2544,2574
19,30,Kangaroo,166,tracked APC,3,APC,3,track,1946,1,1964,12,4,2,4,21,13,61,0,0,0,0,0,9,111,18,0,2,51,90,0,0,0,0,0,0,0,0,0,65,120,0,0,0,0,0,0,0,0,0,10,4,4,10,4,4,0,0,0,0,0,0,0,0,0,25115,0,1974,9068,9067
20,30,M113A1,166,tracked APC,3,APC,3,track,1964,1,2000,12,3,2,4,29,20,90,0,0,0,0,0,9,111,10,2,2,55,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,2,1,1,0,0,0,0,0,0,0,0,56027,0,4,2036,3269
21,30,M113A2,166,tracked APC,3,APC,3,track,1980,1,2025,12,3,2,4,30,20,90,0,0,0,0,0,9,111,10,2,2,55,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,4,3,2,1,0,0,0,0,0,0,0,0,1436,0,2037,2040,3270
22,30,M113A3c TLAV,166,tracked APC,3,APC,3,track,2005,1,2025,12,3,2,4,38,22,90,10,0,0,0,0,9,109,11,0,2,68,120,0,0,0,67,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,5,4,3,2,0,0,0,0,0,0,0,0,21191,0,3606,3605,3606
23,30,M113 MTVL,166,tracked APC,3,APC,3,track,2009,1,2025,12,3,2,4,94,22,90,40,0,0,3,0,9,112,11,0,2,68,120,0,0,0,67,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,5,4,3,2,0,0,0,0,0,0,0,0,65355,0,104,108,104
24,30,Mamba APC,177,MRV IFV,3,APC,1,wheel,1995,1,2025,12,2,2,7,34,26,92,10,0,0,0,0,9,109,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,6606,0,3266,3267,3268
25,30,RG-31 Nyala,177,MRV IFV,3,APC,1,wheel,2006,1,2020,12,2,2,7,101,33,92,40,3,3,0,0,9,109,12,0,1,55,120,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,3,2,2,2,0,3,2,2,3,2,2,2,0,0,0,0,0,0,0,0,6604,0,3266,3267,3268
26,30,M113A1 Dozer,146,engineer tank,2,armor,3,track,1968,1,2025,12,3,2,4,82,20,82,0,0,0,0,0,9,108,12,0,2,55,90,0,0,0,0,0,0,0,0,0,0,0,0,103,2,2,4,3,2,1,0,5,2,1,4,3,2,1,0,0,0,0,0,0,0,0,54091,0,3214,3385,3386
27,30,M113A3 TLAV S,166,tracked APC,3,APC,3,track,2007,1,2025,12,3,2,4,89,22,90,10,0,0,0,0,9,109,11,0,2,68,120,0,0,0,67,120,0,0,0,0,0,0,0,35,35,35,35,35,35,2,0,5,4,3,5,4,3,2,0,0,0,0,0,0,0,0,21190,0,109,110,109
28,30,RG-31 Nyala+,177,MRV IFV,3,APC,1,wheel,2009,1,2020,12,2,2,7,159,33,92,40,3,3,0,0,9,109,12,0,1,55,120,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,35,35,35,35,0,3,2,2,3,2,2,2,0,0,0,0,0,0,0,0,65356,0,72,73,72
29,30,Bison AVGP,161,wheeled APC,3,APC,2,wheel (AT),1993,1,2005,12,5,2,4,33,36,91,0,0,0,0,0,9,112,18,3,2,53,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,3,2,0,0,0,0,0,0,0,0,56050,0,7370,7369,7370
30,30,Grizzly AVGP,161,wheeled APC,3,APC,2,wheel (AT),1976,1,1989,12,4,2,4,68,36,92,10,25,2,0,2,9,108,18,3,2,55,120,0,0,0,53,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,3,2,0,0,0,0,0,0,0,0,56029,0,1788,4236,4237
31,30,Grizzly AVGP,161,wheeled APC,3,APC,2,wheel (AT),1994,1,2005,12,4,2,4,73,34,92,30,25,2,0,2,9,108,19,0,2,55,120,0,0,0,53,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,3,2,0,0,0,0,0,0,0,0,56029,0,1788,4236,4237
32,30,LAVIII Kodiak,161,wheeled APC,3,APC,2,wheel (AT),1999,1,2001,12,5,2,4,142,36,90,40,25,14,0,4,9,108,28,0,2,73,25,0,0,25,67,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,4,3,2,0,0,0,0,0,0,0,0,32036,0,1774,1775,1774
33,30,Grizzly AVGP,161,wheeled APC,3,APC,2,wheel (AT),1990,1,2005,12,4,2,4,68,36,92,10,25,2,0,2,9,108,18,3,2,55,120,0,0,0,53,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,3,2,0,0,0,0,0,0,0,0,56029,0,1788,4236,4237
34,30,Cougar HEV 6x6,177,MRV IFV,3,APC,1,wheel,2008,1,2025,12,4,2,7,55,26,92,20,3,3,0,1,9,108,12,0,1,53,120,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,3,2,2,2,0,3,2,2,3,2,2,2,0,0,0,0,0,0,0,0,6603,0,3259,3260,3260
35,30,Leopard 2A4MCAN,130,main battle tank,2,armor,3,track,2010,10,2025,12,5,4,7,396,26,90,40,55,22,0,7,7,0,42,0,3,108,10,0,12,20,67,120,0,53,90,0,50,30,10,115,60,35,185,65,35,16,0,62,18,9,94,30,15,9,0,0,0,0,0,0,0,0,9294,0,7305,7304,7306
36,30,Leopard 2A6MCAN,130,main battle tank,2,armor,3,track,2007,6,2025,12,5,4,7,405,24,90,40,55,22,0,7,7,0,44,0,2,106,10,0,12,20,71,120,0,72,90,0,50,30,10,115,60,35,185,65,35,16,0,62,18,9,94,30,15,9,0,0,0,0,0,0,0,0,811,0,310,309,333
37,30,TAPV APC,177,MRV IFV,3,APC,2,wheel (AT),2016,8,2025,12,3,2,7,79,35,90,15,25,7,0,1,9,8,13,0,2,50,30,4,0,0,68,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,3,2,0,0,0,0,0,0,0,0,9504,0,3858,3857,3859
40,30,M125,182,light sp mortar,4,artillery,3,track,1961,1,1999,12,3,4,4,48,22,91,0,0,0,0,0,7,0,10,2,0,45,114,0,0,0,55,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,2,1,1,0,0,0,0,0,0,0,0,1437,0,3201,3205,8051
41,30,Wolf,182,light sp mortar,4,artillery,2,wheel (AT),2000,1,2025,12,5,4,4,48,36,91,0,0,0,0,0,7,0,18,3,2,107,80,0,0,0,53,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,3,2,0,0,0,0,0,0,0,0,56028,0,3280,3281,3282
42,30,LAV 81mm SPM,182,light sp mortar,4,artillery,2,wheel (AT),2004,1,2025,12,4,5,4,49,35,92,0,0,0,0,0,7,0,28,0,0,107,99,0,0,0,53,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,4,3,2,0,0,0,0,0,0,0,0,9212,0,2521,2522,2523
44,30,M113/106mm RCL,226,SP ATGM launcher,5,anti-tank,3,track,1965,1,1976,12,3,4,4,38,20,90,0,2,2,0,0,6,106,10,2,0,55,90,0,0,0,0,0,0,46,10,10,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,2,1,1,0,0,0,0,0,0,0,0,1429,0,1224,1224,1224
45,30,M113/TOW,226,SP ATGM launcher,5,anti-tank,3,track,1976,1,1984,12,3,3,4,183,23,90,0,0,0,0,0,4,0,10,2,2,157,0,0,16,0,55,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,2,1,1,0,0,0,0,0,0,0,0,1434,0,2225,2225,4141
46,30,M113/TOW,226,SP ATGM launcher,5,anti-tank,3,track,1984,1,1988,12,3,3,4,243,23,90,40,0,0,0,0,4,0,10,2,2,158,0,0,16,0,55,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,2,1,1,0,0,0,0,0,0,0,0,1434,0,2225,2225,4141
47,30,M113 TUA,226,SP ATGM launcher,5,anti-tank,3,track,1988,1,2000,12,2,4,4,207,20,90,40,0,0,0,0,8,0,10,0,4,164,0,0,12,0,67,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,6,6,6,1,0,0,0,0,0,0,0,0,43050,0,8,8,8
48,30,M113 TUA,226,SP ATGM launcher,5,anti-tank,3,track,2001,1,2011,12,2,4,4,275,22,90,40,0,0,0,0,8,0,10,0,4,232,0,0,12,0,67,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,6,6,6,1,0,0,0,0,0,0,0,0,43050,0,8,8,8
49,30,LAV TUA,226,SP ATGM launcher,5,anti-tank,2,wheel (AT),2006,1,2025,12,4,4,4,280,36,92,40,0,0,0,0,4,0,28,0,4,232,0,0,12,0,67,90,0,0,0,0,0,0,0,6,6,5,7,6,5,3,0,4,4,3,5,4,3,2,0,0,0,0,0,0,0,0,43048,0,1776,1777,4195
52,30,106mm RCL Jeep,228,wheeled ATGM launcher,5,anti-tank,2,wheel (AT),1961,1,1979,12,2,4,0,22,35,90,0,2,2,0,0,6,0,10,0,0,46,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,0,464,7522,7521
56,30,SS-11 Jeep,227,light SP ATGM launcher,5,anti-tank,2,wheel (AT),1968,1,1975,12,2,2,0,36,35,50,0,0,0,0,0,4,0,10,0,0,146,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,0,593,593,593
57,30,TOW Jeep,227,light SP ATGM launcher,5,anti-tank,2,wheel (AT),1976,1,1983,12,2,3,0,50,35,90,0,0,0,0,0,4,0,10,0,0,157,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,0,149,149,149
58,30,TOW Jeep,227,light SP ATGM launcher,5,anti-tank,2,wheel (AT),1984,1,1992,12,2,3,0,105,35,90,40,0,0,0,0,4,0,10,0,0,158,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,0,149,149,149
59,30,TOW Jeep,227,light SP ATGM launcher,5,anti-tank,2,wheel (AT),1993,1,2005,12,2,3,0,107,35,90,40,0,0,0,0,4,0,10,0,0,164,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,0,149,149,149
64,30,Rifle Section,3,heavy wpns squad,0,infantry,0,default,1946,1,1948,12,1,10,0,23,6,40,0,0,0,0,0,9,0,0,0,0,4,80,0,0,0,12,80,0,18,0,8,121,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7096,0,0,0,0
65,30,Rifle Section,3,heavy wpns squad,0,infantry,0,default,1949,1,1951,12,1,10,0,24,6,40,0,0,0,0,0,9,0,0,0,0,4,80,0,0,0,12,80,0,15,0,8,121,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7096,0,0,0,0
66,30,Rifle Section,3,heavy wpns squad,0,infantry,0,default,1952,1,1956,12,1,10,0,25,6,40,0,0,0,0,0,9,0,0,0,0,4,80,0,0,0,12,80,0,16,0,8,88,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7096,0,0,0,0
67,30,Rifle Section,3,heavy wpns squad,0,infantry,0,default,1957,1,1968,12,1,10,0,22,6,50,0,0,0,0,0,9,0,0,0,0,7,80,0,0,0,36,80,0,16,0,6,88,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0
68,30,Rifle Section,3,heavy wpns squad,0,infantry,0,default,1987,1,1988,12,1,10,0,22,6,50,0,0,0,0,0,9,0,0,0,0,7,80,0,0,0,39,80,0,29,0,6,88,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0
69,30,Rifle Section,3,heavy wpns squad,0,infantry,0,default,1989,1,1995,12,1,8,0,23,6,90,0,0,0,0,0,9,0,0,0,0,9,80,0,0,0,14,80,0,29,0,6,88,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12109,0,0,0,0
70,30,Rifle Section,3,heavy wpns squad,0,infantry,0,default,1996,1,2025,12,1,8,0,27,6,90,10,0,0,0,0,9,0,0,0,0,21,80,0,0,0,19,80,0,29,0,6,88,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4106,0,0,0,0
71,30,Rifle Section,3,heavy wpns squad,0,infantry,0,default,2000,1,2025,12,1,8,0,69,6,91,10,0,0,0,0,9,0,0,0,0,21,80,0,0,0,19,80,0,147,0,4,88,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4106,0,0,0,0
72,30,Rifle Section,3,heavy wpns squad,0,infantry,0,default,1996,1,2025,12,1,8,0,32,6,70,10,0,0,0,0,9,0,0,0,0,21,80,0,0,0,14,80,0,30,2,4,88,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4106,0,0,0,0
73,30,Rifle Section,3,heavy wpns squad,0,infantry,0,default,1965,1,1986,12,1,10,0,22,6,50,0,0,0,0,0,9,0,0,0,0,7,80,0,0,0,39,80,0,29,0,6,88,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0
75,30,Rifle Section,0,infantry,0,infantry,0,default,2000,1,2025,12,1,8,0,69,6,81,10,0,0,0,0,9,0,0,0,0,21,80,0,0,0,19,80,0,147,0,4,121,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4106,0,0,0,0
76,30,Rifle Section,0,infantry,0,infantry,0,default,1946,1,1956,12,1,10,0,20,6,30,0,0,0,0,0,9,0,0,0,0,4,80,0,0,0,12,80,0,121,20,0,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7096,0,0,0,0
