rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.AP_FH,arm.AP_SH,arm.AP_RH,arm.AP_FT,arm.AP_ST,arm.AP_RT,arm.AP_TP,arm.HE_FH,arm.HE_SH,arm.HE_RH,arm.HE_FT,arm.HE_ST,arm.HE_RT,arm.HE_TP,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,ew,load_cap,survive,load_cost,icon,swim,movcl,smkdev,start_mo,end_mo,sound,wpn_snd_s1,wpn_snd_s2,wpn_snd_s3,wpn_snd_s4,B90,icon_winter,icon_desert,B98,B99,B100,B101,B102,B103,B104,B105,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B117,B118,B119,B120,B121,B122,B123
1,PT-76,35,0,4,3,72,62,0,0,20,10,120,0,0,0,0,0,15,4,2,1,4,2,2,1,6,3,2,6,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,70,51,58,46,11,1432,0,5,5,5,7,0,5,0,6,3,10,1610,4,4,0,1,12,0,0,0,0,0,0,4145,1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PT-76B,35,0,4,3,86,62,0,0,20,10,120,0,0,0,0,0,15,4,2,1,4,2,2,1,6,3,2,6,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,80,58,66,62,11,7557,15,5,5,5,7,2,5,0,6,3,10,1610,4,4,0,1,12,0,0,0,0,0,0,4144,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,T-34/76 M1943,13,0,4,4,74,66,0,65,75,21,120,0,0,0,120,0,18,9,6,6,8,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,46,47,47,11,11003,0,2,4,0,7,0,3,0,13,3,24,453,0,4,0,1,12,0,0,0,0,0,0,4025,4024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,T-34/85,13,0,4,5,100,66,0,65,36,14,120,0,0,0,120,0,18,9,6,7,10,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,46,59,49,11,11002,0,3,5,0,7,0,3,0,13,3,32,49,0,4,0,1,12,0,0,0,0,0,0,2560,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,T-44A,13,0,5,4,87,66,0,65,25,15,120,0,0,0,120,0,17,18,8,5,24,9,8,2,18,10,5,24,11,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,61,54,60,61,11,11009,0,3,18,0,7,0,4,0,13,3,34,4460,0,4,0,1,12,0,0,0,0,0,0,4461,4462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,T-54-1,13,0,4,4,73,62,0,30,16,18,120,0,0,0,120,0,17,24,8,6,20,15,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,61,47,51,63,11,864,0,2,0,0,6,0,6,0,13,4,32,4454,0,4,0,1,12,0,0,0,0,0,0,4455,4456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,T-54A,13,0,4,4,91,62,54,61,20,14,120,0,90,0,120,0,17,19,8,6,23,15,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,61,54,57,75,11,45371,10,3,0,0,6,1,6,0,13,4,30,4399,0,4,0,1,12,0,0,0,111,0,0,4418,4408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,T-54B,13,0,4,4,91,62,54,61,18,9,120,0,90,0,120,0,17,19,8,6,23,15,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,57,59,82,11,11120,10,5,3,4,6,2,6,0,13,4,30,4400,0,4,0,1,12,0,0,0,111,0,0,4416,4406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,T-55,13,0,4,4,91,62,0,61,21,12,120,0,0,0,120,0,17,20,8,6,23,15,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,62,58,59,85,11,10500,20,5,3,7,6,2,6,0,13,4,31,4420,0,4,0,1,12,0,0,0,0,0,0,4417,4406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,T-55A,13,0,4,4,122,64,0,0,20,10,120,0,0,0,0,0,17,20,8,6,23,15,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,70,63,69,90,11,861,20,7,4,9,6,2,6,0,13,4,31,4401,0,4,0,1,12,0,0,0,0,0,0,4422,4423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,T-55A,13,0,4,4,122,64,54,0,20,5,120,0,90,0,0,0,17,20,8,6,23,15,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,70,74,96,11,11121,20,7,6,12,6,2,6,0,13,4,31,4434,0,4,0,1,12,0,0,0,111,0,0,4445,4437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,T-55A,13,0,4,4,122,64,54,0,20,5,120,0,90,0,0,0,17,20,8,6,23,15,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,81,75,78,125,11,10500,20,7,6,12,6,2,22,0,13,4,31,4443,0,4,0,1,12,0,0,0,111,0,0,4445,4438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,T-55A,13,0,4,4,231,64,54,0,20,0,120,0,90,0,0,0,17,20,8,6,23,15,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,81,79,84,130,11,9253,20,10,11,12,6,2,22,0,13,4,31,4433,0,4,2,1,12,0,0,0,111,0,0,4445,4440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,T-55AM,13,0,4,4,231,160,64,52,18,0,0,6,120,0,90,0,18,26,8,6,29,15,6,3,33,8,6,36,15,6,3,0,0,0,0,0,0,14,0,0,0,0,0,0,91,84,94,208,11,11150,20,20,13,6,6,3,22,0,13,4,41,2667,0,4,2,1,12,0,0,0,0,111,0,4190,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,T-55AD,13,0,4,4,231,64,54,0,20,0,120,0,90,0,0,0,17,20,8,6,23,15,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,83,89,145,11,32114,20,15,11,12,6,3,22,2,0,4,41,2589,0,4,2,1,12,0,0,0,111,0,0,2591,2590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,T-55AMV,13,0,4,4,231,161,64,52,18,0,0,6,120,0,90,0,18,20,8,6,23,15,6,3,27,8,6,30,15,6,3,0,0,0,0,0,0,15,0,0,0,0,0,0,90,85,89,224,11,11154,20,20,13,6,6,3,22,0,0,4,42,4427,0,4,2,1,12,0,0,0,0,111,0,4431,4430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,T-62,13,0,4,4,246,64,0,0,22,0,120,0,0,0,0,0,18,20,8,5,28,18,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,70,61,68,98,11,32146,20,7,12,6,6,2,8,0,13,4,37,4468,0,4,0,1,12,0,0,0,0,0,0,4477,4480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,T-62,13,0,4,4,246,64,54,0,22,0,120,0,90,0,0,0,18,20,8,5,28,18,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,69,74,103,11,32144,20,7,12,6,6,2,8,0,13,4,37,4473,0,4,0,1,12,0,0,0,111,0,0,4478,4476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,T-62,13,0,4,4,248,64,54,0,22,0,120,0,90,0,0,0,18,20,8,5,28,18,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,82,75,82,137,11,1339,20,10,12,6,6,2,22,0,13,4,37,4470,0,4,0,1,12,0,0,0,111,0,0,4479,4470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,T-62M1,13,0,4,4,249,64,52,0,18,0,120,0,90,0,0,0,18,26,9,5,36,19,11,4,33,9,5,43,19,11,4,0,0,0,0,0,0,18,0,0,0,0,0,0,90,83,99,164,11,32148,20,20,12,10,6,3,22,0,13,4,42,1305,0,4,2,1,12,0,0,0,111,0,0,3965,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
