id,name,wclass,wclass,size,warhead,kill_HE,kill_AP,pen_HE,pen_AP,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
1,Sniper Rifle,1,primary infantry weapon,0,1,2,0,0,0,0,0,30,15,0
2,Pistol,1,primary infantry weapon,0,1,1,0,0,0,0,0,0,1,0
7,AK-74 Rifle,1,primary infantry weapon,0,1,3,0,0,0,0,0,1,8,0
9,M16 A4 ACOG,1,primary infantry weapon,0,1,3,0,0,0,0,0,6,9,0
11,5.56 Negev LMG,2,secondary infantry weapon,0,1,6,0,0,0,0,0,21,10,0
12,M249 SAW,2,secondary infantry weapon,0,1,6,0,0,0,0,0,21,12,0
13,7.62mm PKM LMG,2,secondary infantry weapon,0,1,6,0,0,0,0,0,22,12,0
14,5.45mm RPK-74,2,secondary infantry weapon,0,1,5,0,0,0,0,0,27,10,0
19,RPG-7V,2,secondary infantry weapon,0,5,9,0,2,222,50,0,5,6,0
20,RPG-18,2,secondary infantry weapon,0,4,4,0,2,222,38,0,5,4,0
21,RPG-22,2,secondary infantry weapon,0,4,5,0,2,222,40,0,5,5,0
25,7.62mm Minigun,19,auto cannon,0,1,12,0,0,0,0,0,24,24,0
26,40mm Mk19 GL,3,team weapon,0,3,13,0,1,222,5,0,20,40,0
27,12.7 M2HB AAMG,4,anti-air weapon,0,1,10,0,1,0,0,0,23,40,0
30,M136/AT4 LAW B,2,secondary infantry weapon,0,5,7,0,2,222,60,0,5,4,0
31,RPO-A Shmel RFT,8,infantry flamethrower,0,5,25,0,5,0,0,0,20,10,0
35,7.62mm PKMS MMG,3,team weapon,0,1,6,0,0,0,0,0,24,24,0
36,7.62mm M240 MMG,3,team weapon,0,1,8,0,0,0,0,0,21,24,0
37,12.7mm NSV HMG,3,team weapon,0,1,13,0,1,0,0,0,25,40,0
42,GM-120 Mortar,3,team weapon,0,5,19,0,2,0,0,0,3,142,3
43,RPG-29 Vampir,24,multi-charge HEAT,0,5,9,0,2,222,75,0,5,10,0
48,73mm SPG-9 RCL,3,team weapon,0,4,5,0,2,222,40,0,7,24,0
49,30mm AGS-17 GL,3,team weapon,0,2,15,0,1,0,0,0,15,35,1
52,12.7 NSVT AAMG,4,anti-air weapon,0,1,13,0,1,0,0,0,25,40,0
53,7.62 M240 AAMG,4,anti-air weapon,0,1,8,0,0,0,0,0,21,24,0
57,2x23mm 2A14 AA,4,anti-air weapon,0,2,19,0,1,5,0,0,22,50,0
58,57mm M1950 Gun,4,anti-air weapon,0,3,19,0,2,12,0,0,18,80,0
60,4x23mm 2A7 AA,4,anti-air weapon,0,2,23,0,1,5,0,0,20,50,0
62,12.7mm NSV HMG,3,team weapon,0,1,13,0,1,0,0,0,25,40,0
63,7.62mm PKT TMG,5,light gun,0,1,6,0,0,0,0,0,24,24,0
64,7.62mm PKT CMG,5,light gun,0,1,6,0,0,0,0,0,22,24,0
69,128mm M94 Rkt,3,team weapon,0,5,19,0,2,0,0,0,1,204,16
77,30mm 2A42 A/C,19,auto cannon,0,2,14,0,1,6,0,8,24,80,40
78,PDSHP AMR,1,primary infantry weapon,0,1,2,0,2,2,0,0,30,36,0
84,73mm 2A28 Grom,6,medium gun,0,4,5,0,2,0,40,0,8,39,0
87,85mm D-48 Gun,6,medium gun,0,5,7,0,2,19,20,25,19,80,20
89,14.5mm KPV A/C,19,auto cannon,0,1,13,0,1,3,0,0,23,50,0
92,82mm Vasilek GM,3,team weapon,0,4,11,0,1,222,30,0,5,100,2
97,100mm T-12 ATG,6,medium gun,0,5,11,0,3,22,40,28,16,100,90
102,160mm Rocket,3,team weapon,0,6,27,0,3,0,0,0,1,235,0
104,122mm Rocket LR,3,team weapon,0,5,19,0,2,0,0,0,1,211,0
110,122mm D-30 FH,7,large gun,0,7,15,0,3,0,46,0,10,205,0
111,152mm D-20 FH,7,large gun,0,8,21,36,4,10,30,0,9,214,0
113,152mm 2A36 FG,7,large gun,0,8,21,48,4,10,50,0,13,224,0
118,203mm 2A44 FG,7,large gun,0,11,31,0,5,0,0,0,14,238,0
121,Hand Grenade,2,secondary infantry weapon,0,3,6,0,1,0,0,0,3,1,0
123,40mm M203 GL,2,secondary infantry weapon,0,3,3,0,1,222,5,0,3,7,0
124,40mm GL,2,secondary infantry weapon,0,3,3,0,1,0,0,0,3,8,0
125,9M32 Strela-2,12,surface-to-air missile,0,4,2,0,2,0,0,0,50,68,16
127,Grom SAM,12,surface-to-air missile,0,5,4,0,4,0,0,0,130,110,5
131,125mm Gun 88,24,multi-charge HEAT,0,7,15,0,3,0,65,71,13,120,120
132,9M313 Igla-1,12,surface-to-air missile,0,4,2,0,2,0,0,0,118,100,20
133,Stinger SAM,12,surface-to-air missile,0,4,3,0,3,0,0,0,120,100,2
134,125mm Gun 91,24,multi-charge HEAT,0,7,15,0,3,0,70,81,13,120,130
136,V600 S-125 Neva,12,surface-to-air missile,0,28,60,0,60,0,0,0,50,255,120
139,9M37 Strela-10,12,surface-to-air missile,0,5,3,0,3,0,0,0,100,100,16
143,Javelin,22,top-attack ATGM,0,7,0,0,0,222,90,0,95,40,2
146,125mm Gun 00,24,multi-charge HEAT,0,7,15,0,3,0,80,81,13,120,130
148,2x 80mm S-8,11,aircraft weapon,0,3,17,0,1,222,42,0,5,44,2
151,30mm 2A72 A/C,19,auto cannon,0,2,13,0,1,10,0,12,24,80,50
153,30mm GSh-30K,19,auto cannon,0,2,13,0,1,6,0,8,20,80,40
155,GM-82 Mortar,3,team weapon,0,4,11,0,1,0,0,0,3,80,2
159,9M119M Invar,23,multi-charge ATGM,0,7,0,0,0,222,75,0,90,100,2
162,9M111 Fagot,13,anti-tank guided missile,0,7,0,0,0,222,40,0,80,40,2
163,9M111M Faktoria,13,anti-tank guided missile,0,7,0,0,0,222,46,0,80,50,2
168,9M120M Ataka-M,23,multi-charge ATGM,0,7,17,0,0,222,95,0,95,160,8
170,9M131 Metis-M,23,multi-charge ATGM,0,7,17,0,0,222,90,0,90,30,2
172,9M119 Refleks,23,multi-charge ATGM,0,7,0,0,0,222,70,0,90,100,2
176,9M117M1 Arkan,23,multi-charge ATGM,0,5,0,0,0,222,85,0,90,120,2
182,23mm GSh-23L,11,aircraft weapon,0,2,20,0,3,0,0,0,15,40,0
185,4x57mm S-5K,11,aircraft weapon,0,2,10,0,13,0,0,0,5,40,1
187,4x 80mm S-8,11,aircraft weapon,0,3,22,0,42,0,0,0,5,44,2
192,30mm GSh-2-30,11,aircraft weapon,0,2,25,0,6,0,0,0,13,40,0
198,1000lb Bomb,11,aircraft weapon,0,48,96,0,8,0,0,0,1,1,0
200,RBK-500 CBU,14,large cluster bomb,0,2,60,0,18,0,0,0,8,1,0
203,PB-250 HD Bomb,11,aircraft weapon,0,25,50,0,6,0,0,0,19,1,0
205,Mk-83 Snakeye,11,aircraft weapon,0,48,96,0,8,0,0,0,19,1,0
208,Kh-25 GM,21,air-to-surface missile,0,12,25,0,25,0,0,0,80,200,100
210,AGM65L Maverick,21,air-to-surface missile,0,17,56,0,0,222,125,0,95,200,100
214,KAB-500L LGB,21,air-to-surface missile,0,50,96,0,60,0,0,0,90,200,100
220,9M14P Malutka-P,13,anti-tank guided missile,0,7,0,0,0,222,52,0,70,60,10
223,9M113M KonkursM,23,multi-charge ATGM,0,7,17,0,0,222,80,0,90,80,2
224,GM-60 Mortar,3,team weapon,0,4,7,0,1,0,0,0,3,60,2
228,152mm 2A65 FH,7,large gun,0,8,21,48,4,10,60,0,13,219,0
231,100mm D10TG 79,6,medium gun,0,5,11,0,3,22,38,37,14,90,90
238,Derby/Python,12,surface-to-air missile,0,20,40,0,40,0,0,0,160,245,40
241,9M33M2 Osa,12,surface-to-air missile,0,10,15,0,15,0,0,0,100,200,30
242,9M38 Buk,12,surface-to-air missile,0,21,70,0,70,0,0,0,160,222,60
243,9M330 Tor,12,surface-to-air missile,0,33,15,0,15,0,0,0,120,240,30
