rid,name,nation,start_yr,end_yr,pscr,type,ERID[1],ERID[2],ERID[3],ERID[4],ERID[5],ERID[6],ERID[7],ERID[8],ERID[9],ERID[10],start_mo,end_mo,exp_mod,mor_mod,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59
1,Battalion HQ,73,46,125,10,5,244,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Heavy Tank Sqn,73,46,59,1,2,10,10,1011,1011,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Medium Tank Sqn,73,54,73,1,2,7,7,1182,1012,1012,1012,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Recon Jeep Plt,73,46,52,1,3,290,380,1018,1018,1018,0,0,0,0,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Mech Rifle Co-L,73,76,79,3,2,196,44,1037,1037,1037,1094,1069,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Rifle Coy,73,46,52,3,2,94,174,1039,1039,1039,1029,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Motor Rifle Coy,73,76,78,3,2,196,741,1036,1036,1036,1094,1038,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Recon Tank Sec,73,53,92,1,0,6,6,0,0,0,0,0,0,0,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Recon Tank Sec,73,93,108,1,0,21,21,21,0,0,0,0,0,0,0,1,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,SP Mortar Sec,73,80,125,2,0,40,40,40,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Heavy Tank Plt,73,46,59,1,1,10,10,10,10,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Medium Tank Plt,73,54,73,1,1,9,8,8,8,8,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Heavy Tank Sec,73,46,59,1,0,10,10,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Mortar Platoon,73,46,125,2,1,180,180,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,RCL Jeep Plt,73,53,55,1,1,785,785,71,785,785,71,785,785,71,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Wheel ATGM Plt,73,79,125,1,1,346,346,71,346,346,71,346,346,71,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Wheel ATGM Sec,73,79,125,1,0,346,346,72,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Recon Jeep Sec,73,46,52,1,0,290,290,771,771,380,380,380,0,0,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,SPAA Section,73,53,100,2,0,355,355,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,SPA Battery,73,54,125,2,1,33,33,33,33,33,33,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Scout Platoon,73,46,125,3,1,290,290,290,290,290,0,0,0,0,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Mot ATGun Plt,73,46,76,2,1,240,240,240,240,718,718,718,718,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Mech Rifle Co-L,73,80,125,3,2,196,44,1037,1037,1037,1010,1068,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Armoured Car Pl,73,46,52,1,3,327,1025,1025,1018,0,0,0,0,0,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Armour Car Sec,73,46,125,1,0,327,327,0,0,0,0,0,0,0,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3 VBTP,73,46,125,4,0,47,47,47,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1 VBTP,73,46,125,4,0,47,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Hvy Transport,73,46,125,4,0,379,69,69,69,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Inf AT Section,73,46,52,3,0,770,770,770,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Inf SAM Section,73,82,125,3,0,360,360,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Mortar Section,73,46,125,2,0,180,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,ATGun Platoon,73,46,76,2,1,240,240,240,240,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,AA Section,73,46,125,2,0,55,55,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Howitzer Troop,73,46,125,2,0,79,79,79,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Machinegun Sec,73,53,76,3,0,475,475,475,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Motor Rifle Plt,73,76,95,3,1,196,196,196,319,741,741,741,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Mech Rifle Pl-L,73,76,125,3,1,196,196,196,44,44,44,44,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,RCL Jeep Sec,73,53,125,1,0,785,785,71,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Rifle Platoon,73,46,52,3,1,94,94,94,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Rifle Platoon,73,53,76,3,1,95,95,95,71,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Engineer Plt,73,46,125,3,1,160,160,163,163,0,0,0,0,0,0,1,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Sniper,73,46,125,3,0,106,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3 Helicopters,73,69,125,4,1,275,275,275,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,ATGM Platoon,73,79,125,3,1,75,75,71,75,75,71,75,75,71,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Helo Gunship,73,63,125,4,0,117,0,0,0,0,0,0,0,0,0,4,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Strike Element,73,46,125,4,1,120,120,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Level Bombers,73,46,125,4,1,268,268,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Helicopter,73,69,125,4,0,275,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Lt Howitzer Bty,73,46,125,2,1,152,152,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Hy Howitzer Bty,73,46,125,2,1,157,157,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Howitzer Bty,73,46,125,2,1,79,79,79,79,79,79,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,SPA Section,73,54,125,2,0,33,33,33,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,ATGM Section,73,79,125,3,0,75,75,71,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Lt Howitzer Grp,73,46,125,2,1,152,152,152,152,152,152,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Hvy Howitzer Gp,73,46,125,2,1,157,157,157,157,157,157,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Scout Section,73,46,125,3,0,290,290,0,0,0,0,0,0,0,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,SPSAM Sec,73,74,75,2,0,49,49,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,SPSAM Sec,73,90,125,2,0,50,50,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,SPSAM Plt,73,90,125,2,1,50,50,50,50,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
