rid,name,wclass,size,sound,warhead,pen.HE,pen.AP,kill.HE,kill.AP,accuracy,range_max,range_APCR,pen_APCR,pen_HEAT,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39
1,Sniper Rifle,1,0,0,1,0,0,2,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Pistol,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Mauser Rifle,1,0,0,1,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,M38/44 Carbine,1,0,0,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,M91/30 Rifle,1,0,0,1,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,PPSh-41,1,0,0,1,0,0,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,AK74 Rifle,1,0,0,1,0,0,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,AK47 Rifle,1,0,0,1,0,0,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,ZK383 SMG,1,0,0,1,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,SKS Carbine,1,0,0,1,0,0,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,7.62mm RPD LMG,2,0,0,1,0,0,6,0,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,7.62mm RPK SAW,2,0,0,1,0,0,5,0,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,7.62mm PKM LMG,2,0,0,1,0,0,6,0,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,5.45mm RPK SAW,2,0,0,1,0,0,5,0,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,RPG-2,2,0,0,5,2,222,4,0,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
16,Panzerfaust,2,0,0,8,4,222,4,0,2,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
17,Manlicher Rifle,1,0,0,1,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,RPG-7,2,0,0,5,2,222,4,0,5,10,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
19,7.92mm MG42 LMG,2,0,0,1,0,0,10,0,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Panzerschreck,2,0,0,5,2,222,4,0,6,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
21,PzF-3 110mm RL,2,0,0,6,2,222,5,0,5,10,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0
22,Schwarzlose BMG,5,0,0,1,0,0,5,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,75mm StuK42 L70,6,0,0,4,2,19,5,0,18,80,60,27,9,0,0,0,0,0,0,0,0,0,0,0,0
