id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,end_mo,exp_mod,mor_mod,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,68,Battalion HQ,0,average,5,force HQ,6,force HQ,1946,1,2025,12,0,0,243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,68,Rifle Company,0,average,2,company,3,infantry,1946,1,1968,12,0,0,401,1,335,1,340,1,1015,1,1015,1,1015,1,1015,1,0,0,0,0,0,0
6,68,Rifle Company,0,average,2,company,3,infantry,1969,1,1975,12,0,0,415,1,1031,1,1030,1,1016,1,1016,1,1016,1,0,0,0,0,0,0,0,0
7,68,Rifle Company,0,average,2,company,3,infantry,1976,1,1995,12,0,0,402,1,1017,1,1017,1,1017,1,0,0,0,0,0,0,0,0,0,0,0,0
8,68,Rifle Company,0,average,2,company,3,infantry,1996,1,2025,12,0,0,416,1,341,1,1018,1,1018,1,1018,1,0,0,0,0,0,0,0,0,0,0
10,68,Tank Squadron,0,average,2,company,1,armor,1946,1,1968,12,0,0,15,1,1020,1,1020,1,1020,1,0,0,0,0,0,0,0,0,0,0,0,0
11,68,Tank Squadron,0,average,2,company,1,armor,1969,1,1975,12,0,0,17,1,17,1,1021,1,1021,1,1021,1,0,0,0,0,0,0,0,0,0,0
12,68,Tank Squadron,0,average,2,company,1,armor,1976,1,1995,12,0,0,19,1,1022,1,1022,1,1022,1,0,0,0,0,0,0,0,0,0,0,0,0
13,68,Tank Squadron,0,average,2,company,1,armor,1996,1,2025,12,0,0,28,1,28,1,1023,1,1023,1,1023,1,0,0,0,0,0,0,0,0,0,0
15,68,Rifle Platoon,0,average,1,platoon,3,infantry,1946,1,1968,12,0,0,401,1,400,1,400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
