rid,name,wclass,size,sound,warhead,pen.HE,pen.AP,kill.HE,kill.AP,accuracy,range_max,range_APCR,pen_APCR,pen_HEAT,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39
1,Sniper Rifle,1,0,0,1,0,0,2,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Pistol,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,M2 Carbine,1,0,0,1,0,0,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,M1 Rifle,1,0,0,1,0,0,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Type 64 Rifle,1,0,0,1,0,0,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Type 89  Rifle,1,0,0,1,0,0,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Type 64 SAW,2,0,0,1,0,0,5,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Type 89  SAW,2,0,0,1,0,0,4,0,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,BAR,2,0,0,1,0,0,5,0,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Type 62 LMG,2,0,0,1,0,0,5,0,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,M9A1 Bazooka,2,0,0,4,2,222,2,0,4,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
16,M20 Bazooka,2,0,0,5,2,222,7,0,4,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
17,Rifle-Grenade,2,0,0,3,2,222,3,0,1,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Sumitomo M249,2,0,0,1,0,0,6,0,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,M72 LAW,2,0,0,4,2,222,4,0,5,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
