rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.AP_FH,arm.AP_SH,arm.AP_RH,arm.AP_FT,arm.AP_ST,arm.AP_RT,arm.AP_TP,arm.HE_FH,arm.HE_SH,arm.HE_RH,arm.HE_FT,arm.HE_ST,arm.HE_RT,arm.HE_TP,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,ew,load_cap,survive,load_cost,icon,swim,movcl,smkdev,start_mo,end_mo,sound,wpn_snd_s1,wpn_snd_s2,wpn_snd_s3,wpn_snd_s4,B90,icon_winter,icon_desert,B98,B99,B100,B101,B102,B103,B104,B105,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B117,B118,B119,B120,B121,B122,B123
1,*****Jordan****,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,125,2,0,65105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Churchill VII,59,0,4,5,81,63,0,64,40,44,120,0,0,0,120,0,8,15,10,6,15,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,46,56,53,9,7017,0,3,0,0,7,0,2,0,13,4,34,4377,0,4,0,1,12,0,0,0,0,0,0,4377,4377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,PzKw IVh,59,0,4,5,80,70,0,71,35,42,120,0,0,0,120,0,13,8,3,2,5,3,3,2,8,3,2,5,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,41,46,56,53,9,7521,0,4,5,5,7,0,3,0,12,4,25,3791,0,4,2,1,12,0,0,55,0,55,0,3791,3791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Challenger,59,0,5,5,87,66,0,0,12,20,120,0,0,0,0,0,17,9,4,4,10,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,52,54,57,9,8019,0,5,10,0,7,0,6,0,13,4,32,1587,0,4,2,1,12,0,0,210,0,0,0,1587,1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Centurion Mk 3,59,0,5,4,91,66,51,0,35,10,120,0,90,0,0,0,12,13,5,5,16,10,6,3,13,11,5,16,12,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,92,55,64,80,9,8167,0,10,20,0,7,1,6,0,13,4,38,1003,0,4,1,1,12,0,0,210,210,0,0,1003,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Centurion Mk 3,13,0,5,4,91,66,51,0,25,0,120,0,90,0,0,0,12,13,5,5,16,10,6,2,13,11,5,16,12,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,65,74,95,9,8167,20,10,40,0,7,1,6,0,13,4,38,1003,0,4,1,1,12,0,0,210,210,0,0,1003,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Centurion Mk 5,59,0,5,4,91,62,53,0,25,0,120,0,90,0,0,0,12,26,6,6,23,12,6,3,26,15,6,23,14,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90,65,80,106,9,36835,20,15,39,0,7,1,6,0,13,4,40,1011,0,4,1,1,12,0,0,0,0,0,0,1011,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Centurion Mk 5J,59,0,5,4,106,62,53,0,0,0,120,0,90,0,0,0,12,26,6,6,23,12,6,3,26,15,6,23,14,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90,72,80,159,9,8011,20,15,30,34,6,2,16,0,13,4,40,1010,0,4,2,6,12,0,0,0,0,0,0,1010,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Chieftain Mk 3,59,0,5,4,99,67,53,0,0,0,120,0,90,0,0,0,15,35,12,6,39,20,11,5,35,30,9,39,22,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,90,75,82,192,9,8115,22,20,20,24,6,2,16,0,13,5,41,1237,0,4,2,1,12,0,0,0,0,0,0,1237,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
