rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.AP_FH,arm.AP_SH,arm.AP_RH,arm.AP_FT,arm.AP_ST,arm.AP_RT,arm.AP_TP,arm.HE_FH,arm.HE_SH,arm.HE_RH,arm.HE_FT,arm.HE_ST,arm.HE_RT,arm.HE_TP,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,ew,load_cap,survive,load_cost,icon,swim,movcl,smkdev,start_mo,end_mo,sound,wpn_snd_s1,wpn_snd_s2,wpn_snd_s3,wpn_snd_s4,B90,icon_winter,icon_desert,B98,B99,B100,B101,B102,B103,B104,B105,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B117,B118,B119,B120,B121,B122,B123
1,****Ethiopia***,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,125,2,0,65147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,T-34/85M,59,0,4,5,90,74,0,49,20,20,120,0,0,0,120,0,19,9,6,7,10,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,78,92,57,63,52603,0,3,5,10,7,0,3,0,13,3,22,1294,0,4,0,1,12,0,0,0,0,0,0,1294,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,T-54,59,0,4,4,91,62,54,79,16,18,120,0,90,0,120,0,16,19,8,6,23,15,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,78,101,74,63,11120,10,3,0,0,6,0,6,0,13,4,27,4420,0,4,0,1,12,0,0,0,111,0,0,4420,4408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,T-55,59,0,4,4,91,62,0,0,19,18,120,0,0,0,0,0,17,20,8,6,23,15,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,78,101,89,63,11121,20,5,0,6,6,2,6,0,13,4,27,4434,0,4,0,1,12,0,0,0,0,0,0,4433,4439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,T-55AM,59,0,4,4,92,64,54,0,19,9,120,0,90,0,0,0,18,26,8,6,29,15,6,3,33,8,6,36,15,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,81,98,125,135,63,11150,20,10,6,9,6,2,22,0,13,4,27,2667,0,4,0,1,12,0,0,0,111,0,0,2667,2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
