rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.AP_FH,arm.AP_SH,arm.AP_RH,arm.AP_FT,arm.AP_ST,arm.AP_RT,arm.AP_TP,arm.HE_FH,arm.HE_SH,arm.HE_RH,arm.HE_FT,arm.HE_ST,arm.HE_RT,arm.HE_TP,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,ew,load_cap,survive,load_cost,icon,swim,movcl,smkdev,start_mo,end_mo,sound,wpn_snd_s1,wpn_snd_s2,wpn_snd_s3,wpn_snd_s4,B90,icon_winter,icon_desert,B98,B99,B100,B101,B102,B103,B104,B105,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B117,B118,B119,B120,B121,B122,B123
1,****Austria****,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,125,2,0,65130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,M24 Chaffee,12,0,4,5,84,66,55,65,24,24,120,0,90,0,120,0,17,5,3,3,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,55,60,49,46,30647,0,3,0,0,7,1,5,0,6,3,15,16,0,4,0,1,12,0,0,0,208,0,0,4125,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,M41A3 Bulldog,12,0,4,4,86,66,55,0,25,20,120,0,90,0,0,0,24,4,2,2,4,3,3,1,4,3,2,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,79,64,46,44002,0,5,10,10,7,1,8,0,6,3,18,13,0,4,0,1,12,0,0,0,208,0,0,4126,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,AMX-13,12,0,3,3,83,66,0,0,12,25,120,0,0,0,0,0,20,4,2,2,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,57,69,53,46,6003,0,10,0,0,7,0,8,0,6,3,11,2214,0,4,1,1,12,0,0,0,0,0,0,2216,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,M8 Greyhound,11,0,3,4,79,66,55,0,32,80,120,0,90,0,0,0,20,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,48,60,30,46,12055,0,3,0,0,8,0,3,0,0,3,10,171,0,3,0,1,12,0,0,0,208,0,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Kuerassier,18,0,4,3,94,142,0,0,22,0,120,0,0,0,0,0,21,6,3,3,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,66,78,78,46,30645,15,15,0,22,6,0,8,0,6,4,12,2423,0,4,1,1,12,0,0,0,0,0,0,2423,2423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Kuerassier,18,0,4,3,99,142,55,0,10,0,120,0,90,0,0,0,21,6,3,3,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,79,81,100,46,30645,20,15,15,16,6,0,8,0,6,4,12,2427,0,4,1,1,12,0,0,0,0,0,0,2427,2427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Kuerassier,18,0,4,3,103,49,55,0,10,0,120,0,90,0,0,0,21,6,3,3,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,82,103,146,46,30645,20,25,25,10,6,0,22,0,6,4,12,2429,0,4,1,1,12,0,0,0,0,0,0,2429,2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Kuerassier,18,0,4,3,106,49,55,0,10,0,120,0,90,0,0,0,21,6,3,3,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,104,110,162,46,30721,20,25,35,0,6,0,22,0,6,4,12,2429,0,4,1,1,12,0,0,0,0,0,0,2429,2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,T-34/85,13,0,4,5,88,33,0,32,30,25,120,0,0,0,120,0,18,9,6,4,10,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,55,59,50,46,30652,0,3,0,0,7,0,3,0,13,3,24,49,0,4,0,1,12,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Charioteer,13,0,4,3,82,66,0,0,5,0,120,0,0,0,0,0,17,8,4,4,5,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,58,67,51,46,30651,0,5,20,0,5,0,4,0,13,4,24,1586,0,4,2,1,12,0,0,0,0,0,0,1588,1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,M47 Patton,13,0,5,5,90,66,55,65,26,30,120,0,90,0,120,0,16,16,8,5,12,9,6,2,16,8,5,12,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,57,82,77,46,30646,0,10,5,10,6,0,6,0,13,4,37,455,0,4,0,1,12,0,0,0,208,0,0,4129,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,*1/55 - 12/120*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,M60A1 Patton,13,0,5,4,95,66,56,0,33,0,120,0,90,0,0,0,16,26,9,6,26,14,6,4,26,9,6,26,14,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,90,64,85,138,46,30649,20,15,10,20,6,1,18,0,13,4,39,4484,0,4,1,1,12,0,0,0,208,0,0,4488,4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,M60A1 Patton,13,0,5,4,98,66,56,0,23,0,120,0,90,0,0,0,16,26,9,6,26,14,6,4,26,9,6,26,14,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,90,86,89,150,46,30649,20,15,10,30,6,1,18,0,13,4,39,4484,0,4,1,1,12,0,0,0,208,0,0,4494,4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,M60A3 Patton,13,0,5,4,98,67,56,0,13,0,120,0,90,0,0,0,16,26,9,6,26,14,6,4,26,9,6,26,14,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,90,84,89,188,46,12016,30,25,25,25,6,4,22,0,13,4,40,1067,0,4,1,1,12,0,0,0,208,0,0,7339,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,M60A3 Patton,13,0,5,4,104,67,56,0,13,0,120,0,90,0,0,0,16,26,9,6,26,14,6,4,26,9,6,26,14,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,110,194,46,12016,30,25,25,25,6,4,22,0,13,4,40,1067,0,4,1,1,12,0,0,0,208,0,0,7339,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Leopard 2A4AU,13,0,5,4,105,63,64,0,0,0,120,0,90,0,0,0,26,60,13,6,70,27,10,5,71,33,15,125,42,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,91,94,98,331,46,30719,40,40,30,12,6,5,22,0,0,5,42,1416,0,4,2,1,12,0,0,0,0,0,0,1794,7441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Leopard 2A4OE,13,0,5,4,22,63,64,0,0,0,120,0,90,0,0,0,26,60,13,6,70,27,10,5,71,33,15,125,42,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,91,98,125,339,46,30642,40,40,20,22,6,5,22,0,0,5,42,1416,0,4,2,1,12,0,0,0,0,0,0,1794,7441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,106mm RCL Jeep,39,0,2,4,46,0,0,0,5,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,59,89,16,46,12026,0,1,0,15,6,0,1,0,0,0,10,372,0,3,0,1,12,0,0,0,0,0,0,372,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
