rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.AP_FH,arm.AP_SH,arm.AP_RH,arm.AP_FT,arm.AP_ST,arm.AP_RT,arm.AP_TP,arm.HE_FH,arm.HE_SH,arm.HE_RH,arm.HE_FT,arm.HE_ST,arm.HE_RT,arm.HE_TP,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,ew,load_cap,survive,load_cost,icon,swim,movcl,smkdev,start_mo,end_mo,sound,wpn_snd_s1,wpn_snd_s2,wpn_snd_s3,wpn_snd_s4,B90,icon_winter,icon_desert,B98,B99,B100,B101,B102,B103,B104,B105,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B117,B118,B119,B120,B121,B122,B123
1,**Switzerland**,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,125,2,0,65137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Pz 51 (AMX-13),12,0,3,3,84,14,0,0,12,25,120,0,0,0,0,0,20,4,2,2,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,53,80,53,53,7099,0,10,0,0,7,0,8,0,6,3,11,2214,0,4,2,1,12,0,0,0,0,0,0,2214,2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Pz 55,13,0,5,4,86,14,13,0,35,0,120,0,90,0,0,0,12,26,5,5,16,10,6,3,26,11,5,16,14,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,92,56,61,92,53,8007,0,15,35,0,7,1,6,0,13,4,38,1002,0,4,2,1,12,0,0,0,0,0,0,1002,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Pz 55/60,13,0,5,4,89,14,13,0,30,0,120,0,90,0,0,0,12,26,5,5,16,10,6,3,26,11,5,16,14,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,82,114,53,8012,20,15,20,15,6,1,8,0,13,4,38,1001,0,4,2,1,12,0,0,0,0,0,0,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Pz 57/60,13,0,5,4,89,14,13,0,30,0,120,0,90,0,0,0,12,26,6,6,23,12,6,3,26,15,6,23,14,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90,61,82,133,53,8012,20,15,20,15,6,2,16,0,13,4,38,1018,0,4,2,1,12,0,0,0,0,0,0,1018,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Pz 55/60 AA2,13,0,5,4,90,14,13,0,30,0,120,0,90,0,0,0,12,26,6,6,16,10,6,3,26,15,6,16,14,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,91,83,92,145,53,8011,30,15,20,15,6,2,18,0,13,4,38,1036,0,4,2,1,12,0,0,0,0,0,0,1036,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Pz 57/60 AA2,13,0,5,4,90,14,13,0,30,0,120,0,90,0,0,0,12,26,6,6,23,12,6,3,26,15,6,23,14,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90,83,90,146,53,8011,30,15,20,15,6,2,18,0,13,4,38,1037,0,4,2,1,12,0,0,0,0,0,0,1037,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Pz 61,13,0,5,4,89,74,13,0,20,0,33,10,90,0,0,0,16,12,8,4,24,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,63,82,124,53,25080,20,15,20,12,6,1,18,0,8,4,38,2585,0,4,2,1,12,0,0,0,0,0,0,2585,2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Pz 61AA9,13,0,5,4,91,14,13,0,20,0,120,0,90,0,0,0,16,12,8,4,24,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,83,94,132,53,25081,30,15,16,16,6,1,18,0,8,4,38,2585,0,4,2,1,12,0,0,0,0,0,0,2585,2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Pz 68,13,0,5,4,89,14,13,0,20,0,120,0,90,0,0,0,18,19,8,4,24,7,7,2,20,16,5,24,7,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,92,71,82,139,53,25082,20,15,16,20,6,2,18,0,8,4,40,2256,0,4,2,1,12,0,0,0,0,0,0,2256,2256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
