rid,name,nation,start_yr,end_yr,pscr,type,ERID[1],ERID[2],ERID[3],ERID[4],ERID[5],ERID[6],ERID[7],ERID[8],ERID[9],ERID[10],start_mo,end_mo,exp_mod,mor_mod,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59
1,Battalion HQ,18,46,125,10,5,244,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Tank Squadron,18,47,125,1,2,3,3,1010,1010,1010,1010,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,BMP Inf Co,18,77,125,3,2,400,61,1041,1041,1041,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Infantry Co,18,47,54,3,2,329,1038,1038,1038,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Infantry Co,18,55,99,3,2,329,315,315,1039,1039,1039,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Elite Rifle Co,18,47,54,3,2,329,1038,1038,1038,0,0,0,0,0,0,8,12,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Elite Rifle Co,18,55,94,3,2,329,315,315,1039,1039,1039,0,0,0,0,1,12,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Para-Cdo Co,18,47,125,3,2,536,542,542,1040,1040,1040,0,0,0,0,8,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Lt Tank Sqdn,18,47,104,1,2,450,450,450,1229,1229,1229,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Tank Troop,18,47,125,1,1,3,3,3,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Para Co [A],18,47,68,5,2,536,542,542,494,494,1062,1062,1062,0,0,8,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Tank Section,18,47,125,1,0,3,3,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Para-Cdo Co [A],18,69,93,5,2,536,542,542,495,1063,1063,1063,0,0,0,1,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Infantry Co,18,100,125,3,2,329,317,317,1039,1039,1039,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Elite Rifle Co,18,95,125,3,2,329,317,317,1039,1039,1039,0,0,0,0,1,12,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,ATGM  Jeep Pl,18,66,125,1,1,465,465,465,465,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,ATGM Jeep Sec,18,66,125,1,0,465,465,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,SPAA Battery,18,69,125,2,2,49,49,49,49,1023,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Engineer Tanks,18,47,125,1,0,210,210,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,AA Gun Battery,18,47,125,2,2,510,510,510,510,1022,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,SPA Battery,18,47,125,2,1,106,106,106,106,106,106,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,AA Gun Platoon,18,47,125,2,1,510,510,510,510,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,SPAA Platoon,18,69,125,2,1,49,49,49,49,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,SAM Battery,18,60,125,2,1,235,235,235,235,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Armour Car Tp,18,47,125,1,1,133,133,133,133,0,0,0,0,0,0,8,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Armour Car Sec,18,47,125,1,0,133,133,0,0,0,0,0,0,0,0,8,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Reserve Co,18,55,125,3,2,329,348,348,1039,1039,1039,0,0,0,0,1,12,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Para-Cdo Co [A],18,94,125,5,2,536,542,542,496,496,1064,1064,1064,0,0,1,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,SPA Platoon,18,47,125,2,1,106,106,106,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,4 Helicopters,18,60,125,4,1,113,113,113,113,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,AT-Gun Platoon,18,47,89,2,1,72,72,72,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Inf-AT Group,18,47,125,3,0,301,301,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Inf-SAM Section,18,69,125,3,0,392,392,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Mortar Battery,18,47,125,2,1,81,81,81,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Field Gun Bty,18,47,125,2,2,86,86,86,86,86,86,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Mineclear Tanks,18,79,125,1,0,212,212,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Machinegun Pl,18,47,125,3,1,323,323,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Rifle Platoon,18,47,54,3,1,347,329,329,329,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Rifle Platoon,18,55,125,3,1,329,329,329,329,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Para-Cdo  Pl,18,47,125,3,1,536,536,536,536,0,0,0,0,0,0,8,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,BMP Inf Platoon,18,77,125,3,1,400,400,400,414,432,60,60,60,60,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Engineer Pl,18,47,125,3,1,380,380,380,380,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Snipers,18,47,125,3,0,475,475,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2 Helicopters,18,60,125,4,1,113,113,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Helicopter,18,60,125,4,0,113,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Level Bombers,18,57,100,4,1,490,490,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Strike Element,18,47,125,4,1,263,263,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Heavy Mortar Bt,18,46,125,2,1,83,83,83,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Hy Mortar Sec,18,46,125,2,0,590,590,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Artillery Rgt,18,47,125,2,1,151,151,151,151,151,151,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Artillery Bty,18,47,125,2,1,151,151,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Medium Art Rgt,18,47,125,2,1,148,148,148,148,148,148,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Medium Art Bty,18,47,125,2,1,148,148,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Hy Art Regiment,18,47,125,2,2,150,150,150,150,150,150,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Heavy Battery,18,47,125,2,1,150,150,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Sniper,18,47,125,3,0,475,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,SP-Mortar Bty,18,101,125,2,1,205,205,205,205,205,205,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1 Naval Gun,18,47,125,2,4,195,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2 Naval Guns,18,47,125,2,4,195,195,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3 Naval Guns,18,47,125,2,4,195,195,195,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,4 Naval Guns,18,47,125,2,4,195,195,195,195,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Para-Cdo Pl [A],18,47,68,5,1,536,536,536,536,494,494,0,0,0,0,8,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Para-Cdo Pl [A],18,69,93,5,1,536,536,536,536,495,0,0,0,0,0,1,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Para-Cdo Pl [A],18,94,125,5,1,536,536,536,536,496,496,0,0,0,0,1,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,SP-Mortar Sec,18,100,125,2,0,205,205,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Fortifications,18,47,125,4,1,173,169,169,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,SP-SAM Battery,18,71,125,2,1,45,45,45,45,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,SPAA Section,18,69,125,2,0,49,49,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Mot Mortar Bty,18,47,125,2,1,81,81,81,68,68,68,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Mot Mortar Sec,18,47,125,2,1,585,585,555,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,AA Gun Section,18,47,125,2,0,510,510,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,SP-SAM Section,18,71,125,2,0,45,45,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Machinegun Sec,18,47,125,3,0,320,320,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
