rid,name,wclass,size,sound,warhead,pen.HE,pen.AP,kill.HE,kill.AP,accuracy,range_max,range_APCR,pen_APCR,pen_HEAT,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39
1,Sniper Rifle,1,0,0,1,0,0,2,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Pistol,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,M16 Rifle,1,0,0,1,0,0,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,.303 Rifle,1,0,0,1,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Sten SMG,1,0,0,1,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Sterling SMG,1,0,0,1,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7.62mm SLR,1,0,0,1,1,1,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,SA80 Rifle,1,0,0,1,0,0,3,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,LR Sniper Rifle,1,0,30,1,1,0,2,0,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5.56mm LSW,2,0,0,1,0,0,4,0,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Shotgun,1,0,0,1,0,0,8,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,.303 Bren LMG,2,0,14,1,0,0,5,0,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,7.62mm LMG,2,0,0,1,0,0,5,0,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,7.62mm GPMG,2,0,0,1,0,0,8,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,L22 Carbine,1,0,0,1,0,0,3,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,3.5in Bazooka,2,0,0,5,2,222,7,0,4,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
17,Rifle-Grenade,2,0,0,3,2,222,3,0,1,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
18,PIAT,2,0,0,5,2,222,2,0,2,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
19,5.56mm Minimi,2,0,0,1,0,0,6,0,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,66mm LAW,2,0,0,4,2,222,4,0,5,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
21,L72A9 LASM,2,0,0,4,3,0,12,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,RGGS,2,0,0,3,1,222,4,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
23,L129A1 SR,2,0,44,1,0,0,2,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5.56mm LSW (2),2,0,0,1,0,0,5,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
