id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,end_mo,exp_mod,mor_mod,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,10,Battalion HQ,0,average,5,force HQ,6,force HQ,1946,1,2025,12,0,0,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,Tank Company,0,average,2,company,0,default,1948,1,1979,12,0,0,8,1,8,1,1011,1,1011,1,1011,1,0,0,0,0,0,0,0,0,0,0
3,10,Tank Company,0,average,2,company,0,default,1980,1,2025,12,0,0,15,1,1012,1,1012,1,1012,1,0,0,0,0,0,0,0,0,0,0,0,0
5,10,Prototype Tank,0,average,0,section,0,default,2002,1,2025,12,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10,Light Tank Pl,0,average,1,platoon,1,armor,1946,1,1972,12,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
11,10,Tank Platoon,0,average,1,platoon,1,armor,1948,1,1979,12,0,0,8,1,8,1,8,1,8,1,8,1,0,0,0,0,0,0,0,0,0,0
12,10,Tank Platoon,0,average,1,platoon,1,armor,1980,1,2025,12,0,0,20,1,20,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,10,Tank Section,0,average,0,section,1,armor,1948,1,1979,12,0,0,8,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,10,Light Tank Sec,0,average,0,section,1,armor,1946,1,2025,12,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,10,SPG Section,0,average,0,section,1,armor,1950,1,2025,12,0,0,415,1,415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,10,Armoured Car Co,0,average,2,company,1,armor,1946,1,1980,12,3,3,50,1,50,1,1021,1,1021,1,0,0,0,0,0,0,0,0,0,0,0,0
21,10,Armoured Car Pl,0,average,1,platoon,1,armor,1946,1,2025,12,3,3,50,1,50,1,50,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0
22,10,Armour Car Sec,0,average,0,section,1,armor,1946,1,2025,12,3,3,50,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,10,Infantry Co +,0,average,2,company,3,infantry,1946,1,2025,12,0,0,300,1,82,1,93,1,1040,1,1040,1,1040,1,1225,1,360,1,0,0,0,0
25,10,Infantry Co,0,average,2,company,3,infantry,1946,1,2025,12,0,0,300,1,1040,1,1040,1,1040,1,1225,1,360,1,0,0,0,0,0,0,0,0
26,10,Infantry Co -,0,average,2,company,3,infantry,1946,1,2025,12,0,0,300,1,1040,1,1040,1,1040,1,0,0,0,0,0,0,0,0,0,0,0,0
29,10,Motorised Co +,0,average,2,company,3,infantry,1980,1,2025,12,0,0,310,1,360,1,71,1,1045,1,1045,1,1045,1,1055,1,1055,1,1055,1,1117,1
30,10,Motorised Co,0,average,2,company,3,infantry,1980,1,2025,12,0,0,310,1,360,1,71,1,1045,1,1045,1,1045,1,1055,1,1117,1,0,0,0,0
31,10,Motorised Co -,0,average,2,company,3,infantry,1980,1,2025,12,0,0,310,1,360,1,71,1,1045,1,1045,1,1045,1,0,0,0,0,0,0,0,0
34,10,Mech Inf Co +,0,average,2,company,3,infantry,1970,1,1980,12,0,0,320,1,210,1,62,1,1050,1,1050,1,1050,1,1060,1,1060,1,1102,1,1170,1
35,10,Mech Inf Co,0,average,2,company,3,infantry,1970,1,2025,12,0,0,320,1,210,1,60,1,1050,1,1050,1,1050,1,1060,1,1060,1,0,0,0,0
36,10,Mech Inf Co -,0,average,2,company,3,infantry,1970,1,2025,12,0,0,320,1,210,1,60,1,1050,1,1050,1,1050,1,0,0,0,0,0,0,0,0
40,10,Infantry Pl,0,average,1,platoon,3,infantry,1946,1,2025,12,0,0,300,1,300,1,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,10,Motorised Pl,0,average,1,platoon,3,infantry,1980,1,2025,12,0,0,310,1,310,1,310,1,71,1,71,1,71,1,0,0,0,0,0,0,0,0
50,10,Mechanised Pl,0,average,1,platoon,0,default,1965,1,2025,12,0,0,320,1,320,1,320,1,58,1,58,1,58,1,0,0,0,0,0,0,0,0
55,10,Motor Sup't Sqd,0,average,0,section,0,default,1946,1,2025,12,0,0,360,1,370,1,370,1,70,1,0,0,0,0,0,0,0,0,0,0,0,0
60,10,Mech Sup't Sqd,0,average,0,section,0,default,1965,1,2025,12,0,0,361,1,372,1,372,1,60,1,0,0,0,0,0,0,0,0,0,0,0,0
64,10,Fortifications,0,average,1,platoon,4,miscellaneous,1946,1,2025,12,0,5,173,1,173,1,169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,10,Fort,0,average,0,section,4,miscellaneous,1946,1,2025,12,0,5,173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,10,Sniper,0,average,1,platoon,3,infantry,1946,1,2025,12,0,0,392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
