rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.AP_FH,arm.AP_SH,arm.AP_RH,arm.AP_FT,arm.AP_ST,arm.AP_RT,arm.AP_TP,arm.HE_FH,arm.HE_SH,arm.HE_RH,arm.HE_FT,arm.HE_ST,arm.HE_RT,arm.HE_TP,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,ew,load_cap,survive,load_cost,icon,swim,movcl,smkdev,start_mo,end_mo,sound,wpn_snd_s1,wpn_snd_s2,wpn_snd_s3,wpn_snd_s4,B90,icon_winter,icon_desert,B98,B99,B100,B101,B102,B103,B104,B105,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B117,B118,B119,B120,B121,B122,B123
1,***France***,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,125,2,0,65409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,M5A1 Stuart,12,0,3,4,79,66,51,65,44,103,120,0,90,0,120,0,17,6,3,3,6,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,46,53,45,6,3,0,3,0,0,8,1,2,0,6,3,13,128,0,4,0,1,12,0,0,210,210,210,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,M24 Chaffee,12,0,4,5,84,66,55,65,24,24,120,0,90,0,120,0,17,5,3,3,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,48,68,49,6,52500,0,3,0,0,7,1,5,0,6,3,14,16,0,4,2,1,12,0,0,210,208,210,0,4125,4124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,AMX-13/12.7,12,0,3,3,138,63,55,0,12,25,120,0,90,0,0,0,20,4,2,2,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,52,61,58,6,6003,0,10,0,0,7,0,8,0,6,3,14,2214,0,4,1,1,12,0,0,0,208,0,0,2214,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,AMX-13,12,0,3,3,138,63,0,0,12,25,120,0,0,0,0,0,20,4,2,2,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,52,69,53,6,6003,0,10,0,0,7,0,8,0,6,3,14,2214,0,4,2,1,12,0,0,0,0,0,0,2214,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,AMX-13/90,12,0,3,3,126,63,0,0,12,0,120,0,0,0,0,0,20,4,2,2,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,67,82,58,6,54004,20,10,0,22,6,0,8,0,6,3,14,2448,0,4,1,1,12,0,0,0,0,0,0,2448,2450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,AMX-13/90,12,0,3,3,126,63,0,0,12,0,120,0,0,0,0,0,20,4,2,2,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,82,90,69,6,6007,20,15,15,7,6,0,8,0,6,3,14,2448,0,4,1,1,12,0,0,0,0,0,0,2448,2450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,AMX-13/SS-11,15,0,3,3,138,146,63,0,10,23,0,4,120,0,0,0,20,4,2,2,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,57,75,78,6,6009,0,10,0,0,7,0,8,0,0,3,14,2218,0,4,1,1,12,0,0,0,0,0,0,2218,2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,AMX-13/SS-11,15,0,3,3,138,240,63,0,10,23,0,4,120,0,0,0,20,4,2,2,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,74,92,90,6,6009,20,10,0,0,7,0,8,0,0,3,14,2218,0,4,1,1,12,0,0,0,0,0,0,2218,2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,AMX-10RC,132,0,4,4,95,64,0,0,18,0,120,0,0,0,0,0,28,3,2,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,78,86,103,6,6068,30,15,0,20,6,0,22,0,0,4,12,85,2,3,1,1,12,0,0,0,0,0,0,85,2389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
