rid,name,nation,start_yr,end_yr,pscr,type,ERID[1],ERID[2],ERID[3],ERID[4],ERID[5],ERID[6],ERID[7],ERID[8],ERID[9],ERID[10],start_mo,end_mo,exp_mod,mor_mod,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59
1,Battalion HQ,17,46,125,10,5,245,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Tank Company,17,46,84,1,2,4,1010,1010,1010,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Tank Company,17,85,125,1,2,12,12,1010,1010,1010,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,RG Tank Company,17,87,103,1,2,30,30,1011,1011,1011,0,0,0,0,0,1,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,PTS Section,17,78,103,4,0,850,850,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Light Tank Sec,17,46,59,0,0,49,49,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Tank Platoon,17,46,125,1,1,4,4,4,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,RG Tank Platoon,17,87,103,1,1,30,30,30,0,0,0,0,0,0,0,1,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Convoy Escort,17,105,125,1,0,525,525,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Amphib Tank Pl,17,59,103,1,1,1,1,1,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Flame Tank Pl,17,59,103,1,1,330,330,330,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Mot  Weapons Pl,17,59,103,3,1,100,100,425,425,425,311,311,311,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Mech Weapons Pl,17,75,103,3,1,100,100,425,425,425,61,61,61,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Spec Forces Co,17,69,125,3,2,460,470,1058,1058,1058,1059,1215,0,0,0,1,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Motor SF Co,17,69,103,3,2,460,470,1058,1058,1060,1059,1075,1075,1075,0,1,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,SF Co [H],17,69,103,5,2,460,470,1058,1058,1060,1059,1145,1145,0,0,1,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Weapons Pl,17,46,104,3,1,100,100,425,425,425,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Rifle Company,17,46,104,3,2,410,1045,1045,1045,1023,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Rifle Company +,17,46,103,3,2,410,1045,1045,1045,1023,75,266,266,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Reserve Co,17,46,103,3,3,500,500,100,1046,1046,1046,0,0,0,0,1,4,-6,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Peoples Army Co,17,69,103,3,3,510,510,510,1047,1047,1047,0,0,0,0,1,4,-7,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Border Guard Co,17,69,103,3,2,505,450,1048,1048,1215,1222,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Rifle Company,17,105,125,3,2,410,804,1045,1045,1045,1045,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Repub Guards Co,17,87,103,3,2,432,524,1055,1055,1055,0,0,0,0,0,1,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,D/M RGuards Co,17,87,103,3,2,432,1360,1360,1360,1034,0,0,0,0,0,1,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,R Guards Wpn Pl,17,87,103,3,1,100,100,425,425,425,0,0,0,0,0,1,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Motor Rifle Co,17,59,125,3,2,420,311,1050,1050,1050,385,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Motorised Co,17,46,125,3,2,410,303,1051,1051,1051,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Mot Rifle Co(+),17,59,103,3,2,420,311,1050,1050,1050,1229,1017,385,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Prime Mover,17,46,125,4,0,539,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Sapper Co,17,46,125,3,2,440,1060,1060,1060,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Truck Sapper Pl,17,48,125,3,2,440,440,440,305,305,305,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Mech Sapper Pl,17,65,125,3,2,440,440,440,61,61,61,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Rifle Platoon,17,46,125,3,1,410,410,410,265,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Reserve Platoon,17,46,103,3,0,500,500,500,265,0,0,0,0,0,0,1,4,-6,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Peoples Army Pl,17,69,103,3,0,510,510,510,0,0,0,0,0,0,0,1,4,-7,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Border Guard Pl,17,69,125,3,0,505,505,505,0,0,0,0,0,0,0,1,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Motor Rifle Pl,17,59,125,3,1,420,420,420,265,265,311,311,311,311,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Motorised Pl,17,46,125,3,1,410,410,410,265,304,304,304,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Mech Company,17,75,125,3,2,475,62,1053,1053,1053,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Mech Platoon,17,75,125,3,1,475,475,475,62,62,62,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,R Gds Mech Pl,17,87,103,3,1,432,432,432,522,522,522,0,0,0,0,1,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,3 R Guards APC,17,87,103,4,0,522,522,522,0,0,0,0,0,0,0,1,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,SF Platoon,17,69,125,3,1,460,460,460,482,0,0,0,0,0,0,1,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,SF Scout Pl,17,69,125,3,1,470,470,470,0,0,0,0,0,0,0,1,12,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Sapper Platoon,17,46,125,3,1,440,440,440,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
