rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.AP_FH,arm.AP_SH,arm.AP_RH,arm.AP_FT,arm.AP_ST,arm.AP_RT,arm.AP_TP,arm.HE_FH,arm.HE_SH,arm.HE_RH,arm.HE_FT,arm.HE_ST,arm.HE_RT,arm.HE_TP,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,ew,load_cap,survive,load_cost,icon,swim,movcl,smkdev,start_mo,end_mo,sound,wpn_snd_s1,wpn_snd_s2,wpn_snd_s3,wpn_snd_s4,B90,icon_winter,icon_desert,B98,B99,B100,B101,B102,B103,B104,B105,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B117,B118,B119,B120,B121,B122,B123
1,M24 Chaffee,12,0,4,5,84,66,55,65,24,24,120,0,90,0,120,0,17,5,3,3,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,46,53,49,12,9273,0,3,0,0,7,1,5,0,6,3,14,16,0,4,2,1,9,0,0,210,208,210,0,4125,4123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,M41 Bulldog,12,0,4,4,86,66,55,0,21,21,120,0,90,0,0,0,24,4,2,2,4,3,3,1,4,3,2,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,51,55,62,12,12002,0,5,15,0,7,1,8,0,6,4,18,13,0,4,0,10,12,0,0,210,208,0,0,4126,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,M551 Sheridan,175,0,4,4,103,66,154,55,9,0,120,0,0,11,90,0,23,4,2,2,10,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,68,79,143,12,52506,20,10,0,9,5,2,8,0,6,3,12,3913,2,4,1,1,2,0,0,210,0,208,0,3916,3915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,M114A1,123,0,2,3,68,52,0,0,90,0,90,0,0,0,0,0,19,4,2,2,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,61,83,28,12,865,0,0,0,0,9,0,0,0,3,4,10,647,1,4,0,1,12,0,208,206,0,0,0,7756,7757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,M3A1 Bradley,120,0,4,3,74,67,155,0,75,0,120,0,0,12,0,0,22,6,3,2,6,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,81,83,263,12,23909,40,15,75,0,9,4,12,0,102,4,18,1747,2,4,2,5,12,0,0,55,0,0,0,2527,1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,M3A2 Bradley,120,0,4,3,74,67,158,0,75,0,120,0,0,12,0,0,22,12,6,4,12,6,6,3,15,8,4,15,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,95,313,12,23910,40,15,75,0,9,4,12,0,102,4,18,1748,2,4,2,1,12,0,0,55,0,0,0,2527,1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,M3A3+ Bradley,120,0,4,3,74,67,159,0,75,0,120,0,0,12,0,0,20,14,7,4,16,8,8,4,18,9,4,20,10,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,90,96,101,367,12,23913,40,20,75,0,9,5,14,0,102,4,20,1758,0,4,1,1,9,0,0,55,0,0,0,2528,1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,M4A3E8 Sherman,13,0,5,5,85,66,55,65,21,35,120,0,90,0,120,0,14,9,4,4,9,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,46,53,62,12,12008,0,3,15,0,7,1,4,0,12,4,37,444,0,4,2,1,12,0,0,210,208,210,0,7520,7519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,M26 Pershing,13,0,5,5,88,66,55,65,25,30,120,0,90,0,120,0,15,15,8,5,11,8,8,3,15,8,5,11,8,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,80,46,52,72,12,7597,0,5,15,0,6,0,6,0,12,4,42,4748,0,4,2,1,12,0,0,210,208,210,0,4749,4750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,M45 Pershing,15,0,5,5,242,66,55,65,64,0,120,0,90,0,120,0,15,15,8,5,20,10,6,3,15,8,5,21,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,80,46,53,67,12,12010,0,5,0,10,6,1,3,0,12,4,42,4751,0,4,2,1,12,0,0,210,208,210,0,4752,4753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,M46 Patton,13,0,5,5,89,66,55,65,25,25,120,0,90,0,120,0,15,15,8,5,12,8,8,3,15,8,5,12,8,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,80,48,53,79,12,9091,0,5,20,0,6,0,10,0,13,4,44,486,0,4,2,6,12,0,0,210,208,210,0,4128,3992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,M47 Patton,13,0,5,5,90,66,55,65,21,20,120,0,90,0,120,0,16,16,8,5,12,9,6,2,16,8,5,12,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,52,55,100,12,36744,0,10,20,10,6,0,18,0,13,4,46,455,0,4,0,1,12,0,0,210,208,210,0,4129,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,M48 Patton,13,0,5,4,91,66,55,0,20,20,120,0,90,0,0,0,16,20,9,5,15,8,5,3,20,9,5,15,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90,53,60,104,12,30726,10,10,10,10,6,0,18,0,13,4,47,1549,0,4,0,7,12,0,0,210,208,0,0,4130,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,M48A3 Patton,13,0,5,4,93,66,55,0,20,0,120,0,90,0,0,0,16,20,9,5,15,8,5,3,20,9,5,15,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,91,65,72,117,12,7575,20,15,17,25,6,0,18,0,13,4,48,1564,0,4,0,1,4,0,0,210,208,0,0,4131,1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,M48A5 Patton,13,0,5,4,97,66,55,52,10,0,120,0,90,0,90,0,16,20,9,5,15,8,5,3,20,9,5,15,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90,78,84,137,12,23914,20,15,30,14,6,0,18,0,13,4,49,1571,0,4,1,6,12,0,0,210,208,206,0,4132,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,M60A1 Patton,13,0,5,4,95,66,56,0,18,0,120,0,90,0,0,0,16,26,9,6,26,14,6,4,26,9,6,26,14,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,90,62,71,149,12,1250,20,15,20,25,6,1,18,0,13,4,46,1055,0,4,1,1,12,0,0,210,208,0,0,4487,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,M60A2 Patton,13,0,5,4,103,66,154,56,13,0,120,0,0,13,90,0,16,26,9,6,26,14,6,3,26,9,6,26,14,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,91,74,81,205,12,23931,20,10,0,20,5,2,22,0,13,4,46,1063,0,4,1,1,12,0,0,210,0,208,0,4138,4137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,M60A1 Patton,13,0,5,4,96,66,56,0,18,0,120,0,90,0,0,0,16,26,9,6,26,14,6,4,26,9,6,26,14,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,90,72,77,149,12,9093,20,15,25,20,6,1,18,0,13,4,46,1058,0,4,1,1,12,0,0,210,208,0,0,4494,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,M60A3 Patton,13,0,5,4,98,67,56,0,18,0,120,0,90,0,0,0,16,26,9,6,26,14,6,4,26,9,6,26,14,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,90,79,89,183,12,32227,30,25,30,15,6,4,22,0,13,4,46,1070,0,4,1,1,12,0,0,55,208,0,0,7339,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,M1 Abrams,59,0,5,4,98,67,55,53,10,0,120,0,90,0,90,0,24,40,9,6,40,24,9,5,75,58,23,75,40,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,91,80,84,288,12,12020,40,35,30,15,6,4,22,0,0,6,50,1082,0,4,1,1,12,0,0,55,208,55,0,2525,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
