id,name,wclass,wclass,size,warhead,kill_HE,kill_AP,pen_HE,pen_AP,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
1,Sniper Rifle,1,primary infantry weapon,0,1,2,0,0,0,0,0,30,15,0
2,Pistol,1,primary infantry weapon,0,1,1,0,0,0,0,0,0,1,0
3,M2 Carbine,1,primary infantry weapon,0,1,2,0,0,0,0,0,1,5,0
5,Sten SMG,1,primary infantry weapon,0,1,5,0,0,0,0,0,1,2,0
6,Sterling SMG,1,primary infantry weapon,0,1,5,0,0,0,0,0,1,2,0
7,MP5-K SMG,1,primary infantry weapon,0,1,5,0,0,0,0,0,1,1,0
8,M16A1 Rifle,1,primary infantry weapon,0,1,3,0,0,0,0,0,1,8,0
9,FN FAL Rifle,1,primary infantry weapon,0,1,2,0,0,0,0,0,1,10,0
10,Beretta AR90,2,secondary infantry weapon,0,1,4,0,0,0,0,0,8,10,0
11,7.62mm M240 LMG,2,secondary infantry weapon,0,1,8,0,0,0,0,0,21,12,0
12,.303 Bren LMG,2,secondary infantry weapon,0,1,5,0,0,0,0,0,21,12,0
13,7.62mm L4A1 LMG,2,secondary infantry weapon,0,1,5,0,0,0,0,0,20,12,0
14,7.62mm M60 LMG,2,secondary infantry weapon,0,1,5,0,0,0,0,0,18,12,0
15,M9A1 Bazooka,2,secondary infantry weapon,0,4,2,0,2,222,12,0,4,5,0
16,Super Bazooka,2,secondary infantry weapon,0,5,7,0,2,222,28,0,4,6,0
18,G36 Rifle,1,primary infantry weapon,0,1,3,0,0,0,0,0,6,9,0
20,M72 LAW,2,secondary infantry weapon,0,4,4,0,2,222,30,0,5,4,0
22,107mm Rocket,3,team weapon,0,3,15,0,2,0,0,0,1,170,0
28,106mm M40 HE,7,large gun,0,5,11,0,3,0,0,0,10,154,0
30,LAW-80,2,secondary infantry weapon,0,5,9,0,2,222,70,0,5,10,0
31,RPG-32 Hashim,24,multi-charge HEAT,0,5,9,0,2,222,65,0,5,9,0
32,7.62mm RPK SAW,2,secondary infantry weapon,0,1,5,0,0,0,0,0,19,10,0
33,AK47 Rifle,1,primary infantry weapon,0,1,3,0,0,0,0,0,1,8,0
34,RPG-7,2,secondary infantry weapon,0,5,4,0,2,222,33,0,5,10,0
35,Vickers HMG,3,team weapon,0,1,5,0,0,0,0,0,23,30,0
36,.303 Browng MMG,3,team weapon,0,1,5,0,0,0,0,0,20,24,0
37,7.62mm FN-MAG,3,team weapon,0,1,7,0,0,0,0,0,18,24,0
38,12.7mm M2HB HMG,3,team weapon,0,1,10,0,1,0,0,0,23,40,0
39,7.62mm M60 MMG,3,team weapon,0,1,5,0,0,0,0,0,18,24,0
40,3 inch Mortar,3,team weapon,0,4,9,0,1,0,0,0,3,55,2
41,81mm M29 Mortar,3,team weapon,0,4,11,0,1,0,0,0,3,92,2
42,60mm M19 Mortar,3,team weapon,0,4,7,0,1,0,0,0,3,61,2
43,107mm M30 Mrtr,3,team weapon,0,4,15,0,2,0,0,0,3,137,15
44,120mm M63 Mor,3,team weapon,0,5,19,0,2,0,0,0,3,205,10
45,106mm M40 RCL,3,team weapon,0,5,11,0,3,222,45,0,10,22,0
46,106mm M40A1 RCL,3,team weapon,0,5,11,0,3,222,62,0,10,27,0
47,120mm Mobat RCL,27,high-explosive squash head gun,0,7,15,0,3,222,60,0,10,20,0
48,7.62mm L37 TMG,5,light gun,0,1,8,0,0,0,0,0,18,24,0
49,.303 Bren AAMG,4,anti-air weapon,0,1,5,0,0,0,0,0,21,24,0
50,.303 Bren TMG,5,light gun,0,1,5,0,0,0,0,0,21,24,0
51,.30 Browng AAMG,4,anti-air weapon,0,1,5,0,0,0,0,0,20,24,0
52,7.62mm M60 AAMG,4,anti-air weapon,0,1,5,0,0,0,0,0,18,24,0
53,7.62mm L37 AAMG,4,anti-air weapon,0,1,8,0,0,0,0,0,18,24,0
54,7.62 Hughes ChG,5,light gun,0,1,10,0,0,0,0,0,24,30,0
55,12.7 M2HB AAMG,4,anti-air weapon,0,1,10,0,1,0,0,0,23,40,0
56,12.7mm M85 AAMG,4,anti-air weapon,0,1,11,0,1,0,0,0,18,40,0
57,40mm Bofors AAG,4,anti-air weapon,0,3,15,0,1,7,0,0,14,46,0
58,40mm AAG (2),4,anti-air weapon,0,3,17,0,1,7,0,0,16,60,0
60,ZSU-23 (4) AAG,4,anti-air weapon,0,2,23,0,1,5,0,0,20,50,0
61,.30 Browng TMG,5,light gun,0,1,5,0,0,0,0,0,20,24,0
62,7.62mm L37 CMG,5,light gun,0,1,8,0,0,0,0,0,18,24,0
63,7.9mm Besa CMG,5,light gun,0,1,5,0,0,0,0,0,23,24,0
64,7.9mm Besa BMG,5,light gun,0,1,5,0,0,0,0,0,23,10,0
65,.30 Browng BMG,5,light gun,0,1,5,0,0,0,0,0,20,10,0
66,.30 Browng CMG,5,light gun,0,1,5,0,0,0,0,0,20,24,0
67,7.62mm L8A1 CMG,5,light gun,0,1,8,0,0,0,0,0,24,24,0
68,12.7mm M2HB CMG,5,light gun,0,1,10,0,1,0,0,0,23,40,0
69,7.62mm L43 CMG,5,light gun,0,1,8,0,0,0,0,0,18,24,0
70,7.92mm MG34 CMG,5,light gun,0,1,8,0,0,0,0,0,20,24,0
71,7.92mm MG34 BMG,5,light gun,0,1,8,0,0,0,0,0,20,10,0
72,Vickers TMG,5,light gun,0,1,5,0,0,0,0,0,23,30,0
73,.303 Bren CMG,2,secondary infantry weapon,0,1,5,0,0,0,0,0,18,24,0
74,12.7mm M2HB TMG,5,light gun,0,1,10,0,1,0,0,0,23,40,0
75,20mm Mle 621,5,light gun,0,2,11,0,1,4,0,5,27,30,30
76,30mm 2A42 A/C,19,auto cannon,0,2,14,0,1,6,0,8,24,80,40
77,.30 Browng MG,5,light gun,0,1,5,0,0,0,0,0,20,24,0
78,7.62mm PKT CMG,5,light gun,0,1,6,0,0,0,0,0,22,24,0
79,37mm M6 Gun,6,medium gun,0,2,1,0,1,6,0,0,14,40,0
80,75mm KwK 40 Gun,6,medium gun,0,4,5,0,2,13,9,17,12,70,50
81,75mm Mk VII Gun,6,medium gun,0,4,5,0,2,10,0,0,9,60,0
82,77mm Gun,6,medium gun,0,4,5,0,2,15,0,25,12,70,70
83,30mm 2A72 A/C,19,auto cannon,0,2,13,0,1,10,0,12,24,80,50
84,20mm M168 Gun A,4,anti-air weapon,0,2,18,0,1,4,0,0,19,32,0
85,20mm M168 Gun B,4,anti-air weapon,0,2,18,0,1,4,0,0,19,52,0
87,17 Pounder Gun,6,medium gun,0,4,5,0,2,17,0,28,15,70,70
88,90mm M36 Gun 74,6,medium gun,0,5,9,0,2,15,30,23,13,80,50
89,90mm M36 Gun,6,medium gun,0,5,9,0,2,15,19,23,13,80,50
90,90mm M36 Be83,6,medium gun,0,5,9,0,2,15,30,26,13,80,100
91,20 Pounder 52,6,medium gun,0,5,7,0,2,20,0,30,17,80,80
92,90mm M41 Gun 65,6,medium gun,0,5,9,0,2,17,30,25,13,88,60
94,M135 165mm Gun,27,high-explosive squash head gun,0,9,23,0,4,0,80,0,5,24,0
95,6 Pounder Gun,6,medium gun,0,3,3,0,2,11,0,17,13,50,60
97,76mm L5 Gun,27,high-explosive squash head gun,0,4,5,0,2,0,30,0,7,44,0
98,120mm L44 Is00,7,large gun,0,7,15,0,3,0,60,90,13,120,125
99,120mm L11A5 67,27,high-explosive squash head gun,0,7,15,0,3,0,62,48,15,120,120
100,120mm L11A5 84,27,high-explosive squash head gun,0,7,15,0,3,0,62,57,15,120,120
101,120mm L30 94,27,high-explosive squash head gun,0,7,15,0,3,0,62,87,16,120,120
102,105mm L7 UK59,27,high-explosive squash head gun,0,5,11,0,3,0,43,30,13,100,100
103,105mm L7 UK76,27,high-explosive squash head gun,0,5,11,0,3,0,43,38,13,100,100
104,105mm M68 83,7,large gun,0,5,11,0,3,0,43,50,13,100,100
105,120mm L50 Sw01,7,large gun,0,7,15,0,3,0,60,90,13,120,130
106,105mm L7 UK73,27,high-explosive squash head gun,0,5,11,0,3,0,43,33,13,100,100
107,105mm RDM103 FH,7,large gun,0,5,11,0,3,0,30,0,8,204,0
108,155mm M2 FG,7,large gun,0,8,21,0,4,0,0,0,10,209,0
109,105mm M101 FH,7,large gun,0,5,11,0,3,0,12,0,6,201,0
110,155mm M185 FH,7,large gun,0,8,21,48,4,10,0,0,10,214,0
111,155mm M114A1 FH,7,large gun,0,8,21,0,4,0,0,0,6,205,0
113,203mm M115 FH,7,large gun,0,11,31,0,5,0,0,0,6,207,0
114,105mm RDM103 RA,7,large gun,0,5,11,0,3,0,12,0,8,220,0
117,25 Pounder GH,6,medium gun,0,5,7,0,2,0,11,10,7,202,24
118,3.7in Inf Hwtzr,6,medium gun,0,5,9,0,2,0,2,0,6,110,0
119,Flamethrower,8,infantry flamethrower,0,45,25,0,0,0,14,0,30,1,0
120,Satchel Charge,2,secondary infantry weapon,0,10,20,0,18,0,15,0,15,1,0
121,Hand Grenade,2,secondary infantry weapon,0,3,6,0,1,0,0,0,3,1,0
123,40mm M203 GL,2,secondary infantry weapon,0,3,3,0,1,222,5,0,3,7,0
124,40mm M75 GL,3,team weapon,0,3,11,0,1,222,5,0,20,40,0
125,9M32 Strela-2,12,surface-to-air missile,0,4,2,0,2,0,0,0,50,68,16
126,Redeye SAM,12,surface-to-air missile,0,4,2,0,2,0,0,0,70,66,12
128,MIM-23A HAWK,12,surface-to-air missile,0,19,54,0,54,0,0,0,100,255,40
130,MIM-23B I-HAWK,12,surface-to-air missile,0,19,74,0,74,0,0,0,140,255,30
131,9M36 Strela-3,12,surface-to-air missile,0,4,2,0,2,0,0,0,80,90,10
133,Javelin SAM,12,surface-to-air missile,0,4,3,0,3,0,0,0,120,100,10
134,Mistral SAM,12,surface-to-air missile,0,5,3,0,3,0,0,0,120,100,6
135,Roland I SACP,12,surface-to-air missile,0,8,7,0,7,0,0,0,100,120,14
138,Patriot SAM,12,surface-to-air missile,0,22,73,0,73,0,0,0,140,255,30
139,SA-13 Strela-10,12,surface-to-air missile,0,5,6,0,6,0,0,0,100,100,10
141,9M33M2 Osa,12,surface-to-air missile,0,10,15,0,15,0,0,0,100,200,30
142,23mm ZU-23 (2),4,anti-air weapon,0,2,19,0,1,5,0,0,20,50,0
146,30mm (4) 2A38,4,anti-air weapon,0,2,26,0,1,8,0,0,28,80,0
147,57E6 Pantsyr,12,surface-to-air missile,0,13,16,0,16,0,0,0,170,210,24
150,Javelin,22,top-attack ATGM,0,7,0,0,0,222,90,0,95,40,2
152,Dragon II,13,anti-tank guided missile,0,8,0,0,0,222,50,0,60,20,2
157,BGM-71B TOW,13,anti-tank guided missile,0,6,0,0,0,222,43,0,90,75,2
158,BGM-71C I-TOW,13,anti-tank guided missile,0,6,0,0,0,222,63,0,90,75,2
159,BGM-71F TOW-2B,22,top-attack ATGM,0,8,0,0,0,222,100,0,90,75,4
163,ZT-3 Ingwe,13,anti-tank guided missile,0,6,0,0,0,222,60,0,80,80,3
