rid,name,nation,start_yr,end_yr,pscr,type,ERID[1],ERID[2],ERID[3],ERID[4],ERID[5],ERID[6],ERID[7],ERID[8],ERID[9],ERID[10],start_mo,end_mo,exp_mod,mor_mod,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59
1,Battalion HQ,34,46,125,10,5,245,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Lt Tank Co 46,34,46,49,1,2,2,2,1017,1017,1017,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Lt Cavalry Sqdn,34,49,69,1,2,4,4,1018,1018,1018,1018,0,0,0,0,1,12,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Cavalry Sqdn,34,91,92,1,2,28,28,1019,1019,1019,0,0,0,0,0,10,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Cavalry Sqdn,34,93,104,1,2,29,30,270,1020,1020,1020,0,0,0,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Cavalry Sqdn,34,105,125,1,2,29,30,270,1052,1020,1020,1020,1059,0,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Tank Company 46,34,46,49,1,2,6,8,1021,1021,1021,1021,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Tank Company,34,47,54,1,2,9,10,1022,1022,1022,1022,1028,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Medium Tank Co,34,55,89,1,2,11,12,1023,1023,1023,1023,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,M-60 Tank Co,34,65,94,1,2,17,1024,1024,1024,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Tank Company,34,72,89,1,2,20,1025,1025,1025,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Tank Company,34,90,125,1,2,20,1026,1026,1026,1026,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,MBT Tank Co,34,98,125,1,2,25,25,1027,1027,1027,1027,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,SMV Squadron,34,46,69,1,2,32,32,1028,1028,1028,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Lt Tank Pl 46,34,46,49,1,1,2,2,3,3,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Cavalry Troop,34,49,69,1,1,4,4,4,4,4,0,0,0,0,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Cavalry Troop,34,91,92,1,1,28,27,27,27,27,0,0,0,0,0,10,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Cavalry Troop,34,93,125,1,1,29,270,30,27,27,27,0,0,0,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Tank Platoon 46,34,46,49,1,1,6,6,6,6,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Tank Platoon,34,47,54,1,1,10,9,9,9,9,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Medium Tank Pl,34,55,89,1,1,11,12,12,12,12,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,M-60 Platoon,34,65,94,1,1,17,17,17,17,17,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Tank Platoon,34,72,89,1,1,20,20,20,20,20,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Tank Platoon,34,90,125,1,1,20,20,20,20,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MBT Platoon,34,98,125,1,1,25,25,25,25,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,SMV Troop,34,46,69,1,1,32,32,32,32,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Lt Tank Sec 46,34,46,49,1,0,2,2,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Light Tank Sec,34,49,71,1,1,4,4,0,0,0,0,0,0,0,0,1,12,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Cavalry Section,34,91,125,1,1,27,27,0,0,0,0,0,0,0,0,10,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Mixed Cav.Sect.,34,93,125,1,1,29,30,270,0,0,0,0,0,0,0,1,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Tank Section 46,34,46,49,1,0,7,8,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Tank Section,34,47,54,1,0,9,9,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Medium Tank Sec,34,55,89,1,1,12,12,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,M-60 Section,34,65,94,1,0,17,17,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Tank Section,34,74,125,1,0,20,20,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,MBT Section,34,98,125,1,0,25,25,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Main BattleTank,34,98,125,1,0,25,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,SMV Section,34,46,69,1,0,32,32,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Armour Recon Co,34,46,84,1,2,36,36,1230,1077,1077,1234,1048,1354,1355,0,1,12,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Armour Recon Co,34,109,125,1,2,200,41,270,1047,1356,1356,1020,1068,0,0,1,12,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Armour Car Sqdn,34,46,84,1,2,36,36,1048,1048,1048,0,0,0,0,0,1,12,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
