rid,name,nation,start_yr,end_yr,pscr,type,ERID[1],ERID[2],ERID[3],ERID[4],ERID[5],ERID[6],ERID[7],ERID[8],ERID[9],ERID[10],start_mo,end_mo,exp_mod,mor_mod,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59
1,Battalion HQ,33,46,125,10,5,242,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Tankette Co,33,46,54,1,2,2,2,1020,1020,1020,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Light Tank Co,33,46,54,1,2,4,4,1021,1021,1021,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Light Tank Co,33,55,105,1,2,5,5,1022,1022,1022,1022,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Cav Tank Sqdn,33,100,125,1,2,9,10,252,1023,1023,1023,1023,0,0,0,1,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Infantry Co +,33,46,125,3,2,271,1161,1318,1318,1318,1360,1351,1068,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Tank Company,33,46,54,1,2,13,13,1024,1025,1025,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,M47 Tank Co,33,55,93,1,2,15,15,1026,1026,1026,1026,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Tank Company,33,67,80,1,2,19,19,1027,1027,1027,1027,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Tank Company,33,81,125,1,2,27,27,1028,1028,1028,1028,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,MBT Company,33,96,125,0,2,30,30,1029,1029,1029,1029,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Stug Company,33,46,54,2,2,34,34,1030,1030,1030,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Armoured Car Co,33,46,80,1,2,37,37,1031,1031,1031,0,0,0,0,0,1,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Armoured Car Co,33,80,125,1,2,42,41,1032,1032,1032,0,0,0,0,0,1,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Flame Tank Pl,33,46,54,1,1,48,48,48,48,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,RCL Jeep Co,33,55,95,1,2,51,51,1033,1033,1033,1033,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Lt SP ATGM Co,33,66,125,1,2,55,55,1034,1034,1034,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,SP ATGM Co,33,92,125,1,2,63,63,1035,1035,1035,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Mech Inf Co,33,55,98,3,2,277,169,1323,1323,1323,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Tankette Pl,33,46,54,1,1,2,2,2,2,2,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Light Tank Pl,33,46,54,1,1,4,3,3,3,3,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Light Tank Pl,33,55,105,1,1,6,6,6,6,6,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Cav Tank Troop,33,100,125,1,1,10,252,8,8,8,8,0,0,0,0,1,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Pz IV Tank Pl,33,46,54,1,1,13,13,13,13,13,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,T-26 Tank Pl,33,46,54,1,1,12,12,12,12,12,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,M47 Tank Pl,33,55,93,1,1,17,18,18,18,18,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Tank Platoon,33,55,80,1,1,22,22,22,22,22,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Tank Platoon,33,80,125,1,1,28,28,28,28,28,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,MBT Platoon,33,96,125,1,1,31,31,31,31,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Stug Platoon,33,46,54,0,1,34,34,34,34,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Armoured Car Pl,33,46,80,1,1,37,37,36,36,36,0,0,0,0,0,1,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Armoured Car Pl,33,80,125,1,1,42,42,41,41,0,0,0,0,0,0,1,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,RCL Jeep Pl,33,55,95,1,1,52,52,52,52,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Lt SP ATGM Pl,33,66,125,1,1,57,57,57,57,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,SP ATGM Pl,33,92,125,1,1,64,64,64,64,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Mech Inf Co,33,99,125,3,2,277,176,1346,1324,1324,1324,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Tankette Sec,33,46,54,1,1,2,2,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Light Tank Sec,33,46,54,1,1,4,3,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Light Tank Sec,33,55,105,1,1,7,7,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Cav Tank Sec,33,100,125,1,1,9,10,252,0,0,0,0,0,0,0,1,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Tank Section,33,46,54,1,1,13,13,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,M47 Tank Sec,33,55,93,1,1,17,18,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Tank Section,33,55,125,1,1,26,26,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,MBT Section,33,96,125,1,1,32,32,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Stug Section,33,46,54,1,1,34,34,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Armour Car Sec,33,46,125,1,1,44,44,0,0,0,0,0,0,0,0,1,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,RCL Jeep Sec,33,55,95,1,1,53,53,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Lt SP ATGM Sec,33,66,125,1,1,59,59,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,SP ATGM Section,33,92,125,1,1,65,65,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Flame Tank Sec,33,46,54,1,1,48,48,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,MBT,33,96,125,1,1,32,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Para Company,33,46,125,3,2,289,1167,1336,1336,1336,1351,1360,0,0,0,1,12,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,SP Mortar Co,33,55,125,2,2,69,69,1055,1054,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,SP Mortar Pl,33,55,125,2,1,70,70,70,70,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,SP Mortar Sec,33,55,125,2,0,71,71,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,SPA Bn,33,53,125,2,2,307,1057,1057,1057,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,SPA Battery,33,53,125,2,1,77,77,77,77,77,77,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,SPA Section,33,53,125,2,0,81,81,81,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,MLRS Battery,33,55,125,2,1,88,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Marines Company,33,46,125,3,2,295,1360,1340,1340,1340,1343,1351,1068,0,0,1,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Legionarios Co,33,46,77,0,2,283,301,209,200,200,1330,1330,1330,0,0,1,12,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Minelet Battery,33,90,99,2,2,96,96,96,96,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Fortifications,33,46,125,4,1,444,440,440,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Legionarios Co,33,74,84,3,2,283,301,209,178,178,1331,1331,1331,1048,1055,1,12,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Legionarios Co,33,85,125,3,2,283,301,209,178,178,1332,1332,1332,1055,0,1,12,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Mortar Battery,33,46,125,2,1,100,100,100,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Mortar Section,33,46,125,2,0,324,324,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Legionarios Co+,33,85,125,3,2,283,301,209,178,178,1332,1332,1332,1043,1055,1,12,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Hy Mortar Bty/T,33,46,125,2,1,106,106,106,200,200,200,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Hy Mortar Sec/T,33,46,125,2,0,326,326,200,200,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Hy Mortar Bty,33,46,125,2,1,108,108,108,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Hy Mortar Sec,33,46,125,2,0,326,326,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Mountain Gun Pl,33,46,125,2,1,111,111,111,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Mtn Gun Pl/T,33,46,125,2,1,112,112,112,200,200,200,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Mech Inf Co (+),33,55,98,3,2,277,169,1169,1104,1323,1323,1323,1055,1046,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Mech Inf Co(+),33,99,125,3,2,277,176,1169,1349,1324,1324,1324,1055,1040,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Field Gun Sec,33,46,125,2,1,115,115,115,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Field Guns/T,33,46,125,2,1,115,115,115,200,200,200,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Lt Mortar Sec,33,46,125,2,0,322,322,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Howitzer Sec,33,46,125,2,1,120,120,120,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Howitzer Sec/T,33,46,125,2,1,121,121,121,200,200,200,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Light Art Bn,33,46,125,2,1,124,124,124,124,124,124,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Light Battery,33,46,125,2,1,124,124,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Medium Art Bn,33,46,125,2,1,128,128,128,128,128,128,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Medium Battery,33,46,125,2,1,128,128,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Heavy Art Bn,33,53,125,2,1,134,134,134,134,134,134,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Heavy Battery,33,53,125,2,1,134,134,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1 Naval Gun,33,46,125,2,4,137,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2 Naval Guns,33,46,125,2,4,137,137,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,3 Naval Guns,33,46,125,2,4,137,137,137,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,4 Naval Guns,33,46,125,2,4,137,137,137,137,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,AT Gun Platoon,33,46,69,2,1,353,353,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,AT Gun Pl/T,33,46,69,2,1,353,353,200,200,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Lt SPAA Platoon,33,46,125,2,1,145,145,145,145,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Lt SPAA Sec,33,46,125,2,1,145,145,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,SPAA Platoon,33,50,65,2,1,147,147,147,147,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
