id,name,wclass,wclass,size,warhead,kill_HE,kill_AP,pen_HE,pen_AP,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
1,Sniper Rifle,1,primary infantry weapon,0,1,2,0,0,0,0,0,30,15,0
2,Pistol,1,primary infantry weapon,0,1,1,0,0,0,0,0,0,1,0
3,M2 Carbine,1,primary infantry weapon,0,1,2,0,0,0,0,0,1,5,0
4,M1 Rifle,1,primary infantry weapon,0,1,2,0,0,0,0,0,1,10,0
5,M3A1 SMG,1,primary infantry weapon,0,1,6,0,0,0,0,0,1,2,0
6,M4A1 Carbine,1,primary infantry weapon,0,1,3,0,0,0,0,0,6,7,0
7,M14 Rifle,1,primary infantry weapon,0,1,2,0,0,0,0,0,1,10,0
8,M16 Rifle,1,primary infantry weapon,0,1,3,0,0,0,0,0,1,8,0
9,M16A4 / M4 ACOG,1,primary infantry weapon,0,1,3,0,0,0,0,0,6,9,0
10,M4 Carbine,1,primary infantry weapon,0,1,3,0,0,0,0,0,1,4,0
11,BAR,2,secondary infantry weapon,0,1,5,0,0,0,0,0,17,12,0
12,M14A1 SAW,2,secondary infantry weapon,0,1,5,0,0,0,0,0,18,10,0
13,M249 SAW,2,secondary infantry weapon,0,1,6,0,0,0,0,0,21,12,0
14,7.62mm M60 LMG,2,secondary infantry weapon,0,1,5,0,0,0,0,0,18,12,0
15,M9A1 Bazooka,2,secondary infantry weapon,0,4,2,0,2,222,12,0,4,5,0
16,M20 Bazooka,2,secondary infantry weapon,0,5,7,0,2,222,28,0,4,6,0
17,M9A1 Rifle-Gren,2,secondary infantry weapon,0,3,3,0,2,222,9,0,1,3,0
18,7.62mm M240 LMG,2,secondary infantry weapon,0,1,8,0,0,0,0,0,21,12,0
19,Shotgun,1,primary infantry weapon,0,1,8,0,0,0,0,0,5,1,0
20,M72 LAW,2,secondary infantry weapon,0,4,4,0,2,222,30,0,5,4,0
21,M16A2 LMG,2,secondary infantry weapon,0,1,4,0,0,0,0,0,23,10,0
22,30 cal M1919A6,2,secondary infantry weapon,0,1,5,0,0,0,0,0,20,12,0
23,50cal M2 (SLAP),3,team weapon,0,1,10,0,1,4,0,0,23,40,0
24,30 cal TMG (2),5,light gun,0,1,8,0,0,0,0,0,20,24,0
25,107mm M30 Mrtr,3,team weapon,0,4,15,0,2,0,0,0,3,137,15
26,60mm M19 Mtr DF,3,team weapon,0,4,4,0,1,0,0,0,5,7,0
27,SMAW-D,2,secondary infantry weapon,0,5,7,0,2,222,21,0,10,10,0
28,M28/M31 RG,2,secondary infantry weapon,0,4,5,0,2,222,20,0,1,2,0
30,M136/AT4 LAW B,2,secondary infantry weapon,0,5,7,0,2,222,60,0,5,4,0
31,M136/AT4 LAW A,2,secondary infantry weapon,0,5,7,0,2,222,42,0,5,4,0
32,M3 Carl Gustaf,24,multi-charge HEAT,0,5,7,0,2,222,50,0,6,10,0
33,105mm M27 RR,3,team weapon,0,5,11,0,3,222,30,0,6,12,0
34,60mm M224 Mtr,3,team weapon,0,4,7,0,1,0,0,0,3,76,2
35,.30in M1919 MMG,3,team weapon,0,1,5,0,0,0,0,0,20,24,0
36,7.62mm M60 MMG,3,team weapon,0,1,5,0,0,0,0,0,18,24,0
37,7.62mm M240 MMG,3,team weapon,0,1,8,0,0,0,0,0,21,24,0
38,50 cal M2 HMG,3,team weapon,0,1,10,0,1,0,0,0,23,40,0
39,60mm M19 Mortar,3,team weapon,0,4,7,0,1,0,0,0,3,61,2
40,81mm M1 Mortar,3,team weapon,0,4,11,0,1,0,0,0,3,65,2
41,81mm M29 Mortar,3,team weapon,0,4,11,0,1,0,0,0,3,92,2
42,120mm M120 Mtr,3,team weapon,0,5,19,0,2,0,0,0,3,144,4
43,4.2in M2 Mortar,3,team weapon,0,4,15,0,2,0,0,0,3,88,10
44,57mm M18A1 RR,3,team weapon,0,3,3,0,2,222,7,0,7,9,0
45,90mm M67 RR,3,team weapon,0,5,9,0,2,222,35,0,6,8,0
46,106mm M40 RR,3,team weapon,0,5,11,0,3,222,45,0,10,22,0
47,40mm TB Grenade,8,infantry flamethrower,0,3,25,0,8,222,8,0,20,8,0
48,75mm M20 RR,3,team weapon,0,4,5,0,2,222,9,0,7,16,0
50,40mm MK19 GL,3,team weapon,0,3,13,0,1,222,5,0,20,40,0
51,30 cal AAMG,4,anti-air weapon,0,1,5,0,0,0,0,0,20,24,0
52,7.62mm M60 AAMG,4,anti-air weapon,0,1,5,0,0,0,0,0,18,24,0
53,7.62 M240 AAMG,4,anti-air weapon,0,1,8,0,0,0,0,0,21,24,0
54,50 cal M3P HMG,4,anti-air weapon,0,1,11,0,1,0,0,0,22,40,0
55,50 cal AAMG,4,anti-air weapon,0,1,10,0,1,0,0,0,23,40,0
56,12.7mm M85 AAMG,4,anti-air weapon,0,1,11,0,1,0,0,0,18,40,0
57,40mm M1 AAG,4,anti-air weapon,0,3,13,0,1,7,0,0,16,60,0
58,40mm AAG (2),4,anti-air weapon,0,3,17,0,1,7,0,0,16,60,0
59,20mm M168 Gun A,4,anti-air weapon,0,2,18,0,1,4,0,0,19,32,0
60,37mm M1 AAG,4,anti-air weapon,0,2,11,0,1,1,0,0,13,55,0
61,50-Cal M55 Quad,4,anti-air weapon,0,1,19,0,1,0,0,0,23,40,0
62,20mm M168 Gun B,4,anti-air weapon,0,2,18,0,1,4,0,0,19,52,0
63,12.7 GAU-19A GG,19,auto cannon,0,1,13,0,1,4,0,0,29,36,0
65,30 cal BMG,5,light gun,0,1,5,0,0,0,0,0,20,10,0
66,30 cal CMG,5,light gun,0,1,5,0,0,0,0,0,20,24,0
67,7.62mm M240 CMG,5,light gun,0,1,8,0,0,0,0,0,21,24,0
68,50 cal TMG,5,light gun,0,1,10,0,1,0,0,0,23,40,0
69,20mm M139 Gun,5,light gun,0,2,15,0,1,5,0,0,24,60,0
70,40mm MK19 GL B,5,light gun,0,3,13,0,1,222,7,0,20,40,0
71,50cal SLAP TMG,19,auto cannon,0,1,10,0,1,4,0,0,23,40,0
72,20mm M168 AA A,4,anti-air weapon,0,2,19,0,1,4,0,0,19,45,0
73,20mm M168 AA B,4,anti-air weapon,0,2,19,0,1,4,0,0,19,52,0
74,25mm M242 CG 81,19,auto cannon,0,2,13,0,1,0,0,8,20,70,40
75,155mm M777 FH,7,large gun,0,8,21,48,4,10,62,0,10,220,0
76,155mm M777 VT,7,large gun,0,8,42,48,4,10,62,0,10,220,0
77,155mm M777 RA,7,large gun,0,8,21,48,4,10,62,0,10,230,0
78,120mm M1028,7,large gun,0,7,110,0,2,0,60,0,25,14,0
79,37mm M6 Gun,6,medium gun,0,2,1,0,1,6,0,0,14,40,0
80,25mm M242 CG 01,19,auto cannon,0,2,13,0,1,0,0,11,20,70,50
82,40mm M320 GLM,2,secondary infantry weapon,0,3,3,0,1,222,7,0,3,8,0
83,75mm Pack How,6,medium gun,0,4,5,0,2,0,9,0,6,162,0
84,75mm M6 Gun,6,medium gun,0,4,5,0,2,10,0,0,9,60,0
85,76mm M1A2 Gun,6,medium gun,0,4,5,0,2,14,0,18,13,70,45
86,76mm M32 Gun 51,6,medium gun,0,4,5,0,2,15,16,22,13,75,48
87,76mm M32 Gun 55,6,medium gun,0,4,5,0,2,15,16,20,13,75,60
88,90mm M3 Gun,6,medium gun,0,5,9,0,2,15,0,23,13,80,50
89,90mm M3A1 Gun,6,medium gun,0,5,9,0,2,15,0,23,13,80,50
90,90mm M36 Gun,6,medium gun,0,5,9,0,2,15,19,23,13,80,50
91,90mm M41 Gun 53,6,medium gun,0,5,9,0,2,17,19,25,13,88,60
92,M82 SniperRifle,1,primary infantry weapon,0,1,2,0,2,2,0,0,30,36,0
93,90mm M41 Gun 65,6,medium gun,0,5,9,0,2,17,30,25,13,88,60
94,M135 165mm Gun,27,high-explosive squash head gun,0,9,23,0,4,0,80,0,5,24,0
95,105mm M68 61,7,large gun,0,5,11,0,3,0,43,30,13,100,100
96,105mm M68 72,7,large gun,0,5,11,0,3,0,43,33,13,100,100
97,105mm M68 75,7,large gun,0,5,11,0,3,0,43,35,13,100,100
98,105mm M68 78,7,large gun,0,5,11,0,3,0,43,40,13,100,100
99,105mm M68 84,7,large gun,0,5,11,0,3,0,43,53,13,100,100
100,120mm M256 16,7,large gun,0,7,15,0,3,0,70,104,18,130,130
101,120mm M256 87,7,large gun,0,7,15,0,3,0,60,70,13,120,120
102,120mm M256 91,7,large gun,0,7,15,0,3,0,60,78,14,120,120
103,152mm M162 Gun,7,large gun,0,8,21,0,4,0,45,0,10,60,0
104,155mm M284 FH,7,large gun,0,8,21,48,4,10,0,0,10,220,0
105,120mm M256 03,7,large gun,0,7,15,0,3,0,70,100,15,120,130
106,105mm FH,7,large gun,0,5,11,0,3,0,12,0,6,201,0
107,81mm M252 Mtr,3,team weapon,0,4,11,0,1,0,0,0,3,116,2
108,155mm M2 Gun,7,large gun,0,8,21,0,4,0,19,0,11,209,0
109,105mm M101 FH,7,large gun,0,5,11,17,3,5,12,0,6,201,0
110,155mm M185 FH,7,large gun,0,8,21,48,4,10,0,0,10,214,0
111,155mm M114 FH,7,large gun,0,8,21,0,4,0,0,0,6,205,0
112,155mm M198 FH,7,large gun,0,8,21,48,4,10,62,0,10,220,0
113,8in FH,7,large gun,0,11,31,0,5,0,0,0,6,207,0
114,175mm M113 FG,7,large gun,0,9,25,0,4,0,0,0,10,227,0
115,203mm M201 FH,7,large gun,0,11,31,60,5,10,0,0,10,225,0
116,105mm M119 FH,7,large gun,0,5,11,18,3,6,30,0,9,205,0
117,VehFlamethrower,9,vehicle flamethrower,0,45,40,0,0,0,25,0,20,3,0
118,Claymore Mine,5,light gun,0,5,15,0,0,0,0,0,25,1,0
119,Flamethrower,8,infantry flamethrower,0,45,25,0,0,0,14,0,30,1,0
120,Satchel Charge,2,secondary infantry weapon,0,10,20,0,18,0,15,0,15,1,0
121,Hand Grenade,2,secondary infantry weapon,0,3,6,0,1,0,0,0,3,1,0
122,40mm M79 GL,2,secondary infantry weapon,0,3,3,0,1,222,5,0,3,7,0
123,40mm M203 GL,2,secondary infantry weapon,0,3,3,0,1,222,5,0,3,7,0
124,155mm M284 RAP,7,large gun,0,8,21,48,4,10,0,0,10,230,0
126,Redeye SAM,12,surface-to-air missile,0,4,2,0,2,0,0,0,70,66,12
127,106mm M40A1 RR,3,team weapon,0,5,11,0,3,222,62,0,10,27,0
128,MIM-23A HAWK,12,surface-to-air missile,0,19,54,0,54,0,0,0,100,255,40
129,MIM-72 SAM,12,surface-to-air missile,0,6,10,0,10,0,0,0,90,80,10
130,MIM-23B I-HAWK,12,surface-to-air missile,0,19,74,0,74,0,0,0,140,255,30
131,20mm M168 CS,19,auto cannon,0,2,18,0,1,4,0,0,19,40,0
132,Sidewinder ATAM,12,surface-to-air missile,0,6,9,0,9,0,0,0,110,100,4
133,Stinger SAM,12,surface-to-air missile,0,4,3,0,3,0,0,0,120,100,2
134,7.62mm M60 (2),3,team weapon,0,1,9,0,0,0,0,0,18,30,0
