id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,ew,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
1,0,*****Angola****,344,NO UNIT,14,other,0,default,1901,1,1901,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65140,0,0,0,0
2,0,***11/1975-2025,344,NO UNIT,14,other,0,default,1975,11,2025,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,56,PT-76B,245,amphibian tank,7,marine unit,3,track,1975,11,2025,12,4,3,3,55,15,60,0,5,5,0,2,7,6,10,4,0,86,20,15,5,0,62,120,0,0,0,0,0,0,0,6,3,2,6,3,3,2,0,4,2,1,4,2,2,1,0,0,0,0,0,0,0,0,7138,0,1612,1612,1612
5,56,T-34/85M,130,main battle tank,2,armor,3,track,1975,11,2005,12,4,5,3,56,19,21,0,3,3,0,0,7,13,24,0,0,82,20,20,15,0,66,120,0,0,0,0,65,120,0,0,0,0,0,0,0,0,0,9,6,7,10,8,6,2,0,0,0,0,0,0,0,0,23301,0,49,49,49
9,56,T-54B,130,main battle tank,2,armor,3,track,1975,11,2010,12,4,4,4,83,16,42,20,5,6,0,2,6,13,27,0,0,90,19,9,6,0,62,120,0,53,90,0,61,120,0,0,0,0,0,0,0,0,0,19,8,6,23,15,6,4,0,0,0,0,0,0,0,0,11120,0,711,711,711
13,56,T-55A,130,main battle tank,2,armor,3,track,1975,11,2010,12,4,4,4,85,17,42,20,5,6,0,2,6,13,27,0,0,90,20,11,12,0,62,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,6,23,15,6,4,0,0,0,0,0,0,0,0,11121,0,713,713,713
14,56,T-55A M1974,130,main battle tank,2,armor,3,track,1980,1,2010,12,4,4,4,125,18,41,20,10,22,0,2,6,13,27,0,0,91,19,12,12,0,64,120,0,54,90,0,0,0,0,0,0,0,0,0,0,0,0,20,8,6,23,15,6,4,0,0,0,0,0,0,0,0,10500,0,4440,4440,4440
15,56,T-55A M1990,133,medium tank,2,armor,3,track,1995,1,2025,12,4,4,4,144,18,41,30,20,22,0,2,6,13,31,0,1,92,19,12,9,3,64,120,0,54,90,0,0,0,0,30,11,6,35,16,6,4,0,28,9,6,33,16,6,4,0,0,0,0,0,0,0,0,11153,0,2667,2667,2667
16,56,T-55A M2B,130,main battle tank,2,armor,3,track,1999,1,2025,12,4,4,4,208,18,41,30,20,22,0,2,6,13,31,0,1,92,19,9,9,6,64,120,0,154,0,6,54,90,0,33,11,6,35,16,6,4,0,28,9,6,33,16,6,4,0,0,0,0,0,0,0,0,11153,0,2668,2668,2668
17,56,T-62 M1975,133,medium tank,2,armor,3,track,1981,1,2000,12,4,4,4,132,21,51,20,10,22,0,2,6,13,33,0,0,95,20,0,10,10,64,120,0,54,90,0,0,0,0,0,0,0,0,0,0,0,0,20,8,5,28,18,11,4,0,0,0,0,0,0,0,0,11123,0,1303,1303,1303
18,56,T-62 M1975,133,medium tank,2,armor,3,track,2001,1,2025,12,4,4,4,139,21,51,20,10,22,0,2,6,13,33,0,0,96,20,0,10,10,64,120,0,54,90,0,0,0,0,0,0,0,0,0,0,0,0,20,8,5,28,18,11,4,0,0,0,0,0,0,0,0,11123,0,1303,1303,1303
20,56,T-72 M1985,133,medium tank,2,armor,3,track,2001,1,2025,12,4,3,4,182,22,61,20,20,22,0,2,7,13,41,0,1,124,16,0,10,16,64,120,0,52,90,0,0,0,0,45,16,6,43,20,7,5,0,34,9,6,39,18,7,5,0,0,0,0,0,0,0,0,11127,0,1447,1447,4034
25,56,M10,143,assault gun,2,armor,3,track,1975,11,1995,12,5,5,4,40,16,41,0,5,3,0,0,7,12,22,0,1,84,15,26,0,13,55,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,8,3,3,0,0,0,0,0,0,0,0,0,64510,0,253,3617,253
27,56,M18 Hellcat,143,assault gun,2,armor,3,track,1975,11,1995,12,4,5,4,38,27,41,0,4,3,0,0,7,12,17,0,2,84,12,22,0,11,55,90,0,0,0,0,0,0,0,4,4,4,3,2,2,0,0,2,2,2,3,2,2,0,0,0,0,0,0,0,0,0,64509,0,254,254,254
29,56,M36B1,143,assault gun,2,armor,3,track,1975,11,1995,12,5,5,4,50,15,41,0,5,6,0,0,6,12,23,0,1,89,10,20,12,5,55,90,0,0,0,0,57,120,0,0,0,0,0,0,0,0,0,7,3,3,10,3,9,0,0,0,0,0,0,0,0,0,12025,0,1803,1803,1803
31,56,SU-76,143,assault gun,2,armor,3,track,1975,11,2005,12,3,4,3,24,15,41,0,2,3,0,0,7,1,10,0,0,85,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,3,2,1,0,0,0,0,0,0,0,0,0,55001,0,2936,2936,2936
33,56,SU-100,143,assault gun,2,armor,3,track,1976,1,2005,12,4,4,3,54,17,41,0,3,4,0,0,6,13,24,0,0,91,15,10,4,4,54,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,6,12,6,4,2,0,0,0,0,0,0,0,0,55003,0,2940,2940,2940
40,56,BTR-152,161,wheeled APC,3,APC,2,wheel (AT),1970,1,1999,12,4,2,4,16,22,42,0,0,0,0,0,9,115,10,0,0,53,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,11056,0,3231,3231,3231
41,56,BTR-152,161,wheeled APC,3,APC,2,wheel (AT),2000,1,2025,12,4,2,4,16,22,41,0,0,0,0,0,9,115,10,0,0,53,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,11056,0,3233,3233,3233
42,56,BTR-60P,161,wheeled APC,3,APC,2,wheel (AT),1975,11,2025,12,4,2,4,27,28,50,10,0,0,0,0,9,116,10,4,0,53,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,11061,0,2045,2045,2045
44,56,TAB-71,161,wheeled APC,3,APC,2,wheel (AT),1975,11,2025,12,4,2,4,46,29,52,20,2,3,0,0,9,114,10,4,0,80,50,25,0,0,64,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,11058,0,1478,1478,1478
50,56,MT-LB APC,166,tracked APC,3,APC,3,track,1975,11,2025,12,3,2,4,28,20,51,0,1,3,0,0,9,111,10,2,0,63,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,11035,0,1735,1735,1735
51,56,M 60P,166,tracked APC,3,APC,3,track,1975,11,2025,12,4,3,4,30,18,51,0,0,0,0,0,9,110,12,4,0,54,90,0,0,0,0,0,0,0,0,0,61,120,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,40022,0,46,46,46
