id,nation,name,stat,stat,type,type,pscr,pscr,start_yr,start_mo,end_yr,end_mo,exp_mod,mor_mod,element_rid[0],element_cnt[0],element_rid[1],element_cnt[1],element_rid[2],element_cnt[2],element_rid[3],element_cnt[3],element_rid[4],element_cnt[4],element_rid[5],element_cnt[5],element_rid[6],element_cnt[6],element_rid[7],element_cnt[7],element_rid[8],element_cnt[8],element_rid[9],element_cnt[9]
1,7,Battle Group HQ,0,average,5,force HQ,6,force HQ,1946,1,2025,12,0,0,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,Mech Inf Co,0,average,2,company,3,infantry,1946,1,1995,12,0,0,103,1,103,1,261,1,261,1,1041,1,1041,1,1041,1,0,0,0,0,0,0
3,7,Mech Inf Co +,0,average,2,company,3,infantry,1965,1,1995,12,0,0,103,1,103,1,261,1,261,1,1041,1,1041,1,1041,1,1070,1,0,0,0,0
4,7,Rifle Company,0,average,2,company,3,infantry,1946,1,2025,12,0,0,96,1,1039,1,1039,1,1039,1,0,0,0,0,0,0,0,0,0,0,0,0
5,7,Rifle Company +,0,average,2,company,3,infantry,1965,1,2025,12,0,0,99,1,360,1,1039,1,1039,1,1039,1,1156,1,0,0,0,0,0,0,0,0
6,7,Motor Company,0,average,2,company,3,infantry,1982,1,2025,12,0,0,103,1,271,1,1101,1,1101,1,1101,1,0,0,0,0,0,0,0,0,0,0
7,7,Motor Co (+),0,average,2,company,3,infantry,1982,1,2025,12,0,0,103,1,271,1,1101,1,1101,1,1101,1,1140,1,1102,1,0,0,0,0,0,0
8,7,Med Tank Sqn,0,average,2,company,1,armor,1946,1,1959,12,0,0,9,1,9,1,1082,1,1082,1,1082,1,1082,1,0,0,0,0,0,0,0,0
9,7,Tank Squadron,0,average,2,company,1,armor,1946,1,1999,12,0,0,5,1,5,1,1063,1,1063,1,1063,1,1063,1,0,0,0,0,0,0,0,0
10,7,Challenger Sqdn,0,average,2,company,1,armor,1990,1,2025,12,0,0,25,1,25,1,1109,1,1109,1,1109,1,1109,1,0,0,0,0,0,0,0,0
11,7,Airmob Rifle Co,0,average,2,company,3,infantry,1988,4,2025,12,0,0,99,1,1039,1,1039,1,1039,1,1156,1,1156,1,1156,1,1240,1,0,0,0,0
12,7,Mech Inf Co(W),0,average,2,company,3,infantry,1954,1,1980,12,0,0,101,1,101,1,270,1,270,1,1083,1,1083,1,1083,1,1140,1,0,0,0,0
13,7,Inf. Tank Sqdn,0,average,2,company,1,armor,1946,1,1956,12,0,0,34,1,34,1,1312,1,1317,1,1317,1,1317,1,0,0,0,0,0,0,0,0
14,7,RM Ski Co,0,average,2,company,3,infantry,1946,1,2025,12,10,15,320,1,313,1,1104,1,1104,1,1104,1,0,0,0,0,0,0,0,0,0,0
15,7,Mixed Tank Sqdn,0,average,2,company,1,armor,1955,9,1966,12,0,0,13,1,13,1,1120,1,1120,1,1120,1,1120,1,0,0,0,0,0,0,0,0
16,7,Mixed Tank Sqdn,0,average,2,company,1,armor,1955,9,1966,12,0,0,13,1,13,1,1063,1,1063,1,1063,1,1063,1,1320,1,0,0,0,0,0,0
17,7,Rifle Company +,0,average,2,company,3,infantry,1946,1,1964,12,0,0,96,1,360,1,1039,1,1039,1,1039,1,0,0,0,0,0,0,0,0,0,0
18,7,CVR(T) Squadron,0,average,2,company,1,armor,1972,1,1990,12,3,3,4,1,4,1,1098,1,1098,1,1098,1,1129,1,1302,1,0,0,0,0,0,0
19,7,CVR(T) Squadron,0,average,2,company,1,armor,1991,1,2025,12,3,3,4,1,4,1,1084,1,1084,1,1084,1,1129,1,0,0,0,0,0,0,0,0
20,7,Berlin Bd MI Co,0,average,2,company,3,infantry,1972,1,1990,12,0,0,103,1,103,1,262,1,262,1,1206,1,1206,1,1206,1,1500,1,1239,1,1311,1
21,7,Mech Inf Co (+),0,average,2,company,3,infantry,1979,1,1995,12,0,0,103,1,103,1,261,1,261,1,1041,1,1041,1,1041,1,1070,1,1305,1,0,0
22,7,Airmob Co [H],0,average,2,company,5,*AI*,1988,4,2025,12,0,0,99,1,529,1,1023,1,1023,1,1023,1,1156,1,1156,1,1156,1,1240,1,1159,1
23,7,Airmob Pl [H],0,average,1,platoon,5,*AI*,1988,4,2025,12,0,0,103,1,99,1,99,1,99,1,529,1,529,1,529,1,529,1,0,0,0,0
24,7,Rifle Co (Pig),0,average,2,company,3,infantry,1955,1,1990,12,0,0,103,1,103,1,273,1,273,1,1025,1,1025,1,1025,1,0,0,0,0,0,0
25,7,Rifle Pl (Pig),0,average,1,platoon,3,infantry,1955,1,1990,12,0,0,103,1,99,1,99,1,99,1,273,1,273,1,273,1,273,1,0,0,0,0
26,7,Armour Car Sqdn,0,average,2,company,1,armor,1946,1,1964,12,3,3,47,1,47,1,53,1,53,1,1135,1,1135,1,1135,1,1277,1,0,0,0,0
27,7,RM Cdo Co,0,average,2,company,3,infantry,1946,1,2025,12,10,15,119,1,1189,1,1189,1,1189,1,1114,1,252,1,0,0,0,0,0,0,0,0
28,7,Para Company,0,average,2,company,3,infantry,1946,1,2025,12,10,15,109,1,330,1,1040,1,1040,1,1040,1,0,0,0,0,0,0,0,0,0,0
29,7,Balanced C/Team,0,average,2,company,1,armor,1970,1,1995,12,0,0,14,1,14,1,1063,1,1063,1,1041,1,1041,1,1070,1,0,0,0,0,0,0
30,7,Inf Heavy Team,0,average,2,company,3,infantry,1970,1,1995,12,0,0,103,1,103,1,261,1,261,1,1041,1,1041,1,1063,1,1070,1,0,0,0,0
31,7,Tank Heavy Team,0,average,2,company,1,armor,1950,1,1995,12,0,0,14,1,14,1,1063,1,1063,1,1063,1,1041,1,0,0,0,0,0,0,0,0
32,7,CVR(W) Squadron,0,average,2,company,1,armor,1965,1,1980,12,3,3,101,1,270,1,101,1,270,1,1107,1,1107,1,1107,1,1107,1,1083,1,1302,1
33,7,CVR(W) Sqdn B,0,average,2,company,1,armor,1965,1,1980,12,3,3,101,1,270,1,101,1,270,1,1108,1,1108,1,1108,1,1108,1,0,0,0,0
34,7,CVR(W) Squadron,0,average,2,company,1,armor,1972,1,1990,12,3,3,50,1,50,1,1168,1,1168,1,1168,1,0,0,0,0,0,0,0,0,0,0
35,7,Tank Heavy Team,0,average,2,company,1,armor,1990,1,1995,12,0,0,14,1,14,1,14,1,1109,1,1109,1,1041,1,1166,1,0,0,0,0,0,0
36,7,Inf Heavy Team,0,average,2,company,3,infantry,1996,1,2025,12,0,0,103,1,261,1,1364,1,1364,1,1109,1,1254,1,1166,1,1238,1,0,0,0,0
37,7,Field Art Troop,0,average,1,platoon,2,artillery,1946,1,2025,12,0,0,146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,7,Para Company +,0,average,2,company,3,infantry,1955,1,2025,12,10,15,109,1,330,1,1040,1,1040,1,1040,1,1240,1,1156,1,0,0,0,0,0,0
39,7,Rifle Platoon,0,average,1,platoon,3,infantry,1946,1,2025,12,0,0,103,1,99,1,99,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0
40,7,Para Platoon,0,average,1,platoon,3,infantry,1946,1,2025,12,10,15,109,1,104,1,104,1,104,1,0,0,0,0,0,0,0,0,0,0,0,0
41,7,Mech-Inf Pl,0,average,1,platoon,3,infantry,1946,1,1995,12,0,0,101,1,101,1,101,1,101,1,261,1,261,1,261,1,261,1,0,0,0,0
42,7,Pioneer Platoon,0,average,1,platoon,3,infantry,1946,1,2025,12,0,0,137,1,137,1,137,1,137,1,0,0,0,0,0,0,0,0,0,0,0,0
43,7,Sniper,0,average,0,section,3,infantry,1946,1,2025,12,0,0,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,7,4 Helicopers,0,average,1,platoon,4,miscellaneous,1950,1,2025,12,0,0,528,1,528,1,528,1,528,1,0,0,0,0,0,0,0,0,0,0,0,0
45,7,2 Helicopters,0,average,0,section,4,miscellaneous,1950,1,2025,12,0,0,528,1,528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,7,AT Helo Section,0,average,1,platoon,4,miscellaneous,1963,1,2025,12,5,0,540,1,540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,7,Strike Element,0,average,1,platoon,4,miscellaneous,1946,1,2025,12,0,0,450,1,450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,7,Field Art Bty,0,average,1,platoon,2,artillery,1946,1,2025,12,0,0,146,1,146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,7,Medium Battery,0,average,1,platoon,2,artillery,1946,1,2025,12,0,0,149,1,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,7,Heavy Battery,0,average,1,platoon,2,artillery,1946,1,1995,12,0,0,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,7,Mech InfCo 96++,0,average,2,company,3,infantry,1996,1,2025,12,0,0,103,1,261,1,1364,1,1364,1,1364,1,1254,1,1238,1,0,0,0,0,0,0
52,7,MLRS Battery,0,average,1,platoon,2,artillery,1982,1,2025,12,0,0,159,1,159,1,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,7,Field Art Reg't,0,average,1,platoon,2,artillery,1946,1,2025,12,0,0,146,1,146,1,146,1,146,1,146,1,146,1,0,0,0,0,0,0,0,0
54,7,Med Art Reg't,0,average,1,platoon,2,artillery,1946,1,2025,12,0,0,149,1,149,1,149,1,149,1,149,1,149,1,0,0,0,0,0,0,0,0
55,7,Heavy Art Reg't,0,average,1,platoon,2,artillery,1946,1,1995,12,0,0,153,1,153,1,153,1,153,1,0,0,0,0,0,0,0,0,0,0,0,0
56,7,Mech ATGM Pl,0,average,3,combat group,3,infantry,1965,1,1995,1,0,0,142,1,261,1,1070,1,1070,1,1070,1,0,0,0,0,0,0,0,0,0,0
57,7,MLRS Regiment,0,average,1,platoon,2,artillery,1982,1,2025,12,0,0,159,1,159,1,159,1,159,1,159,1,159,1,0,0,0,0,0,0,0,0
58,7,1 Naval Gun,0,average,4,naval,2,artillery,1946,1,2025,12,0,0,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,7,2 Naval Guns,0,average,4,naval,2,artillery,1946,1,2025,12,0,0,161,1,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,7,3 Naval Guns,0,average,4,naval,2,artillery,1946,1,2025,12,0,0,161,1,161,1,162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,7,4 Naval Guns,0,average,4,naval,2,artillery,1946,1,2025,12,0,0,161,1,161,1,161,1,162,1,0,0,0,0,0,0,0,0,0,0,0,0
62,7,5 Naval Guns,0,average,4,naval,2,artillery,1946,1,2025,12,0,0,161,1,161,1,161,1,163,1,163,1,0,0,0,0,0,0,0,0,0,0
63,7,Tank Troop,0,average,1,platoon,1,armor,1946,1,1999,12,0,0,5,1,5,1,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
64,7,Minelet Battery,0,average,1,platoon,2,artillery,1983,1,1998,7,0,0,160,1,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,7,Division Art Gp,0,average,2,company,2,artillery,1975,1,1995,12,0,0,150,1,150,1,150,1,150,1,150,1,150,1,153,1,153,1,1090,1,1090,1
