rid,name,uclass,arm_SK,size,crew,wpn_w1,wpn_w2,wpn_w3,wpn_w4,wpn_ammo_HE1,wpn_ammo_AP1,wpn_ammo_HE2,wpn_ammo_AP2,wpn_ammo_HE3,wpn_ammo_AP3,wpn_ammo_HE4,wpn_ammo_AP4,speed,arm.AP_FH,arm.AP_SH,arm.AP_RH,arm.AP_FT,arm.AP_ST,arm.AP_RT,arm.AP_TP,arm.HE_FH,arm.HE_SH,arm.HE_RH,arm.HE_FT,arm.HE_ST,arm.HE_RT,arm.HE_TP,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,radio,start_yr,end_yr,cost,nation,lbm,irvis,fc,wpn1_APCRammo,wpn1_HEATammo,rof,stab,rf,ew,load_cap,survive,load_cost,icon,swim,movcl,smkdev,start_mo,end_mo,sound,wpn_snd_s1,wpn_snd_s2,wpn_snd_s3,wpn_snd_s4,B90,icon_winter,icon_desert,B98,B99,B100,B101,B102,B103,B104,B105,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B117,B118,B119,B120,B121,B122,B123
1,Matilda Mk.II,105,0,4,4,236,63,0,0,30,63,120,0,0,0,0,0,8,8,8,6,8,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,46,56,43,15,638,0,2,0,0,8,0,2,0,10,4,26,474,0,4,1,1,12,0,0,0,0,0,0,474,3920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Matilda CS,106,0,4,4,242,63,0,0,38,4,120,0,0,0,0,0,8,8,8,6,8,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,46,56,41,15,654,0,2,0,0,7,0,2,0,10,4,26,474,0,4,1,1,12,0,0,0,0,0,0,474,3920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Grant III,59,0,6,6,79,66,0,84,62,120,120,0,0,0,20,20,13,7,5,5,10,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,46,52,52,15,65025,0,2,0,0,7,1,1,0,12,3,25,443,0,4,2,1,12,0,0,0,0,0,0,443,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Churchill VII,105,0,4,5,81,63,0,64,40,44,120,0,0,0,120,0,8,15,10,6,15,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,46,72,53,15,7017,0,3,0,0,7,0,2,0,13,4,34,4374,0,4,2,1,12,0,0,0,0,0,0,4375,4376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Grant III,59,0,6,6,79,66,0,84,62,120,120,0,0,0,20,20,13,7,5,5,10,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,53,56,52,15,65025,0,2,0,0,7,1,1,0,12,3,25,443,0,4,2,1,12,0,0,0,0,0,0,443,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Centurion Mk 3,59,0,5,4,91,63,0,0,25,0,120,0,0,0,0,0,12,13,5,5,16,10,6,2,13,11,5,16,12,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,53,59,85,15,8012,0,10,40,0,7,1,6,0,13,4,38,1001,0,4,1,1,12,0,0,0,0,0,0,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Centurion Mk 5,59,0,5,4,91,62,53,0,25,0,120,0,90,0,0,0,12,26,6,6,23,12,6,3,26,15,6,23,14,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90,56,59,95,15,8203,0,10,39,0,7,1,6,0,13,4,38,1007,0,4,2,1,12,0,0,0,0,0,0,7296,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Centurion Mk5/1,59,0,5,4,91,62,53,0,25,0,120,0,90,0,0,0,12,26,6,6,23,12,6,3,26,15,6,23,14,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90,59,74,98,15,8197,0,15,39,0,7,1,6,0,13,4,38,1008,0,4,2,1,12,0,0,0,0,0,0,7296,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Leopard AS1,59,0,5,4,103,60,61,0,20,0,120,0,90,0,0,0,22,21,8,4,27,12,9,3,21,12,5,65,18,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90,76,82,183,15,8205,30,25,25,10,6,4,22,0,13,4,32,1532,0,4,1,10,12,0,0,55,55,0,0,1532,1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Leopard Dozer,37,0,5,4,103,60,61,0,20,0,120,0,90,0,0,0,22,23,8,4,27,12,9,3,121,12,5,65,18,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90,77,95,233,15,44018,30,25,25,10,6,4,22,0,0,4,32,1538,0,4,1,1,12,0,0,55,55,0,0,1538,1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
